university_id,university_name,the_rank_2023,the_rank_2023_numeric,the_2023_rank_type
U2291,Universitas Syiah Kuala,,,Missing
U2300,Thiagarajar College of Engineering,,,Missing
U2318,Volgograd State University,,,Missing
U2335,Zhejiang Chinese Medical University,,,Missing
U2338,University Abdelhamid Ibn Badis Mostaganem,,,Missing
U2342,Adelphi University,,,Missing
U2343,Afe Babalola University,,,Missing
U2352,Ankara Yildirim Beyazit University,,,Missing
U2354,Antonio Nariño University,,,Missing
U2367,University of Batna 2,,,Missing
U2369,Belgorod State National Research University,,,Missing
U2371,Bernardo O’Higgins University,,,Missing
U2372,Bharath Institute of Higher Education and Research,,,Missing
U2373,Bharati Vidyapeeth University,,,Missing
U2375,Bilecik Şeyh Edebali University,,,Missing
U2377,University of Birjand,,,Missing
U2384,Bursa Technical University,,,Missing
U2386,University of Caldas,,,Missing
U2387,Çankırı Karatekin University,,,Missing
U2390,Universidad Católica del Maule,,,Missing
U2391,Universidad Católica de la Santísima Concepción,,,Missing
U2395,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),,,Missing
U2396,CES University,,,Missing
U2397,College of Charleston,,,Missing
U2398,Chelyabinsk State University,,,Missing
U2410,University for Development Studies,,,Missing
U2443,Goa University,,,Missing
U2447,Gubkin Russian State University of Oil and Gas,,,Missing
U2450,Hassiba Benbouali University of Chlef,,,Missing
U2453,Herzen State Pedagogical University of Russia,,,Missing
U2454,Hindustan Institute of Technology and Science,,,Missing
U2455,Hitit University,,,Missing
U2460,Industrial University of Tyumen,,,Missing
U2463,Irkutsk National Research Technical University,,,Missing
U2465,Istanbul Aydın University,,,Missing
U2467,Ivanovo State University of Chemistry and Technology,,,Missing
U2469,Izmir University of Economics,,,Missing
U2471,Jan Kochanowski University in Kielce,,,Missing
U2473,Jember University,,,Missing
U2475,University of Jijel,,,Missing
U2480,Université Kasdi Merbah Ouargla,,,Missing
U2481,Kastamonu University,,,Missing
U2482,Kazan National Research Technical University,,,Missing
U2483,Kazan State Medical University,,,Missing
U2484,University of Kelaniya,,,Missing
U2485,Kemerovo State University,,,Missing
U2486,University of Kerbala,,,Missing
U2489,Kırşehir Ahi Evran University,,,Missing
U2497,University of Laghouat,,,Missing
U2498,Lagos State University,,,Missing
U2501,University of Life Sciences in Lublin,,,Missing
U2503,Lobachevsky State University of Nizhni Novgorod,,,Missing
U2505,University of Los Lagos,,,Missing
U2512,University of Mascara,,,Missing
U2514,Universidad Mayor,,,Missing
U2517,Middle Technical University,,,Missing
U2521,Université Mohammed Premier,,,Missing
U2523,Moscow Polytechnic University,,,Missing
U2524,Moscow State University of Civil Engineering,,,Missing
U2526,Moulay Ismail University,,,Missing
U2530,Nara Women’s University,,,Missing
U2531,National Aviation University,,,Missing
U2535,National University of Costa Rica,,,Missing
U2539,National University of Medical Sciences (NUMS),,,Missing
U2541,National Taichung University of Science and Technology,,,Missing
U2543,NED University of Engineering and Technology,,,Missing
U2544,Universitas Negeri Surabaya,,,Missing
U2545,Nizhny Novgorod State Technical University,,,Missing
U2547,North-Caucasus Federal University,,,Missing
U2549,North-Eastern Federal University,,,Missing
U2550,Northern (Arctic) Federal University named after M.V. Lomonosov,,,Missing
U2551,North-Western State Medical University named after I.I. Mechnikov,,,Missing
U2552,Nosov Magnitogorsk State Technical University,,,Missing
U2556,Ogarev Mordovia State University,,,Missing
U2558,Niğde Ömer Halisdemir University,,,Missing
U2559,Omsk State Technical University,,,Missing
U2562,Ordu University,,,Missing
U2566,Pamukkale University,,,Missing
U2567,Pavlov First Saint Petersburg State Medical University,,,Missing
U2570,University of the Peloponnese,,,Missing
U2571,Penza State University,,,Missing
U2572,Perm National Research Polytechnic University,,,Missing
U2573,Perm State University,,,Missing
U2575,Universidad Peruana de Ciencias Aplicadas (UPC),,,Missing
U2576,University of Phayao,,,Missing
U2583,University of Port Harcourt,,,Missing
U2585,University of Prishtina,,,Missing
U2586,Privolzhsky Research Medical University,,,Missing
U2589,REVA University,,,Missing
U2597,Samara State Technical University,,,Missing
U2600,Saratov State Medical University,,,Missing
U2601,University of Sciences and Technology Houari Boumediene,,,Missing
U2608,Reshetnev Siberian State University of Science and Technology,,,Missing
U2609,Siberian State Medical University,,,Missing
U2615,Southwest State University,,,Missing
U2617,Universitas Sriwijaya,,,Missing
U2618,Saints Cyril and Methodius University in Skopje,,,Missing
U2619,State University of Bahia,,,Missing
U2623,Université Sultan Moulay Slimane,,,Missing
U2627,Universidad Técnica Particular de Loja,,,Missing
U2636,Tomsk State University of Control Systems and Radioelectronics,,,Missing
U2638,Toyama Prefectural University,,,Missing
U2640,Tula State University,,,Missing
U2641,Ufa University of Science and Technology,,,Missing
U2642,Ufa State Petroleum Technological University,,,Missing
U2645,Uzhhorod National University,,,Missing
U2648,Instituto Politécnico de Viana do Castelo,,,Missing
U2651,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),,,Missing
U2652,Volgograd State Technical University,,,Missing
U2653,Voronezh State Technical University,,,Missing
U2657,Universitas Negeri Yogyakarta,,,Missing
U2659,Abbes Laghrour University of Khenchala,,,Missing
U2660,Abbottabad University of Science and Technology,,,Missing
U2661,Abdelhafid Boussouf University Center of Mila,,,Missing
U2662,Abdullah Gül University,,,Missing
U2663,Abertay University,,,Missing
U2664,Abia State University,,,Missing
U2665,Abrar University,,,Missing
U2666,Ada Kent University,,,Missing
U2667,Adventist University of Central Africa,,,Missing
U2668,AECC University College,,,Missing
U2669,University Center of Aflou,,,Missing
U2670,University of Agronomic Sciences and Veterinary Medicine of Bucharest,,,Missing
U2671,Universitas Ahmad Dahlan,,,Missing
U2672,University of Ahmed Draia,,,Missing
U2673,Aichi Prefectural University,,,Missing
U2674,Université d’Ain Témouchent,,,Missing
U2675,Ajeenkya DY Patil University,,,Missing
U2676,Akhmet Yassawi University,,,Missing
U2677,Akita Prefectural University,,,Missing
U2678,Akli Mohand Oulhadj Bouira University,,,Missing
U2679,Akwa Ibom State University,,,Missing
U2680,Al Akhawayn University,,,Missing
U2681,Al al-Bayt University,,,Missing
U2682,Al-Ayen University,,,Missing
U2683,Al-Baha University,,,Missing
U2684,Al-Bayan University,,,Missing
U2685,Albaydha University,,,Missing
U2686,Al-Esraa University College,,,Missing
U2687,Alex Ekwueme Federal University Ndufu-Alike,,,Missing
U2688,Al-Farabi University College,,,Missing
U2689,Al-Furat Al-Awsat Technical University,,,Missing
U2690,University of Algiers 1,,,Missing
U2691,Algiers 2 University,,,Missing
U2692,University of Algiers 3,,,Missing
U2693,University of Al-Hamdaniya,,,Missing
U2694,Al-Hussein Bin Talal University,,,Missing
U2695,Alisher Navo’i Tashkent State University of Uzbek Language and Literature,,,Missing
U2696,Al-Janad University for Science and Technology,,,Missing
U2697,University of Alkafeel,,,Missing
U2698,Al-Karkh University of Science,,,Missing
U2699,Al-Kitab University,,,Missing
U2700,AlMaarefa University,,,Missing
U2701,Al-Maarif University College,,,Missing
U2702,Al-Manara College for Medical Sciences,,,Missing
U2703,Almazov National Medical Research Centre,,,Missing
U2704,Al-Mustaqbal University,,,Missing
U2705,Al-Muthanna University,,,Missing
U2706,Al-Nisour University College,,,Missing
U2707,Al-Noor University College,,,Missing
U2708,Al-Qalam University College,,,Missing
U2709,Al-Qasim Green University,,,Missing
U2710,Al-Rafidain University College,,,Missing
U2711,Al Safwa University College,,,Missing
U2712,Altınbaş University,,,Missing
U2713,Altoosi University College,,,Missing
U2714,Al Turath University,,,Missing
U2715,Al-Zaytoonah University of Jordan,,,Missing
U2716,American University in the Emirates (AUE),,,Missing
U2717,American International University – Bangladesh,,,Missing
U2718,American University of Madaba,,,Missing
U2719,American University of Ras Al Khaimah,,,Missing
U2720,"Amity University, Chhattisgarh",,,Missing
U2721,"Amity University, Gurugram",,,Missing
U2722,"Amity University, Gwalior",,,Missing
U2723,"Amity University Rajasthan, Jaipur",,,Missing
U2724,"Amity University, Mumbai",,,Missing
U2725,Anáhuac University,,,Missing
U2726,Andijan Machine-Building Institute,,,Missing
U2727,Andijan State University,,,Missing
U2728,Andijan State Medical Institute,,,Missing
U2729,Andijan State Pedagogical Institute (ASPI),,,Missing
U2730,Andrés Bello Catholic University (UCAB),,,Missing
U2731,Anglo-American University,,,Missing
U2732,Ankara Science University,,,Missing
U2733,Applied Science Private University,,,Missing
U2734,Arab American University,,,Missing
U2735,Arabian Gulf University,,,Missing
U2736,Arab Open University,,,Missing
U2737,Arkin University of Creative Arts and Design (ARUCAD),,,Missing
U2738,Armenian State Pedagogical University,,,Missing
U2739,Arts University Bournemouth,,,Missing
U2740,University of the Arts London,,,Missing
U2741,Arts University Plymouth,,,Missing
U2742,Arturo Prat University,,,Missing
U2743,Asahi University,,,Missing
U2744,Asfendiyarov Kazakh National Medical University,,,Missing
U2745,Ashikaga University,,,Missing
U2746,Ashur University,,,Missing
U2747,Atyrau University,,,Missing
U2748,Audencia,,,Missing
U2749,Austral University,,,Missing
U2750,Autonomous University of Chiapas,,,Missing
U2751,Azerbaijan University of Architecture and Construction,,,Missing
U2752,Babcock University,,,Missing
U2753,"Bacha Khan University, Charsadda",,,Missing
U2754,Badr University in Cairo (BUC),,,Missing
U2755,Bakrie University,,,Missing
U2756,University of Balochistan,,,Missing
U2757,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",,,Missing
U2758,"University of Baltistan, Skardu",,,Missing
U2759,Bandirma Onyedi Eylül University,,,Missing
U2760,Bangabandhu Sheikh Mujibur Rahman Agricultural University,,,Missing
U2761,Barawa International University,,,Missing
U2762,Bashkir State Medical University,,,Missing
U2763,Bath Spa University,,,Missing
U2764,University of Batna 1,,,Missing
U2765,Bayburt University,,,Missing
U2766,Baze University,,,Missing
U2767,Belarusian State Medical University,,,Missing
U2768,Bells University of Technology,,,Missing
U2769,University of Benghazi,,,Missing
U2770,Benson Idahosa University,,,Missing
U2771,Beykent University,,,Missing
U2772,Bilad Alrafidain University College,,,Missing
U2773,Birmingham Newman University,,,Missing
U2774,Biruni University,,,Missing
U2775,University of Bisha,,,Missing
U2776,Bishop Grosseteste University,,,Missing
U2777,University of Bogotá Jorge Tadeo Lozano,,,Missing
U2778,Bohdan Khmelnytsky National University of Cherkasy,,,Missing
U2779,University of Bolton,,,Missing
U2780,The British University in Dubai,,,Missing
U2781,Buckinghamshire New University,,,Missing
U2782,Bukhara Engineering Technological Institute,,,Missing
U2783,Bukhara State University,,,Missing
U2784,Bukhara State Medical Institute,,,Missing
U2785,Bukkyo University,,,Missing
U2786,Buriram Rajabhat University,,,Missing
U2787,Çağ University,,,Missing
U2788,Universidad Camilo José Cela,,,Missing
U2789,Canadian International College (CIC) – Cairo,,,Missing
U2790,Catholic University of Ávila,,,Missing
U2791,Catholic University in Erbil,,,Missing
U2792,Universidad Católica de Cuenca,,,Missing
U2793,Universidad Católica San Pablo,,,Missing
U2794,Caucasus International University,,,Missing
U2795,CBS International Business School,,,Missing
U2796,Cebu Technological University,,,Missing
U2797,CECOS University of IT and Emerging Sciences,,,Missing
U2798,University of Celaya,,,Missing
U2799,University Center Ali Kafi Tindouf,,,Missing
U2800,University Center of Illizi,,,Missing
U2801,University Center Morsli Abdellah of Tipaza,,,Missing
U2802,University Center of Barika,,,Missing
U2803,Central European University,,,Missing
U2804,Central Luzon State University,,,Missing
U2805,University of Central Punjab,,,Missing
U2806,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),,,Missing
U2807,Centro Universitário Cesuca,,,Missing
U2808,Centurion University of Technology and Management,,,Missing
U2809,Universidad César Vallejo,,,Missing
U2810,CETYS Universidad,,,Missing
U2811,Charisma University,,,Missing
U2812,Chernihiv Polytechnic National University,,,Missing
U2813,Chettinad Academy of Research and Education,,,Missing
U2814,University of Chichester,,,Missing
U2815,Chinhoyi University of Technology,,,Missing
U2816,Universidad Científica del Sur,,,Missing
U2817,Cihan University – Erbil,,,Missing
U2818,Cihan University Sulaimaniya,,,Missing
U2819,"City University of Science and Information Technology, Peshawar",,,Missing
U2820,Civil Aviation Academy,,,Missing
U2821,University of Civil Protection,,,Missing
U2822,Conservatoire for Dance and Drama,,,Missing
U2823,University of Constantine 3,,,Missing
U2824,Courtauld Institute of Art,,,Missing
U2825,Cranfield University,,,Missing
U2826,University for the Creative Arts,,,Missing
U2827,University of Cumbria,,,Missing
U2828,University of Cyberjaya,,,Missing
U2829,Cyprus Health and Social Sciences University,,,Missing
U2830,Daffodil International University (DIU),,,Missing
U2831,Daneshpajoohan Pishro Higher Education Institute,,,Missing
U2832,Dawood University of Engineering and Technology,,,Missing
U2833,Debre Tabor University,,,Missing
U2834,Delta University for Science and Technology,,,Missing
U2835,"Delta State University, Abraka",,,Missing
U2836,Denau Institute of Entrepreneurship and Pedagogy,,,Missing
U2837,Dhaka International University,,,Missing
U2838,DHA Suffa University,,,Missing
U2839,Dhofar University,,,Missing
U2840,University of Djilali Bounaama Khemis Miliana,,,Missing
U2841,Don Bosco University,,,Missing
U2842,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),,,Missing
U2843,Dovletmammet Azadi Turkmen National Institute of World Languages,,,Missing
U2844,"Dr D. Y. Patil Vidyapeeth, Pune",,,Missing
U2845,Dr. M.G.R. Educational and Research Institute,,,Missing
U2846,D. Serikbayev East Kazakhstan Technical University,,,Missing
U2847,University of Duhok,,,Missing
U2848,Dulaty University,,,Missing
U2849,EAE Business School,,,Missing
U2850,EAN University,,,Missing
U2851,University of Eastern Philippines,,,Missing
U2852,École Nationale Polytechnique,,,Missing
U2853,École Nationale Polytechnique d’Oran Maurice Audin,,,Missing
U2854,École Nationale Supérieure Agronomique,,,Missing
U2855,"École Nationale Supérieure Agronomique, Algiers",,,Missing
U2856,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),,,Missing
U2857,École Nationale Supérieure d’Informatique (ESI),,,Missing
U2858,École Nationale Supérieure de Management Koléa,,,Missing
U2859,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),,,Missing
U2860,École Nationale Supérieure Vétérinaire d’Alger,,,Missing
U2861,École National Polytechnique de Constantine,,,Missing
U2862,École Normale Supérieure de Béchar,,,Missing
U2863,École Normale Supérieure de Bouzaréah,,,Missing
U2864,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),,,Missing
U2865,École Normale Supérieure de Kouba,,,Missing
U2866,École Normale Supérieure de Laghouat,,,Missing
U2867,École Normale Supérieure d’Oran,,,Missing
U2868,École Polytechnique d’Architecture et d’Urbanisme,,,Missing
U2869,École Supérieure de Comptabilité et de Finances de Constantine,,,Missing
U2870,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,,,Missing
U2871,École Supérieure en Sciences Appliquées de Tlemcen,,,Missing
U2872,École Supérieure en Sciences Biologiques d’Oran (ESSBO),,,Missing
U2873,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),,,Missing
U2874,University of Economics – Varna,,,Missing
U2875,Edo State University Uzairue,,,Missing
U2876,Edwin Clark University,,,Missing
U2877,Egerton University,,,Missing
U2878,Egyptian Russian University,,,Missing
U2879,Elizade University,,,Missing
U2880,University of El Oued,,,Missing
U2881,Emir Abdelkader University of Islamic Sciences,,,Missing
U2882,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",,,Missing
U2883,Escola Superior de Enfermagem do Porto (ESEP),,,Missing
U2884,Escuela Superior Politécnica de Chimborazo,,,Missing
U2885,ESIC University,,,Missing
U2886,Eskişehir Technical University,,,Missing
U2887,Universidade Estadual do Maranhão,,,Missing
U2888,Universidade Estadual do Norte do Paraná (UENP),,,Missing
U2889,European University,,,Missing
U2890,European University of Armenia,,,Missing
U2891,European University Cyprus,,,Missing
U2892,European University of Tunis,,,Missing
U2893,"Evangel University, Akaeze",,,Missing
U2894,Falmouth University,,,Missing
U2895,Federal University of Kashere,,,Missing
U2896,Federal University of Latin American Integration (UNILA),,,Missing
U2898,"Federal University of Petroleum Resources, Effurun",,,Missing
U2899,"Federal University of Technology, Minna",,,Missing
U2900,"Federal University of Technology, Owerri",,,Missing
U2901,Fergana Medical Institute of Public Health,,,Missing
U2902,Fergana Polytechnic Institute,,,Missing
U2903,Fergana State University,,,Missing
U2904,Finis Terrae University,,,Missing
U2905,Forman Christian College,,,Missing
U2906,Fountain University,,,Missing
U2907,University of Franca,,,Missing
U2908,Francisk Skorina Gomel State University,,,Missing
U2909,Fukushima University,,,Missing
U2910,University of Gafsa,,,Missing
U2911,Gangadhar Meher University,,,Missing
U2912,University of Garmian,,,Missing
U2913,General Sir John Kotelawala Defence University,,,Missing
U2914,University of Ghardaia,,,Missing
U2915,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,,,Missing
U2916,Glasgow School of Art,,,Missing
U2917,Gomel State Medical University,,,Missing
U2918,The Government Sadiq College Women University Bahawalpur,,,Missing
U2919,Government College Women University Faisalabad,,,Missing
U2920,"Government College Women University, Sialkot",,,Missing
U2921,"The Graduate University for Advanced Studies, SOKENDAI",,,Missing
U2922,Guildhall School of Music and Drama,,,Missing
U2923,Gulf College,,,Missing
U2924,Gulf Medical University,,,Missing
U2925,Gulistan State University,,,Missing
U2926,University of Hafr Al Batin,,,Missing
U2927,Hagoromo University of International Studies,,,Missing
U2928,Hakuoh University,,,Missing
U2929,Haliç University,,,Missing
U2930,Häme University of Applied Sciences,,,Missing
U2931,Hanseo University,,,Missing
U2932,Hartpury University,,,Missing
U2933,Hawler Medical University,,,Missing
U2934,University of Health Sciences Lahore,,,Missing
U2935,"University of Health Sciences, Turkey",,,Missing
U2936,School of Higher Commercial Studies (EHEC Algiers),,,Missing
U2937,"Higher National School of Renewable Energies, Environment and Sustainable Development",,,Missing
U2938,Higher School of Management and Digital Economy (HSMDE),,,Missing
U2939,Higher School of Agronomy – Mostaganem (ESAM),,,Missing
U2940,Higher School of Management – Tlemcen,,,Missing
U2941,University of the Highlands and Islands,,,Missing
U2942,Hilla University College,,,Missing
U2943,Hiroshima International University,,,Missing
U2944,Hiroshima Shudo University,,,Missing
U2945,Hiroshima Institute of Technology,,,Missing
U2946,Ho Chi Minh City Open University,,,Missing
U2947,Hodeida University,,,Missing
U2948,Hokkaido University of Science,,,Missing
U2949,University of Home Economics Lahore,,,Missing
U2950,Ho Technical University,,,Missing
U2951,Hryhorii Skovoroda University in Pereiaslav,,,Missing
U2952,University of Human Development,,,Missing
U2953,Hyogo University of Teacher Education,,,Missing
U2954,Ibn Khaldoun University,,,Missing
U2955,"ICFAI University, Dehradun",,,Missing
U2956,IFHE Hyderabad,,,Missing
U2957,Ilma University,,,Missing
U2958,Imam Al-Kadhum College (IKC),,,Missing
U2959,IMT Mines Alès,,,Missing
U2960,"Independent University, Bangladesh",,,Missing
U2961,Indira Gandhi Delhi Technical University for Women,,,Missing
U2962,Information Technology University of the Punjab,,,Missing
U2963,Innopolis University,,,Missing
U2964,Institute of Cancer Research,,,Missing
U2965,Universidad Internacional del Ecuador,,,Missing
U2966,International American University,,,Missing
U2967,International Engineering and Technology University (METU),,,Missing
U2968,International University for the Humanities and Development,,,Missing
U2969,International IT University,,,Missing
U2970,International University of Rabat,,,Missing
U2971,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,,,Missing
U2972,Inter-State School of Veterinary Sciences and Medicine,,,Missing
U2973,Ionian University,,,Missing
U2974,Ion Mincu University of Architecture and Urbanism,,,Missing
U2975,Iqra University,,,Missing
U2976,The Islamic University,,,Missing
U2977,Islamic University of Gaza,,,Missing
U2978,Universitas Islam Sultan Agung,,,Missing
U2979,Isra University,,,Missing
U2980,Israel Technological University,,,Missing
U2981,Istanbul Arel University,,,Missing
U2982,Istanbul Gelişim University,,,Missing
U2983,Istanbul Kültür University,,,Missing
U2984,Istanbul Okan University,,,Missing
U2985,IUBAT – International University of Business Agriculture and Technology,,,Missing
U2986,Universita IULM,,,Missing
U2987,Ivano Frankivsk National Technical University of Oil and Gas,,,Missing
U2988,Jabir ibn Hayyan Medical University,,,Missing
U2989,Jadara University,,,Missing
U2990,Japan Advanced Institute of Science and Technology (JAIST),,,Missing
U2991,Japan University of Economics,,,Missing
U2992,Jashore University of Science and Technology,,,Missing
U2993,University of Jendouba,,,Missing
U2994,Jizzakh Polytechnic Institute,,,Missing
U2995,Jizzakh State Pedagogical University,,,Missing
U2996,John von Neumann University,,,Missing
U2997,Kabarak University,,,Missing
U2998,Kabardino-Balkarian State University,,,Missing
U2999,University of Kabianga,,,Missing
U3000,Kadir Has University,,,Missing
U3001,Kamianets-Podіlskyi Ivan Ohiienko National University,,,Missing
U3002,Karaganda University of Kazpotrebsoyuz,,,Missing
U3003,Karakalpak State University,,,Missing
U3004,Karshi Engineering Economics Institute,,,Missing
U3005,Kazakh National Pedagogical University Abai,,,Missing
U3006,Kazakh National Women’s Teacher Training University,,,Missing
U3007,Kazakhstan Medical University KSPH,,,Missing
U3008,Kazan State Power Engineering University,,,Missing
U3009,Keisen University,,,Missing
U3010,Kharkiv University of Humanities “People’s Ukrainian Academy”,,,Missing
U3011,Kharkiv National Automobile and Highway University,,,Missing
U3012,Kharkiv National University of Internal Affairs,,,Missing
U3013,Khazar University,,,Missing
U3015,Khwaja Fareed University of Engineering and Information Technology,,,Missing
U3016,Khyber Medical University,,,Missing
U3017,Kimyo International University in Tashkent,,,Missing
U3018,King Abdullah University of Science and Technology (KAUST),,,Missing
U3019,King Danylo University,,,Missing
U3020,King Edward Medical University,,,Missing
U3021,Kinnaird College for Women,,,Missing
U3022,University of Kirkuk,,,Missing
U3023,Kitami Institute of Technology,,,Missing
U3024,Knowledge University,,,Missing
U3025,Kobe Gakuin University,,,Missing
U3026,Kocaeli Health and Technology University,,,Missing
U3027,Kohsar University Murree,,,Missing
U3028,Kokshetau State University,,,Missing
U3029,Kokugakuin University,,,Missing
U3030,Konan University,,,Missing
U3031,Konan Women’s University,,,Missing
U3032,Koya University,,,Missing
U3033,KPR Institute of Engineering and Technology,,,Missing
U3034,Kumasi Technical University,,,Missing
U3035,Kursk State Medical University,,,Missing
U3036,Kütahya Health Sciences University,,,Missing
U3037,Kutaisi University,,,Missing
U3038,Kuwait College of Science and Technology (KCST),,,Missing
U3039,Kyiv National Economic University,,,Missing
U3040,Kyoai Gakuen University,,,Missing
U3041,Kyoto Koka Women’s University,,,Missing
U3042,Kyoto Notre Dame University,,,Missing
U3043,K. Zhubanov Aktobe Regional University,,,Missing
U3044,Lahore Leads University,,,Missing
U3045,Landmark University,,,Missing
U3046,Larbi Tebessi University,,,Missing
U3047,La Salle University,,,Missing
U3048,University of Las Américas (UDLA),,,Missing
U3049,Leeds Arts University,,,Missing
U3050,Leeds Conservatoire,,,Missing
U3051,Leeds Trinity University,,,Missing
U3052,Lesya Ukrainka Volyn National University,,,Missing
U3053,Liaquat University of Medical and Health Sciences (LUMHS),,,Missing
U3054,University of Liberal Arts Bangladesh,,,Missing
U3055,Lincoln University College,,,Missing
U3056,Lira University,,,Missing
U3057,Université du Littoral Côte d’Opale,,,Missing
U3058,Liverpool Hope University,,,Missing
U3059,Liverpool Institute for Performing Arts,,,Missing
U3060,Liverpool School of Tropical Medicine,,,Missing
U3061,The LNM Institute of Information Technology,,,Missing
U3062,London Academy of Music and Dramatic Art (LAMDA),,,Missing
U3063,London Business School,,,Missing
U3064,London School of Hygiene and Tropical Medicine,,,Missing
U3065,Lviv State University of Life Safety,,,Missing
U3066,University of Magallanes,,,Missing
U3067,Universidad del Magdalena,,,Missing
U3068,University Centre of Maghnia,,,Missing
U3069,Mahatma Jyotiba Phule Rohilkhand University,,,Missing
U3070,Malawi University of Science and Technology (MUST),,,Missing
U3071,Management Development Institute (MDI),,,Missing
U3072,Management & Science University (MSU),,,Missing
U3073,Universidad Manuela Beltrán,,,Missing
U3075,Margulan University,,,Missing
U3076,Mariano Marcos State University,,,Missing
U3077,Maritime University of Szczecin,,,Missing
U3078,M. Auezov South Kazakhstan University,,,Missing
U3079,Universidad Mayor de San Simón,,,Missing
U3080,University of Medea,,,Missing
U3081,University of Medellín,,,Missing
U3082,Medizinische Hochschule Hannover,,,Missing
U3083,Meikai University,,,Missing
U3084,Universitas Mercu Buana,,,Missing
U3085,Middle East University,,,Missing
U3086,Mindanao State University – Iligan Institute of Technology,,,Missing
U3087,Minhaj University Lahore,,,Missing
U3088,University of Misan,,,Missing
U3089,Misr University for Science and Technology,,,Missing
U3090,Mizoram University,,,Missing
U3091,M. Kumarasamy College of Engineering,,,Missing
U3092,"MNS University of Agriculture, Multan",,,Missing
U3093,Modern University for Business and Science,,,Missing
U3094,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,,,Missing
U3095,University of Mohamed Lamine Debaghin Setif 2,,,Missing
U3096,Monroe College,,,Missing
U3097,University of Monterrey,,,Missing
U3098,Russian Biotechnological University (BIOTECH),,,Missing
U3099,Moscow State Linguistic University,,,Missing
U3100,Moscow Technical University of Communications and Informatics,,,Missing
U3101,University of Mostar,,,Missing
U3102,Muban Chombueng Rajabhat University,,,Missing
U3103,Mukogawa Women’s University,,,Missing
U3104,Mulungushi University,,,Missing
U3105,Musashino University,,,Missing
U3106,Universidad Nacional Abierta y a Distancia (UNAD),,,Missing
U3107,Universidad Nacional de Asunción,,,Missing
U3108,Universidad Nacional de Chimborazo,,,Missing
U3109,Universidad Nacional de Itapúa,,,Missing
U3110,Universidad Nacional de Rafaela (UNRaf),,,Missing
U3111,Nagoya University of Commerce & Business,,,Missing
U3112,Nakhchivan State University,,,Missing
U3113,Nakhon Ratchasima Rajabhat University,,,Missing
U3114,Namal University,,,Missing
U3115,Namangan Engineering Construction Institute,,,Missing
U3116,Namangan Institute of Engineering and Technology,,,Missing
U3117,Namangan State University,,,Missing
U3118,"Nasarawa State University, Keffi",,,Missing
U3119,National Film and Television School,,,Missing
U3120,National University of Food Technologies,,,Missing
U3121,National University Odessa Law Academy,,,Missing
U3122,The National University of Ostroh Academy,,,Missing
U3123,National Polytechnic University of Armenia,,,Missing
U3124,National University of Quilmes,,,Missing
U3125,National School of Artificial Intelligence (ENSIA),,,Missing
U3126,"National University of Science and Technology, Oman",,,Missing
U3127,"National University, Sudan",,,Missing
U3128,National Textile University,,,Missing
U3129,National Transport University,,,Missing
U3130,National University of Water and Environmental Engineering,,,Missing
U3131,National University “Yuri Kondratyuk Poltava Polytechnic”,,,Missing
U3132,Navoi State Pedagogical Institute,,,Missing
U3133,Netaji Subhas University of Technology,,,Missing
U3134,Niger Delta University,,,Missing
U3135,Nihon Pharmaceutical University,,,Missing
U3136,Niigata University of Health and Welfare,,,Missing
U3137,University of Niigata Prefecture,,,Missing
U3138,Ninevah University,,,Missing
U3139,Nitte (Deemed to be University),,,Missing
U3140,University of Northampton,,,Missing
U3141,Northeast Ohio Medical University,,,Missing
U3142,Northern Border University,,,Missing
U3143,Northern Technical University,,,Missing
U3144,Norwich University of the Arts,,,Missing
U3145,University Centre of El-Bayadh,,,Missing
U3146,University of Nova Gorica,,,Missing
U3147,Novosibirsk State University of Economics and Management,,,Missing
U3148,Nueva Ecija University of Science and Technology (NEUST),,,Missing
U3149,Universidad Nur,,,Missing
U3150,October 6 University,,,Missing
U3151,October University for Modern Sciences and Arts (MSA),,,Missing
U3152,Odesa I.I. Mechnikov National University,,,Missing
U3153,Oguz Han Engineering and Technology University of Turkmenistan,,,Missing
U3154,University of Okara,,,Missing
U3155,Omsk State Agrarian University,,,Missing
U3156,Open Christian University,,,Missing
U3157,Université d’Oran 2 Mohamed Ben Ahmed,,,Missing
U3158,Oran Graduate School of Economics,,,Missing
U3159,Orel State Agrarian University named after N.V. Parahin,,,Missing
U3160,Orel State University named after I.S. Turgenev,,,Missing
U3161,ORT Uruguay University,,,Missing
U3162,Osol Al-Deen University College,,,Missing
