university_id,university_name,country_id,country,region,source,ranking_year,global_rank,normalized_rank,ranking_score,rank_band,overall_score,academic_reputation_score,employer_reputation_score,faculty_student_score,student_staff_ratio,citations_per_faculty_score,citations_score,teaching_score,research_score,industry_income_score,international_outlook_score,international_faculty_score,international_students_score,international_student_percentage,international_research_network_score,employment_outcomes_score,sustainability_score,number_of_students,female_percentage
U3014,university of naples parthenope,C053,Italy,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,3.8,1.9,3.3,,42.4,,,,,,1.7,2.1,,30.8,1.7,3.0,,
U3022,university of new england australia,C006,Australia,Oceania,QS,2025,1001-1200,1100.5,26.7,1001-1500,,10.7,7.2,3.7,,14.7,,,,,,4.6,3.3,,62.9,9.8,10.8,,
U3023,university of new hampshire,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,5.0,4.1,12.2,,16.9,,,,,,7.0,2.5,,41.7,7.1,5.5,,
U3032,university of north carolina at charlotte,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,5.1,5.8,5.0,,13.4,,,,,,8.7,6.2,,65.0,7.8,4.2,,
U3036,university of north texas,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.9,5.0,3.1,,17.2,,,,,,3.5,24.8,,58.0,21.1,3.8,,
U3042,university of novi sad,C103,Serbia,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,8.4,5.9,8.8,,3.6,,,,,,,,,79.4,21.3,1.2,,
U3096,university of rhode island,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,5.6,3.5,6.7,,16.2,,,,,,5.2,2.6,,48.9,11.8,54.1,,
U3121,university of sarajevo,C014,Bosnia and Herzegovina,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,4.4,1.6,4.6,,1.9,,,,,,,2.8,,46.5,83.6,1.0,,
U3130,university of seoul,C109,South Korea,Asia,QS,2025,1001-1200,1100.5,26.7,1001-1500,,11.0,9.7,36.7,,8.8,,,,,,5.5,6.9,,24.0,5.3,4.9,,
U3181,university of tabuk,C101,Saudi Arabia,Asia,QS,2025,1001-1200,1100.5,26.7,1001-1500,,5.2,2.4,18.7,,3.0,,,,,,92.4,2.2,,38.0,2.2,1.0,,
U3199,university of texas at san antonio,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.0,3.0,3.9,,22.8,,,,,,8.8,2.7,,60.5,5.1,3.8,,
U3201,university of texas el paso,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,4.4,2.6,5.7,,14.2,,,,,,9.0,5.3,,66.2,3.0,2.9,,
U3210,university of the free state,C108,South Africa,Africa,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.1,5.8,3.4,,8.8,,,,,,,4.4,,92.4,11.6,1.7,,
U3219,university of the sunshine coast,C006,Australia,Oceania,QS,2025,1001-1200,1100.5,26.7,1001-1500,,3.6,1.9,2.6,,25.2,,,,,,2.7,16.4,,48.3,1.6,6.5,,
U3227,university of toledo,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,3.7,3.0,9.6,,18.2,,,,,,6.0,10.4,,45.4,7.7,1.7,,
U3238,university of tulsa,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,3.2,2.1,35.1,,11.5,,,,,,7.0,17.8,,20.4,13.7,1.1,,
U3257,university of vermont,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,3.1,2.2,34.9,,15.6,,,,,,6.8,2.4,,62.8,9.5,8.1,,
U3270,university of warmia and mazury in olsztyn,C094,Poland,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.9,8.9,28.6,,3.7,,,,,,2.0,2.7,,40.6,3.2,7.1,,
U3287,university of wolverhampton,C126,United Kingdom,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,3.2,2.7,10.2,,8.3,,,,,,33.3,69.2,,45.7,4.7,1.3,,
U3293,university of wyoming,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,3.2,1.6,28.4,,21.1,,,,,,6.8,4.0,,52.2,6.5,3.6,,
U2873,university of ilina,C105,Slovakia,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.6,1.8,60.1,,6.6,,,,,,2.0,6.0,,19.3,4.6,1.0,,
U3327,utah state university,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.2,2.0,5.4,,22.4,,,,,,1.1,1.6,,54.7,7.6,7.4,,
U3373,vsb technical university of ostrava,C028,Czech Republic,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.0,10.5,18.6,,4.7,,,,,,11.3,28.3,,50.2,3.9,4.6,,
U3380,warsaw university of life sciences sggw wuls sggw,C094,Poland,Europe,QS,2025,1001-1200,1100.5,26.7,1001-1500,,6.6,4.4,18.8,,6.8,,,,,,2.3,6.4,,74.4,3.0,6.9,,
U3392,west virginia university,C127,United States,Americas,QS,2025,1001-1200,1100.5,26.7,1001-1500,,5.6,4.7,12.8,,18.5,,,,,,5.8,4.2,,66.7,14.3,6.7,,
U3415,xi an jiaotong liverpool university,C022,China,Asia,QS,2025,1001-1200,1100.5,26.7,1001-1500,,4.2,1.9,6.2,,5.6,,,,,,94.8,2.8,,37.8,1.5,1.5,,
U3440,yokohama national university,C055,Japan,Asia,QS,2025,1001-1200,1100.5,26.7,1001-1500,,9.3,16.4,18.3,,6.6,,,,,,10.1,7.8,,26.5,17.8,2.8,,
U0059,al balqa applied university,C056,Jordan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.8,6.6,4.8,,2.7,,,,,,7.6,2.5,,32.9,3.9,6.7,,
U0089,alexandru ioan cuza university,C098,Romania,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.5,11.9,5.5,,3.0,,,,,,3.5,9.6,,40.2,14.3,3.2,,
U0126,anadolu university,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.9,3.9,13.1,,2.6,,,,,,1.8,2.9,,17.5,13.9,1.0,,
U0143,aoyama gakuin university,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.0,10.9,5.2,,1.8,,,,,,15.4,2.5,,6.2,9.5,1.0,,
U0174,ataturk university,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.8,2.3,2.9,,4.4,,,,,,3.2,7.4,,39.4,7.8,1.1,,
U0177,atma jaya catholic university jakarta,C048,Indonesia,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.8,7.7,8.7,,1.3,,,,,,3.4,1.2,,7.5,18.0,1.1,,
U0207,bahauddin zakariya university,C088,Pakistan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.0,6.2,1.8,,14.6,,,,,,,1.0,,44.6,4.1,1.0,,
U0237,beijing foreign studies university,C022,China,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.7,2.9,25.9,,1.5,,,,,,19.6,25.8,,3.4,7.4,1.0,,
U0242,beijing university of chinese medicine,C022,China,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.4,1.6,37.2,,9.4,,,,,,,8.8,,7.1,3.0,1.0,,
U0249,belarusian state university of informatics and radioelectronics,C011,Belarus,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.6,17.1,15.3,,1.2,,,,,,1.1,9.3,,7.4,5.9,,,
U0253,benemerita universidad autonoma de puebla,C073,Mexico,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,13.7,5.4,2.8,,1.9,,,,,,2.8,1.3,,24.5,2.0,1.2,,
U0275,birzeit university,C089,Palestine,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.6,7.1,4.7,,2.8,,,,,,13.4,4.0,,20.4,23.2,1.0,,
U0293,british university in egypt,C032,Egypt,Africa,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.0,5.5,25.7,,2.3,,,,,,2.6,2.6,,12.0,2.6,1.0,,
U0295,brock university,C020,Canada,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.0,6.3,3.0,,13.7,,,,,,2.1,23.8,,30.9,5.2,2.7,,
U0348,central michigan university,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.6,3.4,8.2,,6.5,,,,,,2.4,6.9,,23.4,7.7,1.2,,
U0368,chaoyang university of technology,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.5,5.8,4.3,,3.9,,,,,,5.6,5.9,,26.5,2.0,4.3,,
U0391,china university of political science and law,C022,China,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,2.7,37.6,8.0,,1.2,,,,,,3.7,1.5,,6.1,5.8,1.0,,
U0395,chitkara university,C047,India,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.1,7.4,15.9,,2.2,,,,,,5.5,3.0,,29.4,1.9,3.3,,
U0396,chittagong university of engineering and technology,C010,Bangladesh,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,8.9,12.4,8.3,,5.1,,,,,,1.4,,,6.7,4.2,1.0,,
U0422,cleveland state university,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.1,3.1,9.2,,4.0,,,,,,4.0,26.2,,16.7,7.3,1.0,,
U0452,cukurova university,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.9,3.8,5.2,,2.6,,,,,,1.9,3.3,,46.2,7.6,2.9,,
U0453,cuny the city college of new york,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.2,3.0,11.9,,11.3,,,,,,6.7,4.7,,24.8,1.5,2.5,,
U0464,daffodil international university,C010,Bangladesh,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,9.5,19.8,3.8,,2.8,,,,,,5.0,2.9,,22.0,3.7,3.4,,
U0468,damascus university,C115,Syrian Arab Republic,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.1,3.7,1.4,,1.2,,,,,,4.0,6.0,,18.4,90.2,1.1,,
U0497,dokuz eylul universitesi,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.8,7.8,3.5,,2.1,,,,,,2.5,10.7,,34.7,6.0,18.8,,
U0504,doshisha university,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,8.6,11.4,5.2,,1.8,,,,,,17.6,3.7,,18.7,19.1,1.0,,
U0577,erciyes universitesi,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.4,3.0,2.0,,5.3,,,,,,3.1,5.7,,45.1,1.7,8.8,,
U0581,escuela politecnica nacional,C031,Ecuador,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.9,9.2,16.6,,3.4,,,,,,5.0,1.6,,14.9,5.0,1.3,,
U0635,feng chia university,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,10.8,7.9,4.4,,6.1,,,,,,3.4,4.4,,11.2,15.5,16.7,,
U0648,florida atlantic university boca raton,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.7,6.2,4.9,,9.5,,,,,,6.8,4.4,,44.3,5.8,4.5,,
U0662,fu jen catholic university,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.6,6.9,3.6,,7.0,,,,,,7.6,4.2,,16.1,27.1,4.0,,
U0671,fundacion ceu san pablo,C110,Spain,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.4,9.4,15.7,,2.3,,,,,,3.8,47.5,,15.3,10.5,1.0,,
U0696,german university in cairo,C032,Egypt,Africa,QS,2025,1201-1400,1300.5,13.37,1001-1500,,8.3,15.2,7.0,,2.2,,,,,,13.4,1.1,,12.8,4.4,1.0,,
U0751,hanoi university of science and technology,C131,Vietnam,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.3,7.3,2.4,,4.7,,,,,,4.2,1.2,,23.1,23.1,3.4,,
U0757,harper adams university,C126,United Kingdom,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.2,10.3,6.1,,6.9,,,,,,17.4,7.6,,11.6,1.5,1.0,,
U0768,helwan university,C032,Egypt,Africa,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.3,12.4,3.6,,1.6,,,,,,1.1,1.6,,50.7,13.2,1.5,,
U0792,hongik university,C109,South Korea,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.2,5.6,9.8,,3.0,,,,,,16.0,9.6,,14.2,4.8,1.0,,
U0801,hue university,C131,Vietnam,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.6,12.9,3.0,,1.6,,,,,,4.8,1.4,,41.6,4.5,1.1,,
U0893,instituto tecnologico de santo domingo intec,C030,Dominican Republic,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,1.6,4.0,35.4,,1.4,,,,,,10.0,4.1,,5.6,38.5,1.0,,
U0931,istanbul aydin university,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.9,3.0,12.3,,1.4,,,,,,6.7,52.1,,7.3,2.1,1.1,,
U0933,istanbul bilgi universitesi,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.9,4.3,13.3,,1.7,,,,,,3.5,20.2,,6.5,13.3,2.2,,
U0947,ivan franko national university of lviv,C124,Ukraine,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.7,12.8,30.2,,1.3,,,,,,1.3,1.5,,12.6,18.6,2.0,,
U0953,izmir institute of technology iztech,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.2,4.4,5.8,,8.2,,,,,,3.2,2.1,,15.5,2.1,1.6,,
U0959,jahangirnagar university,C010,Bangladesh,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,9.7,12.7,4.0,,5.7,,,,,,,,,29.4,3.8,1.1,,
U0961,jamia hamdard,C047,India,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.1,1.8,8.4,,12.6,,,,,,,2.1,,12.7,1.9,1.0,,
U0975,jeju national university,C109,South Korea,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.6,1.9,30.0,,7.0,,,,,,7.5,5.5,,23.1,1.8,15.0,,
U1042,kazakh ablai khan university of international relations and world languages,C057,Kazakhstan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.7,9.0,40.4,,1.0,,,,,,6.6,4.1,,1.0,3.4,,,
U1050,kazan national research technological university,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.7,4.1,18.9,,1.4,,,,,,2.7,29.6,,7.2,3.1,1.0,,
U1059,kenyatta university,C058,Kenya,Africa,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.0,7.4,1.5,,1.3,,,,,,,,,13.1,28.4,1.0,,
U1069,kharkiv national university of radio electronics,C124,Ukraine,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.9,12.3,21.6,,1.5,,,,,,1.4,5.1,,11.9,4.1,1.4,,
U1075,khulna university,C010,Bangladesh,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.9,5.0,10.5,,5.3,,,,,,,,,17.8,3.8,1.0,,
U1076,khulna university of engineering and technology,C010,Bangladesh,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.6,11.8,8.7,,5.6,,,,,,,1.0,,9.4,3.7,1.0,,
U1083,kindai university kinki university,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.2,4.3,8.4,,4.9,,,,,,15.7,1.9,,32.2,1.8,2.4,,
U1093,king mongkut s institute of technology ladkrabang,C118,Thailand,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,8.3,3.7,4.2,,3.1,,,,,,16.7,2.2,,18.5,6.2,1.1,,
U1094,king mongkut s university of technology north bangkok,C118,Thailand,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,8.5,4.9,4.1,,3.3,,,,,,2.8,1.1,,23.5,2.5,1.1,,
U1127,kookmin university,C109,South Korea,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.6,4.0,35.3,,2.9,,,,,,4.9,31.1,,7.9,2.9,2.9,,
U1146,kwame nkrumah university of science and technology,C040,Ghana,Africa,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.9,6.0,4.8,,2.0,,,,,,,,,55.3,34.5,2.3,,
U1150,kyoto institute of technology,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.1,3.9,14.4,,11.7,,,,,,11.1,9.0,,9.3,1.9,1.1,,
U1157,kyrgyz state technical university,C061,Kyrgyzstan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,14.6,7.0,12.0,,1.0,,,,,,2.6,5.8,,1.2,22.6,,,
U1265,marquette university,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.4,2.4,21.1,,9.1,,,,,,6.2,2.7,,35.6,11.2,1.2,,
U1289,meiji university,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.7,19.2,4.4,,1.6,,,,,,10.5,4.6,,13.4,17.3,1.1,,
U1294,mendeleev university of chemical technology,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.5,3.9,24.2,,2.8,,,,,,1.1,9.1,,15.3,8.8,1.0,,
U1298,miami university,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.8,5.4,6.2,,7.8,,,,,,3.4,5.5,,25.3,26.1,2.2,,
U1335,moscow pedagogical state university,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.8,3.6,7.2,,1.3,,,,,,1.2,23.8,,6.8,1.8,1.0,,
U1358,nagoya institute of technology nit,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.7,2.6,7.5,,14.5,,,,,,5.1,4.1,,18.3,6.0,1.0,,
U1399,national dong hwa university,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,9.2,4.5,6.3,,5.4,,,,,,4.9,10.2,,9.7,2.0,1.3,,
U1416,national research university moscow power engineering institute mpei,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.9,4.0,12.8,,1.9,,,,,,6.8,41.6,,21.0,9.5,1.0,,
U1421,national taipei university,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.6,4.5,7.8,,2.8,,,,,,2.6,4.5,,5.0,18.9,1.1,,
U1424,national taiwan ocean university,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.0,3.2,11.9,,10.8,,,,,,7.5,7.6,,22.6,3.3,17.5,,
U1524,novosibirsk state technical university,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.0,6.4,27.6,,1.7,,,,,,1.4,41.7,,8.4,5.7,1.0,,
U1533,obuda university,C045,Hungary,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.5,4.9,2.5,,7.8,,,,,,17.9,7.6,,29.1,3.8,1.0,,
U1539,odessa i i mechnikov national university,C124,Ukraine,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.9,2.3,55.4,,1.3,,,,,,1.8,3.3,,10.3,6.3,1.0,,
U1571,osmania university,C047,India,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.4,3.7,3.5,,21.0,,,,,,,5.4,,17.2,7.2,1.0,,
U1606,perm state national research university,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.4,1.7,34.5,,1.5,,,,,,1.4,8.3,,6.3,2.0,1.2,,
U1636,pondicherry university,C047,India,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.1,2.1,5.4,,16.5,,,,,,1.9,1.1,,21.1,2.7,5.8,,
U1651,pontificia universidad catolica madre y maestra,C030,Dominican Republic,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.2,4.1,11.2,,1.2,,,,,,9.4,11.4,,4.1,45.7,1.0,,
U1658,pontificia universidade catolica do rio grande do sul pucrs,C016,Brazil,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.3,3.9,12.3,,9.4,,,,,,2.6,1.7,,30.5,9.2,1.1,,
U1660,portland state university,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.1,1.7,9.3,,9.2,,,,,,1.6,6.1,,44.4,9.7,6.8,,
U1682,pukyong national university,C109,South Korea,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.7,3.1,12.7,,7.0,,,,,,6.2,7.1,,32.3,1.6,28.4,,
U1707,rajshahi university,C010,Bangladesh,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,10.4,9.8,3.9,,3.0,,,,,,1.0,1.1,,16.4,3.7,1.1,,
U1725,rikkyo university,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.0,9.6,8.2,,2.1,,,,,,23.7,5.6,,13.7,5.8,1.2,,
U1780,saitama university,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.9,1.6,11.5,,6.8,,,,,,9.7,4.9,,18.1,1.8,1.1,,
U1782,saken seifullin kazakh agrotechnical university,C057,Kazakhstan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,9.7,9.3,27.8,,1.2,,,,,,10.1,4.2,,2.6,3.4,2.0,,
U1795,san francisco state university,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.5,3.1,5.7,,4.0,,,,,,3.4,5.0,,35.6,7.6,1.7,,
U1805,sathyabama institute of science and technology deemed to be university,C047,India,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.8,3.7,24.8,,4.3,,,,,,5.3,3.5,,17.0,1.9,3.1,,
U1815,seattle university,C127,United States,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.4,6.4,32.2,,2.1,,,,,,1.5,13.2,,6.3,10.1,2.4,,
U1827,seoul national university of science and technology,C109,South Korea,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.4,3.6,12.8,,10.3,,,,,,9.6,11.9,,12.4,1.9,9.8,,
U1843,shahjalal university of science and technology,C010,Bangladesh,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.6,11.8,11.8,,5.3,,,,,,,,,12.8,3.9,1.0,,
U1848,shanghai international studies university,C022,China,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.9,2.9,16.7,,1.8,,,,,,26.9,27.3,,5.4,5.2,1.0,,
U1853,shanghai university of finance and economics,C022,China,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.5,5.2,8.9,,3.5,,,,,,15.5,2.1,,14.9,42.6,1.4,,
U1878,siksha o anusandhan deemed to be university,C047,India,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.5,3.6,34.3,,5.3,,,,,,2.2,2.2,,23.7,1.9,1.0,,
U1904,sookmyung women s university,C109,South Korea,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.4,5.6,29.0,,3.4,,,,,,4.0,2.2,,4.8,1.8,2.6,,
U1960,suez canal university,C032,Egypt,Africa,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.1,2.6,13.1,,2.3,,,,,,2.1,1.8,,48.9,2.4,8.3,,
U1965,suleyman demirel university,C120,Turkey,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,7.1,5.3,3.9,,2.4,,,,,,1.7,4.6,,27.3,2.0,1.0,,
U1966,suleyman demirel university kazakhstan,C057,Kazakhstan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,9.0,11.0,4.1,,1.3,,,,,,6.2,2.0,,5.7,3.3,,,
U1975,suranaree university of technology,C118,Thailand,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.4,2.8,3.7,,9.6,,,,,,5.8,1.6,,30.0,2.7,1.3,,
U1999,tamkang university,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.7,4.9,4.0,,5.0,,,,,,6.0,7.4,,14.2,29.2,10.1,,
U2001,tanta university,C032,Egypt,Africa,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.9,5.5,4.5,,2.2,,,,,,1.5,1.5,,65.2,4.3,3.1,,
U2029,technical university of cluj napoca,C098,Romania,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.6,7.1,7.6,,3.9,,,,,,2.1,2.7,,38.1,3.8,2.1,,
U2034,technical university of liberec,C028,Czech Republic,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.9,2.2,37.6,,4.6,,,,,,11.2,8.7,,25.5,1.7,1.0,,
U2036,technical university of lublin,C094,Poland,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.8,2.1,18.4,,3.7,,,,,,,10.2,,12.9,3.1,1.0,,
U2046,technische universitat kaiserslautern,C039,Germany,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.3,2.4,17.0,,4.6,,,,,,,,,56.4,2.2,1.1,,
U2081,the gheorghe asachi technical university of iasi,C098,Romania,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,5.3,9.7,2.4,,6.0,,,,,,,4.6,,34.1,4.0,1.0,,
U2086,the herzen state pedagogical university of russia,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.8,2.0,20.1,,1.2,,,,,,1.4,41.1,,12.7,5.5,1.0,,
U2093,the josip juraj strossmayer university of osijek,C025,Croatia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.3,2.0,28.6,,3.1,,,,,,,,,54.0,11.2,1.0,,
U2096,the national research university belgorod state university,C099,Russia,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.5,1.3,15.6,,1.9,,,,,,2.2,49.8,,21.4,2.0,1.0,,
U2143,tokai university,C055,Japan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,10.5,5.8,13.6,,2.8,,,,,,5.6,2.9,,24.5,1.8,1.3,,
U2160,tomas bata university in zlin,C028,Czech Republic,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.5,8.4,9.3,,5.5,,,,,,23.6,18.8,,25.8,4.0,1.1,,
U2167,toraighyrov university,C057,Kazakhstan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,8.5,4.8,17.8,,1.2,,,,,,6.8,3.1,,3.9,3.3,1.0,,
U2174,transilvania university of brasov,C098,Romania,Europe,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.4,5.5,5.1,,3.7,,,,,,5.4,2.1,,48.1,4.0,1.0,,
U2188,tunghai university,C116,Taiwan,Asia,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.5,5.4,4.6,,5.4,,,,,,8.4,8.8,,24.4,13.8,7.9,,
U2234,universidad autonoma de guadalajara uag,C073,Mexico,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,6.5,3.8,19.6,,1.1,,,,,,37.9,23.0,,2.1,2.0,,,
U2243,universidad autonoma del estado de hidalgo uaeh,C073,Mexico,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,3.2,6.0,45.2,,1.4,,,,,,2.0,1.6,,8.3,2.1,5.8,,
U2260,universidad catolica del norte,C021,Chile,Americas,QS,2025,1201-1400,1300.5,13.37,1001-1500,,4.5,2.3,6.7,,5.9,,,,,,13.5,3.8,,46.2,2.0,8.5,,
