university_id,university_name,country_id,country,region,source,ranking_year,global_rank,normalized_rank,ranking_score,rank_band,overall_score,academic_reputation_score,employer_reputation_score,faculty_student_score,student_staff_ratio,citations_per_faculty_score,citations_score,teaching_score,research_score,industry_income_score,international_outlook_score,international_faculty_score,international_students_score,international_student_percentage,international_research_network_score,employment_outcomes_score,sustainability_score,number_of_students,female_percentage
U0636,ferdowsi university of mashhad,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,30.9,,25.3,27.1,25.7,65.7,31.3,,,9.0,,,,25269,54
U0649,florida institute of technology,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.9,,25.6,29.2,17.4,39.4,66.7,,,25.0,,,,5091,35
U2818,university of fortaleza unifor,C016,Brazil,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,18.5,,57.6,16.4,8.6,37.7,35.3,,,0.0,,,,21115,51
U0662,fu jen catholic university,C116,Taiwan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,29.0,,19.4,24.0,26.5,78.9,28.7,,,5.0,,,,18619,58
U0664,fujian agriculture and forestry university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.9,,47.4,15.5,11.8,42.4,26.2,,,1.0,,,,29188,54
U2831,university of ghana,C040,Ghana,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,32.4,,32.1,16.3,17.0,48.5,49.0,,,1.0,,,,54256,48
U0724,guangxi university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.8,,50.7,16.7,13.2,45.0,22.0,,,2.0,,,,39172,46
U2847,university of gujrat,C088,Pakistan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,23.5,,58.5,14.6,10.5,36.9,40.4,,,0.0,,,,11975,58
U0737,guru jambheshwar university of science and technology,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.3,,48.8,23.0,8.9,36.9,15.8,,,0.0,,,,6420,44
U0742,hakim sabzevari university,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.8,,56.8,16.2,9.9,37.0,33.5,,,4.0,,,,7940,53
U0748,hamamatsu university school of medicine,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,4.6,,30.2,28.6,18.3,41.4,21.0,,,2.0,,,,1204,49
U0798,huaqiao university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,17.2,,40.2,15.3,12.0,38.8,59.5,,,18.0,,,,31351,53
U0809,hyogo college of medicine,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,2.2,,35.5,30.5,12.0,40.7,16.2,,,0.0,,,,937,30
U0815,ibn tofail university,C077,Morocco,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,71.9,,41.9,18.8,10.9,38.9,25.4,,,3.0,,,,51802,49
U0823,ilia state university,C038,Georgia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.2,,40.2,17.1,8.6,37.1,49.7,,,3.0,,,,16196,63
U0827,ilmenau university of technology,C039,Germany,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,17.4,,23.2,27.4,16.8,51.7,64.1,,,30.0,,,,5425,28
U0838,imt nord europe,C037,France,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.1,,17.1,29.0,26.5,73.6,74.2,,,21.0,,,,1484,23
U0845,indian institute of science education and research pune,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.4,,27.4,36.0,16.2,38.2,25.4,,,0.0,,,,1512,31
U0844,indian institute of science education and research kolkata,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,12.3,,31.7,29.1,16.5,39.7,19.6,,,0.0,,,,1563,28
U0847,indian institute of technology bhubaneswar,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.7,,45.5,23.8,13.7,38.1,18.1,,,0.0,,,,2102,16
U0851,indian institute of technology guwahati,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,13.8,,33.8,30.2,22.3,41.0,21.0,,,1.0,,,,6353,22
U0854,indian institute of technology indian school of mines dhanbad,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,20.7,,38.2,24.0,21.9,40.6,15.9,,,1.0,,,,7002,16
U0860,indian institute of technology mandi,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,11.6,,38.1,27.6,11.7,37.9,21.9,,,1.0,,,,1587,26
U2878,university of indonesia,C048,Indonesia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,8.6,,16.0,40.1,19.9,77.7,54.8,,,14.0,,,,41123,68
U0872,inha university,C109,South Korea,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,21.0,,27.7,27.4,22.3,70.1,35.8,,,8.0,,,,17103,42
U0921,isfahan university of medical sciences,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.2,,32.4,42.6,13.0,37.1,20.4,,,2.0,,,,10102,63
U0922,isfahan university of technology,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,23.5,,40.3,21.2,22.8,71.2,27.8,,,1.0,,,,11323,40
U0941,istanbul university,C120,Turkey,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,25.1,,32.4,22.1,20.8,48.3,31.5,,,8.0,,,,59250,53
U0942,istanbul university cerrahpasa,C120,Turkey,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,21.7,,52.6,17.1,12.1,45.3,21.3,,,3.0,,,,25638,36
U0957,jadavpur university,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,21.7,,28.9,35.0,16.9,41.9,16.8,,,0.0,,,,14217,30
U0969,jaume i university,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.6,,44.9,19.2,20.0,39.4,44.8,,,10.0,,,,11495,58
U2886,university of jeddah,C101,Saudi Arabia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,13.9,,48.6,16.5,8.8,37.9,71.4,,,2.0,,,,26236,67
U0977,jeonbuk national university,C109,South Korea,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.9,,27.7,24.7,23.7,46.2,30.8,,,7.0,,,,20453,46
U0980,jiangnan university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,13.1,,37.7,20.4,19.5,59.5,20.4,,,1.0,,,,29614,
U0981,jiangsu normal university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.3,,53.8,15.5,11.2,39.3,24.1,,,2.0,,,,23978,
U0983,jiangxi university of finance and economics,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,18.5,,61.4,17.4,9.1,39.3,30.2,,,2.0,,,,24395,55
U2091,the jikei university school of medicine,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,0.9,,52.5,28.5,9.2,40.0,17.4,,,0.0,,,,1093,44
U1018,kanazawa university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,9.4,,25.8,27.2,17.0,44.3,29.8,,,7.0,,,,9886,39
U1023,kaohsiung medical university,C116,Taiwan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,11.8,,25.8,22.5,24.2,54.2,27.7,,,6.0,,,,6490,59
U1069,kharkiv national university of radio electronics,C124,Ukraine,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,9.9,,55.9,19.1,9.4,37.5,29.7,,,10.0,,,,7704,26
U1004,k n toosi university of technology,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,26.6,,38.7,23.3,21.8,42.9,30.3,,,2.0,,,,8403,34
U1137,kumamoto university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.0,,30.4,24.6,18.9,48.2,32.0,,,6.0,,,,9536,38
U1146,kwame nkrumah university of science and technology,C040,Ghana,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,78.1,,39.5,13.1,14.2,43.4,47.2,,,1.0,,,,87443,43
U1153,kyoto prefectural university of medicine,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,3.4,,41.1,30.1,15.9,45.4,17.7,,,1.0,,,,1371,46
U2922,university of las palmas de gran canaria,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.9,,44.6,16.5,15.0,36.9,41.5,,,8.0,,,,15612,58
U1183,lebanese university,C063,Lebanon,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.8,,17.3,36.5,20.1,37.0,78.6,,,16.0,,,,46256,70
U2927,university of leoben,C007,Austria,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,4.6,,25.5,29.5,13.0,53.6,79.2,,,17.0,,,,2604,24
U2928,university of leon,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.3,,46.3,17.8,13.6,38.6,34.1,,,5.0,,,,14828,56
U1217,lorestan university,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,23.6,,50.0,24.3,11.1,37.1,21.8,,,1.0,,,,9059,57
U1226,lusophone university of humanities and technologies,C095,Portugal,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.7,,36.0,18.4,11.4,38.7,67.4,,,22.0,,,,7544,53
U2596,universiti malaysia perlis,C070,Malaysia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,13.6,,40.7,17.9,13.6,37.2,29.6,,,5.0,,,,10937,45
U2957,university of manouba,C119,Tunisia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,12.1,,52.7,19.2,8.3,36.9,44.6,,,1.0,,,,16315,59
U2958,university of maragheh,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.9,,55.7,15.1,12.4,36.9,27.4,,,0.0,,,,3146,56
U2961,university of marrakech cadi ayyad,C077,Morocco,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,44.8,,32.7,26.8,10.5,38.7,37.7,,,1.0,,,,110826,50
U2969,university of mauritius,C072,Mauritius,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,21.5,,49.1,16.4,10.0,38.1,41.9,,,1.0,,,,8710,55
U2970,university of mazandaran,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,33.1,,38.1,25.2,15.0,38.1,27.0,,,6.0,,,,13320,62
U1277,medical university of bialystok,C094,Poland,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,12.7,,30.9,37.1,10.5,39.5,28.0,,,8.0,,,,5494,76
U1295,menoufia university,C032,Egypt,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,34.3,,61.4,14.5,8.2,38.2,41.7,,,0.0,,,,100182,43
U1308,miguel hernandez university of elche,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,17.0,,40.5,17.5,16.1,40.0,38.6,,,7.0,,,,12276,48
U1330,morgan state university,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,11.7,,36.7,22.0,10.4,37.2,48.7,,,8.0,,,,6129,59
U3008,university of murcia,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.0,,34.0,20.1,19.1,39.2,39.8,,,8.0,,,,26351,59
U1374,nanjing university of aeronautics and astronautics,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.6,,23.1,22.0,26.1,69.5,20.8,,,3.0,,,,32300,30
U1370,nanjing medical university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,8.6,,37.2,29.2,19.7,39.0,20.7,,,4.0,,,,20660,
U1388,national autonomous university of mexico,C073,Mexico,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,17.4,,21.3,29.9,29.5,54.3,47.8,,,4.0,,,,172729,52
U1390,national central university,C116,Taiwan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,9.7,,17.4,25.0,22.6,73.6,43.7,,,9.0,,,,10853,36
U1435,national university of colombia,C023,Colombia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.8,,41.2,20.3,13.1,37.3,38.4,,,1.0,,,,42188,39
U1422,national taipei university of technology,C116,Taiwan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.7,,24.6,22.7,23.1,96.5,39.7,,,11.0,,,,9873,28
U1424,national taiwan ocean university,C116,Taiwan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,21.0,,24.1,18.7,25.6,74.9,31.3,,,6.0,,,,8905,33
U1405,national institute of technology rourkela,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,20.6,,45.6,22.2,17.2,39.0,18.6,,,4.0,,,,7583,23
U1465,necmettin erbakan university,C120,Turkey,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,13.4,,26.9,33.7,12.7,39.6,31.5,,,13.0,,,,18420,51
U1481,niigata university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,7.6,,48.8,25.3,13.5,42.1,25.3,,,3.0,,,,12037,38
U1511,northwest university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.0,,40.1,21.5,14.5,41.5,21.4,,,1.0,,,,26073,53
U1531,oakland university,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,17.8,,31.3,29.0,15.7,37.1,33.6,,,4.0,,,,15413,58
U1533,obuda university,C045,Hungary,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,38.4,,45.5,15.0,14.6,38.8,42.1,,,6.0,,,,11804,21
U1546,okayama university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.4,,22.4,27.6,20.3,57.6,33.6,,,10.0,,,,13012,40
U3054,university of oviedo,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,11.6,,38.4,22.0,20.1,40.4,32.8,,,2.0,,,,18599,53
U1580,palacky university olomouc,C028,Czech Republic,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.5,,40.0,19.6,19.9,37.8,59.3,,,13.0,,,,18673,69
U3063,university of patras,C041,Greece,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,25.6,,43.7,16.9,16.6,40.9,38.1,,,6.0,,,,29393,51
U1598,pavol jozef safarik university in kosice,C105,Slovakia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.0,,14.4,39.7,10.1,37.0,64.8,,,23.0,,,,6867,67
U3066,university of pecs,C045,Hungary,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,12.6,,27.2,38.3,13.0,38.7,56.3,,,23.0,,,,17711,57
U1621,pmas arid agriculture university rawalpindi,C088,Pakistan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,44.8,,35.5,26.4,11.2,36.9,43.1,,,0.0,,,,11456,37
U1627,polytechnic institute of porto,C095,Portugal,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.9,,46.3,14.3,11.2,37.1,36.7,,,7.0,,,,18743,48
U1636,pondicherry university,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,22.6,,23.5,35.9,21.3,38.1,16.1,,,1.0,,,,7291,47
U1660,portland state university,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.3,,40.6,20.5,21.5,37.8,30.6,,,6.0,,,,18067,58
U1659,port said university,C032,Egypt,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,29.8,,53.9,13.2,8.0,37.0,42.5,,,0.0,,,,29534,49
U1680,public university of navarre,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,11.2,,42.5,20.0,13.5,39.0,46.6,,,8.0,,,,7806,51
U3088,university of puerto rico,C096,Puerto Rico,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,17.0,,41.0,22.9,10.5,39.9,46.7,,,1.0,,,,47257,61
U1685,pusan national university,C109,South Korea,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,17.0,,21.6,30.7,32.5,50.8,28.5,,,6.0,,,,21018,51
U1713,reichman university,C052,Israel,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,18.7,,50.3,14.3,9.6,36.9,66.2,,,28.0,,,,8030,51
U3307,university rey juan carlos,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,20.3,,47.4,15.4,13.2,38.3,38.8,,,7.0,,,,43160,59
U1725,rikkyo university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.1,,41.0,16.5,8.7,37.4,49.2,,,5.0,,,,20014,
U1731,robert gordon university,C126,United Kingdom,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.1,,33.9,17.7,12.9,38.2,79.9,,,25.0,,,,8955,60
U1732,rochester institute of technology,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.7,,43.5,20.9,19.2,38.2,41.5,,,16.0,,,,14520,36
U1738,rowan university,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.4,,45.6,30.7,11.3,37.3,31.3,,,3.0,,,,17912,47
U1770,sahand university of technology,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,24.5,,48.7,20.2,15.6,55.1,19.3,,,0.0,,,,4595,35
U1781,sakarya university,C120,Turkey,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,25.1,,46.2,21.2,11.3,54.2,27.3,,,8.0,,,,40331,54
U2394,universidad san francisco de quito,C031,Ecuador,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,13.6,,42.8,16.7,9.8,37.7,65.6,,,5.0,,,,10338,49
U3122,university of sargodha,C088,Pakistan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,31.0,,39.2,28.1,10.7,37.3,43.2,,,0.0,,,,23740,53
U1824,semnan university of medical sciences and health services,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,8.3,,47.6,20.9,9.2,37.0,25.0,,,7.0,,,,3536,64
U3131,university of seville,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.7,,39.5,20.3,22.6,40.6,45.4,,,12.0,,,,49155,58
U1838,shahid beheshti university of medical sciences,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,8.7,,35.8,38.6,14.8,50.9,21.7,,,3.0,,,,12850,58
U1844,shahrekord university,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,21.1,,48.7,17.7,12.7,37.7,19.3,,,0.0,,,,7268,56
U1846,shahrood university of technology,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,21.1,,46.1,25.1,16.6,37.6,28.1,,,1.0,,,,8221,44
U1850,shanghai maritime university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.7,,50.6,15.8,11.2,48.4,32.0,,,2.0,,,,23263,46
U1875,sidi mohamed ben abdellah university,C077,Morocco,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,53.3,,40.7,23.9,10.4,36.9,23.4,,,2.0,,,,90045,48
U1877,siksha o anusandhan,C047,India,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,12.4,,46.3,28.6,14.8,52.8,16.0,,,1.0,,,,13990,54
U3141,university of social welfare and rehabilitation sciences,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.9,,33.1,29.4,19.5,41.4,33.1,,,2.0,,,,1746,68
U1896,sogang university,C109,South Korea,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,24.0,,28.4,24.8,25.9,51.7,39.0,,,15.0,,,,9625,46
U1897,sohag university,C032,Egypt,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,26.4,,52.2,14.2,8.3,37.4,44.9,,,0.0,,,,60248,56
U3146,university of south africa,C108,South Africa,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,232.2,,29.3,30.4,25.5,37.6,42.6,,,3.0,,,,236282,73
U3154,university of south dakota,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.7,,30.1,35.2,15.0,36.9,24.9,,,3.0,,,,7129,63
U3218,university of the south pacific,C035,Fiji,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,36.6,,45.3,15.8,16.3,43.1,69.0,,,1.0,,,,12052,58
U1914,south valley university,C032,Egypt,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,30.0,,53.6,13.7,8.4,37.0,46.1,,,1.0,,,,52035,57
U3157,university of south wales,C126,United Kingdom,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.4,,33.0,16.9,11.0,38.5,70.9,,,21.0,,,,15625,53
U3163,university of split,C025,Croatia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.3,,49.7,15.7,13.4,37.9,37.3,,,2.0,,,,19363,57
U1953,stefan cel mare university of suceava,C098,Romania,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,24.8,,52.0,16.9,12.0,37.5,33.5,,,14.0,,,,9239,59
U1940,st marianna university school of medicine,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,0.9,,39.4,26.7,8.6,37.1,17.6,,,1.0,,,,833,39
U3174,university of sunderland,C126,United Kingdom,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.9,,35.3,16.9,9.6,37.1,69.6,,,40.0,,,,12050,60
U1981,swps university of social sciences and humanities,C094,Poland,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,37.6,,38.5,15.4,16.3,37.3,52.0,,,8.0,,,,14522,78
U3179,university of szeged,C045,Hungary,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,12.5,,33.3,23.2,15.5,39.6,60.8,,,22.0,,,,20023,55
U1994,tallinn university,C033,Estonia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,9.6,,22.4,19.7,18.8,39.0,68.9,,,16.0,,,,4178,71
U2030,technical university of crete,C041,Greece,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,31.6,,57.4,14.1,11.9,41.4,43.4,,,4.0,,,,6597,37
U2037,technical university of madrid,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.6,,36.5,22.5,15.3,45.2,52.7,,,16.0,,,,38976,32
U2048,technological university dublin,C051,Ireland,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,18.7,,33.1,17.8,12.3,37.5,72.6,,,21.0,,,,20686,44
U2055,teesside university,C126,United Kingdom,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.3,,42.5,19.1,12.7,37.2,69.1,,,20.0,,,,13135,57
U3202,university of texas rio grande valley,C127,United States,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,23.5,,40.7,18.1,23.7,37.1,36.0,,,3.0,,,,29420,60
U2151,tokyo medical university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,1.7,,39.8,28.2,11.5,44.5,19.0,,,1.0,,,,1370,45
U2152,tokyo metropolitan university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.6,,34.1,24.5,14.6,39.9,30.0,,,6.0,,,,8829,39
U2173,toyota technological institute,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,9.4,,30.4,23.5,17.5,59.9,26.0,,,2.0,,,,489,8
U3231,university of tras os montes and alto douro,C095,Portugal,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,11.1,,31.9,17.1,19.4,36.9,44.2,,,8.0,,,,7123,55
U2618,universiti tunku abdul rahman utar,C070,Malaysia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.8,,49.8,16.1,14.9,39.7,35.6,,,3.0,,,,18183,51
U3318,urmia university,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,27.2,,38.6,24.2,16.4,40.9,22.4,,,2.0,,,,13910,50
U3258,university of veterinary and animal sciences lahore,C088,Pakistan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,19.6,,38.4,16.3,13.9,54.8,45.0,,,1.0,,,,7087,50
U3349,vietnam national university hanoi,C131,Vietnam,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.3,,45.9,18.7,9.6,38.9,45.5,,,1.0,,,,48070,63
U3264,university of vigo,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.4,,44.5,18.7,16.5,40.6,44.6,,,6.0,,,,17613,51
U3382,waseda university,C055,Japan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.6,,27.6,29.3,23.8,41.1,47.0,,,13.0,,,,46799,39
U3280,university of westminster,C126,United Kingdom,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,20.8,,35.9,18.6,18.4,37.3,82.9,,,50.0,,,,16945,61
U3414,wuhan university of technology,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.9,,48.3,19.4,15.2,55.7,23.2,,,2.0,,,,55426,30
U3419,xidian university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,16.0,,40.8,22.0,20.4,78.4,21.1,,,1.0,,,,37205,27
U3429,yarmouk university,C056,Jordan,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,33.2,,33.6,29.4,11.1,38.2,49.8,,,10.0,,,,36443,69
U3431,yasouj university,C049,Iran,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,23.6,,53.8,14.8,13.6,38.5,18.5,,,0.0,,,,5713,56
U3449,yıldız technical university,C120,Turkey,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,26.0,,29.3,25.7,26.7,100.0,32.0,,,11.0,,,,25532,48
U3299,university of zaragoza,C110,Spain,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,10.1,,35.0,21.1,16.3,40.7,40.3,,,8.0,,,,28085,54
U3457,zhejiang gongshang university,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,15.8,,53.8,16.9,11.0,40.1,32.8,,,5.0,,,,22676,61
U3461,zhejiang university of technology,C022,China,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,14.5,,49.1,18.2,18.4,65.1,24.5,,,6.0,,,,32095,
U3300,university of zilina,C105,Slovakia,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,13.4,,29.7,21.3,18.2,45.3,33.0,,,3.0,,,,7545,35
U3301,university of zimbabwe,C134,Zimbabwe,,WUR,2023,1001–1200,1100.5,26.7,1001-1500,,,,,23.9,,35.6,14.8,23.3,43.1,50.0,,,0.0,,,,20598,51
U2528,universite 8 mai 1945 guelma,C002,Algeria,,WUR,2023,1201–1500,1350.5,10.03,1001-1500,,,,,20.1,,41.3,16.2,8.6,37.0,36.5,,,1.0,,,,17530,67
U0008,abdelmalek essaadi university,C077,Morocco,,WUR,2023,1201–1500,1350.5,10.03,1001-1500,,,,,88.2,,16.2,27.4,9.5,36.9,28.0,,,1.0,,,,112677,50
