rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,subjects_offered,disabled,female_percentage,male_percentage,rank_type,rank_numeric,overall_score_min,overall_score_max,overall_score_mid
1501+,San Sebastián University,9.7â22.7,18260,14.2,1794,9.2,1767,12.1,1819,16.1,1854,43.2,1015,master_account,0,626184,Chile,38101,19.8,0,"Sport Science,Veterinary Science,Medicine & Dentistry,Law,Art, Performing Arts & Design,Computer Science,Mathematics & Statistics,Chemical Engineering,Accounting & Finance,History, Philosophy & Theology,Education,Psychology,Civil Engineering,General Engineering,Architecture,Biological Sciences",False,63,37,Range,,,,
1501+,"University of Santiago, Chile (USACH)",9.7â22.7,18270,15.8,1713,15.4,1088,29.8,1450,27.7,1245,45.9,934,master_account,0,131443,Chile,24717,20.8,2,"Other Health,Physics & Astronomy,Education,Art, Performing Arts & Design,Agriculture & Forestry,Psychology,Computer Science,Law,Medicine & Dentistry,Civil Engineering,Architecture,Chemical Engineering,Accounting & Finance,Languages, Literature & Linguistics,Sport Science,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,History, Philosophy & Theology,Mathematics & Statistics,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Chemistry,Biological Sciences",False,45,55,Range,,,,
1501+,University of Santo Tomas,9.7â22.7,18280,19.6,1414,9.5,1718,25.8,1547,20.7,1504,67.0,447,master_account,0,131541,Philippines,31813,13.3,7,"Law,Education,Mechanical & Aerospace Engineering,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Economics & Econometrics,Architecture,Communication & Media Studies,Computer Science,Biological Sciences,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Physics & Astronomy,Psychology,Mathematics & Statistics,Other Health,History, Philosophy & Theology,Sport Science,Sociology",False,51,49,Range,,,,
1501+,University of Sarajevo,9.7â22.7,18290,16.4,1673,10.8,1552,18.6,1707,23.6,1379,27.7,1593,master_account,0,677010,Bosnia and Herzegovina,25468,15.6,0,"Languages, Literature & Linguistics,Agriculture & Forestry,Chemistry,Civil Engineering,Geography,Computer Science,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Veterinary Science,Sociology,Business & Management,Other Health,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Sport Science,Politics & International Studies (incl Development Studies),Archaeology,Mechanical & Aerospace Engineering,Education,Architecture,Biological Sciences,Law,History, Philosophy & Theology,Physics & Astronomy,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics",False,64,36,Range,,,,
1501+,Saratov State Medical University,9.7â22.7,18300,25.6,968,10.7,1567,3.7,1903,16.2,1839,31.2,1455,master_account,0,695590,Russian Federation,7242,6.6,12,"Other Health,Medicine & Dentistry",True,,,Range,,,,
1501+,Satbayev University,9.7â22.7,18310,22.7,1172,10.8,1553,8.5,1875,23.2,1395,68.7,424,master_account,0,679062,Kazakhstan,8114,12.4,5,"Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Art, Performing Arts & Design,Biological Sciences,Computer Science",False,44,56,Range,,,,
1501+,University of Sciences and Technology Houari Boumediene,9.7â22.7,18320,17.8,1572,7.4,1898,12.8,1802,18.2,1654,35.3,1308,master_account,0,647912,Algeria,39136,19.5,0,"Physics & Astronomy,Architecture,General Engineering,Civil Engineering,Chemistry,Computer Science,Mathematics & Statistics,Business & Management,Other Health,Mechanical & Aerospace Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences",False,47,53,Range,,,,
1501+,University of Science and Technology of Oran Mohamed-Boudiaf,9.7â22.7,18330,24.6,1039,7.0,1901,9.0,1868,17.3,1728,32.4,1407,master_account,0,655112,Algeria,18552,9.6,1,"Biological Sciences,General Engineering,Physics & Astronomy,Computer Science,Veterinary Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Chemical Engineering,Sport Science,Electrical & Electronic Engineering,Civil Engineering,Chemistry",False,50,50,Range,,,,
1501+,SGH Warsaw School of Economics,9.7â22.7,18340,24.8,1021,15.2,1107,24.1,1583,16.1,1855,36.7,1255,master_account,0,622008,Poland,8618,16.5,13,"Sociology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geography,Communication & Media Studies,Computer Science,Business & Management,Law,Economics & Econometrics,Accounting & Finance",False,49,51,Range,,,,
1501+,Shahed University,9.7â22.7,18350,30.3,675,14.8,1141,22.5,1624,26.6,1280,18.7,1889,master_account,0,625233,Iran,5207,15.8,0,"Civil Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Computer Science,Languages, Literature & Linguistics,Biological Sciences,Mathematics & Statistics,Sociology,Psychology,Education,Other Health,Law,Medicine & Dentistry,Agriculture & Forestry,Sport Science",False,53,47,Range,,,,
1501+,Shimane University,9.7â22.7,18360,25.7,960,13.0,1308,19.3,1694,37.1,1044,28.7,1554,master_account,0,589307,Japan,6005,8.2,3,"Sociology,Architecture,Chemical Engineering,Biological Sciences,Psychology,Education,Geography,Computer Science,Other Health,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Politics & International Studies (incl Development Studies),Civil Engineering,Medicine & Dentistry,Sport Science,Archaeology,Law,Agriculture & Forestry,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Electrical & Electronic Engineering",False,40,60,Range,,,,
1501+,Shizuoka University,9.7â22.7,18370,22.6,1182,16.0,1049,19.5,1690,58.3,674,37.0,1242,master_account,0,589295,Japan,9928,14.5,4,"Archaeology,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Biological Sciences,Education,Chemical Engineering,Law,Agriculture & Forestry,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,Business & Management",False,29,71,Range,,,,
1501+,University of Shizuoka,9.7â22.7,18380,25.9,947,12.9,1315,15.2,1764,58.9,665,26.5,1644,master_account,0,609426,Japan,3134,11.5,3,"Other Health,Biological Sciences,Business & Management,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,61,39,Range,,,,
1501+,Reshetnev Siberian State University of Science and Technology,9.7â22.7,18390,12.3,1870,8.2,1868,15.8,1749,18.5,1626,20.4,1855,master_account,0,131535,Russian Federation,16411,22.9,3,"Psychology,Languages, Literature & Linguistics,Biological Sciences,Mechanical & Aerospace Engineering,Chemical Engineering,Economics & Econometrics,Civil Engineering,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Education,Computer Science,Mathematics & Statistics,Architecture,Sociology,General Engineering",True,40,60,Range,,,,
1501+,Siberian State Medical University,9.7â22.7,18400,22.1,1225,9.6,1703,3.4,1904,17.1,1748,39.8,1124,master_account,0,623757,Russian Federation,6798,10.6,21,"Biological Sciences,Chemistry,Languages, Literature & Linguistics,Education,Medicine & Dentistry,Economics & Econometrics,Business & Management,Sport Science,History, Philosophy & Theology,Mathematics & Statistics,Law,Psychology,Other Health,Sociology",True,71,29,Range,,,,
1501+,Sichuan University of Science and Engineering,9.7â22.7,18410,12.0,1878,10.4,1602,23.8,1589,26.4,1284,20.3,1859,master_account,0,624606,China,44741,22.9,1,"Mechanical & Aerospace Engineering,Psychology,Business & Management,Electrical & Electronic Engineering,Civil Engineering,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Economics & Econometrics,Accounting & Finance,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Law,Architecture,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Education",False,39,61,Range,,,,
1501+,University of Silesia in Katowice,9.7â22.7,18420,23.2,1140,13.5,1256,23.4,1598,21.8,1448,29.7,1507,master_account,0,131460,Poland,19222,11.6,4,"History, Philosophy & Theology,Geography,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Computer Science,Education,Art, Performing Arts & Design,Law,Biological Sciences,Sociology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy",False,67,33,Range,,,,
1501+,Silpakorn University,9.7â22.7,18430,19.3,1445,13.6,1244,20.7,1666,38.0,1019,29.0,1540,master_account,0,625062,Thailand,22163,18.8,2,"Psychology,Archaeology,Biological Sciences,Architecture,Chemical Engineering,Business & Management,Geography,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Sport Science,Languages, Literature & Linguistics,Chemistry,Education,Computer Science,General Engineering,Communication & Media Studies,Other Health,Art, Performing Arts & Design,Mathematics & Statistics,History, Philosophy & Theology,Veterinary Science,Electrical & Electronic Engineering,Economics & Econometrics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mechanical & Aerospace Engineering,Sociology",False,69,31,Range,,,,
1501+,University of Sistan and Baluchestan,9.7â22.7,18440,18.5,1509,11.4,1481,26.4,1528,22.9,1406,22.7,1782,master_account,0,625143,Iran,8890,19.6,1,"History, Philosophy & Theology,Physics & Astronomy,Psychology,General Engineering,Agriculture & Forestry,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Architecture,Mathematics & Statistics,Accounting & Finance,Law,Computer Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sport Science,Geography,Archaeology,Chemistry,Business & Management",False,58,42,Range,,,,
1501+,Sivas Cumhuriyet University,9.7â22.7,18450,14.9,1762,9.5,1719,26.1,1540,18.5,1627,29.7,1508,master_account,0,624654,Turkey,33919,32.4,8,"Electrical & Electronic Engineering,Other Health,Civil Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Medicine & Dentistry,Art, Performing Arts & Design,Biological Sciences,Law,Agriculture & Forestry,Mathematics & Statistics,Communication & Media Studies,Chemical Engineering,Education,Sociology,Architecture,Archaeology,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Physics & Astronomy,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,History, Philosophy & Theology,Sport Science,Veterinary Science,Geography",False,50,50,Range,,,,
1501+,Slovak University of Technology in Bratislava,9.7â22.7,18460,27.6,837,12.0,1410,22.3,1629,28.7,1215,32.8,1394,master_account,0,131818,Slovakia,10678,8.5,7,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,General Engineering,Art, Performing Arts & Design,Architecture,Chemical Engineering,Business & Management",False,31,69,Range,,,,
1501+,Sofia University,9.7â22.7,18470,28.3,791,12.2,1393,23.4,1599,21.6,1460,39.4,1136,master_account,0,131753,Bulgaria,22467,7.5,7,"Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Languages, Literature & Linguistics,Psychology,Chemistry,Chemical Engineering,Education,Law,Mathematics & Statistics,Geography,Other Health,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,Business & Management,Sociology,Politics & International Studies (incl Development Studies),Biological Sciences,Medicine & Dentistry,Computer Science,Art, Performing Arts & Design,History, Philosophy & Theology",False,67,33,Range,,,,
1501+,University of Sonora,9.7â22.7,18480,13.6,1817,8.4,1860,13.6,1791,32.3,1138,34.9,1324,master_account,0,625311,Mexico,34176,26.0,1,"Architecture,Physics & Astronomy,Economics & Econometrics,General Engineering,Communication & Media Studies,Computer Science,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Agriculture & Forestry,Psychology,Medicine & Dentistry,Veterinary Science,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Biological Sciences,Law,History, Philosophy & Theology,Chemical Engineering,Education,Other Health,Sport Science,Sociology",False,57,43,Range,,,,
1501+,Sophia University,9.7â22.7,18490,22.6,1183,11.0,1528,13.3,1797,25.4,1323,50.9,777,master_account,6,131287,Japan,13265,12.7,10,"Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Business & Management,Biological Sciences,Psychology,Computer Science,Communication & Media Studies,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sociology,Chemical Engineering,Education,Mechanical & Aerospace Engineering,Law,Languages, Literature & Linguistics,Chemistry,Economics & Econometrics",False,60,40,Range,,,,
