University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,female_percentage,male_percentage,overall_score_min,overall_score_max,overall_score_mid,rank_type,rank_numeric
Reporter,International Christian University,Japan,2913,12.6,11.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,International University of Rabat,Morocco,5830,33.3,2.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,Ionian University,Greece,8169,41.9,3.0,53 : 47,,,,,,,53,47,,,,Reporter,
Reporter,Ion Mincu University of Architecture and Urbanism,Romania,3173,12.8,4.0,71 : 29,,,,,,,71,29,,,,Reporter,
Reporter,Islamia College Peshawar,Pakistan,6732,25.5,3.0,27 : 73,,,,,,,27,73,,,,Reporter,
Reporter,The Islamic University,Iraq,4152,9.1,2.0,70 : 30,,,,,,,70,30,,,,Reporter,
Reporter,Islamic University of Gaza,Palestine,17058,47.0,1.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,Islamic University of Madinah,Saudi Arabia,11703,7.7,75.0,4 : 96,,,,,,,4,96,,,,Reporter,
Reporter,Isra University,Jordan,4864,19.6,18.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,Israel Technological University,Ecuador,3070,34.9,1.0,42 : 58,,,,,,,42,58,,,,Reporter,
Reporter,Istanbul Aydın University,Turkey,27826,27.9,13.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,Istanbul Gelişim University,Turkey,18774,23.4,15.0,46 : 54,,,,,,,46,54,,,,Reporter,
Reporter,IUBAT – International University of Business Agriculture and Technology,Bangladesh,6435,22.1,1.0,30 : 70,,,,,,,30,70,,,,Reporter,
Reporter,Universita IULM,,7841,15.9,7.0,72 : 28,,,,,,,72,28,,,,Reporter,
Reporter,Jabir ibn Hayyan Medical University,Iraq,1532,16.1,0.0,58 : 42,,,,,,,58,42,,,,Reporter,
Reporter,Japan Advanced Institute of Science and Technology (JAIST),Japan,1218,7.8,42.0,23 : 77,,,,,,,23,77,,,,Reporter,
Reporter,Jashore University of Science and Technology,Bangladesh,4741,20.1,0.0,30 : 70,,,,,,,30,70,,,,Reporter,
Reporter,Jerash Private University,Jordan,3362,18.0,31.0,38 : 62,,,,,,,38,62,,,,Reporter,
Reporter,University of Jijel,Algeria,21228,20.2,0.0,63 : 37,,,,,,,63,37,,,,Reporter,
Reporter,University of Jos,Nigeria,37885,23.4,0.0,45 : 55,,,,,,,45,55,,,,Reporter,
Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,Ukraine,2944,7.8,0.0,64 : 36,,,,,,,64,36,,,,Reporter,
Reporter,Kampala International University,Uganda,23800,7.0,30.0,45 : 55,,,,,,,45,55,,,,Reporter,
Reporter,Karaganda University of Kazpotrebsoyuz,Kazakhstan,5076,13.3,1.0,59 : 41,,,,,,,59,41,,,,Reporter,
Reporter,Karshi State University,Uzbekistan,13909,21.0,0.0,63 : 37,,,,,,,63,37,,,,Reporter,
Reporter,Kastamonu University,Turkey,17597,41.0,15.0,45 : 55,,,,,,,45,55,,,,Reporter,
Reporter,Kazakh National Pedagogical University Abai,Kazakhstan,13479,12.6,2.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,University of Kelaniya,Sri Lanka,17082,17.1,3.0,65 : 35,,,,,,,65,35,,,,Reporter,
Reporter,University of Kerbala,Iraq,20327,16.5,0.0,55 : 45,,,,,,,55,45,,,,Reporter,
Reporter,Kermanshah University of Technology,Iran,2251,13.6,0.0,38 : 62,,,,,,,38,62,,,,Reporter,
Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,Ukraine,455,5.5,1.0,81 : 19,,,,,,,81,19,,,,Reporter,
Reporter,Kadir Has University,Turkey,4896,23.5,3.0,53 : 47,,,,,,,53,47,,,,Reporter,
Reporter,Khazar University,Azerbaijan,2610,11.3,7.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,Khomein University of Medical Sciences,Iran,782,31.3,0.0,48 : 52,,,,,,,48,52,,,,Reporter,
Reporter,Khulna University,Bangladesh,5921,11.8,0.0,41 : 59,,,,,,,41,59,,,,Reporter,
Reporter,Khwaja Fareed University of Engineering and Information Technology,Pakistan,10713,21.6,0.0,41 : 59,,,,,,,41,59,,,,Reporter,
Reporter,Khyber Medical University,Pakistan,4364,16.5,3.0,40 : 60,,,,,,,40,60,,,,Reporter,
Reporter,Kings University,Nigeria,132,3.3,0.0,42 : 58,,,,,,,42,58,,,,Reporter,
Reporter,University of Kirkuk,Iraq,22867,24.8,0.0,52 : 48,,,,,,,52,48,,,,Reporter,
Reporter,Kitami Institute of Technology,Japan,1965,14.1,4.0,13 : 87,,,,,,,13,87,,,,Reporter,
Reporter,Kobe City University of Foreign Studies,Japan,2287,15.3,4.0,67 : 33,,,,,,,67,33,,,,Reporter,
Reporter,Kobe Gakuin University,Japan,11557,34.3,2.0,38 : 62,,,,,,,38,62,,,,Reporter,
Reporter,Kocaeli Health and Technology University,Turkey,2784,31.6,4.0,66 : 34,,,,,,,66,34,,,,Reporter,
Reporter,Kokshetau State University,Kazakhstan,7047,11.3,5.0,65 : 35,,,,,,,65,35,,,,Reporter,
Reporter,Konan Women’s University,Japan,4416,24.7,1.0,100 : 0,,,,,,,100,0,,,,Reporter,
Reporter,Konya Technical University,Turkey,13016,30.1,4.0,26 : 74,,,,,,,26,74,,,,Reporter,
Reporter,KTO Karatay University,Turkey,8370,26.2,3.0,58 : 42,,,,,,,58,42,,,,Reporter,
Reporter,Kyiv National Economic University,Ukraine,10585,9.4,2.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,Kyoai Gakuen University,Japan,1089,19.4,4.0,66 : 34,,,,,,,66,34,,,,Reporter,
Reporter,Kyrgyz-Turkish Manas University,Kyrgyzstan,5448,14.5,17.0,72 : 28,,,,,,,72,28,,,,Reporter,
Reporter,University of Laghouat,Algeria,34345,35.2,0.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,Lagos State University,Nigeria,28289,37.1,0.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,Knowledge University,Iraq,2125,16.6,1.0,47 : 53,,,,,,,47,53,,,,Reporter,
Reporter,University of Lampung,Indonesia,25782,19.9,0.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,Landmark University,Nigeria,3429,13.4,0.0,34 : 66,,,,,,,34,66,,,,Reporter,
Reporter,La Salle University,Colombia,9869,20.1,1.0,55 : 45,,,,,,,55,45,,,,Reporter,
Reporter,University of Las Américas (UDLA),Ecuador,12767,13.7,1.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,Leeds Arts University,United Kingdom,2065,15.3,12.0,76 : 24,,,,,,,76,24,,,,Reporter,
Reporter,Leeds Conservatoire,United Kingdom,1260,19.4,12.0,33 : 67,,,,,,,33,67,,,,Reporter,
Reporter,Leeds Trinity University,United Kingdom,3230,24.8,9.0,65 : 35,,,,,,,65,35,,,,Reporter,
Reporter,Koya University,Iraq,4536,9.4,1.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,Lesya Ukrainka Volyn National University,Ukraine,8039,10.1,1.0,68 : 32,,,,,,,68,32,,,,Reporter,
Reporter,University of Liberal Arts Bangladesh,Bangladesh,4475,20.2,0.0,49 : 51,,,,,,,49,51,,,,Reporter,
Reporter,Liverpool Hope University,United Kingdom,4025,15.2,13.0,67 : 33,,,,,,,67,33,,,,Reporter,
Reporter,Liverpool Institute for Performing Arts,United Kingdom,865,17.3,23.0,57 : 43,,,,,,,57,43,,,,Reporter,
Reporter,Liverpool School of Tropical Medicine,United Kingdom,210,2.2,39.0,65 : 35,,,,,,,65,35,,,,Reporter,
Reporter,The LNM Institute of Information Technology,India,2136,22.3,0.0,17 : 83,,,,,,,17,83,,,,Reporter,
Reporter,Loei Rajabhat University,Thailand,7433,19.6,0.0,70 : 30,,,,,,,70,30,,,,Reporter,
Reporter,London Business School,United Kingdom,1995,18.1,91.0,38 : 62,,,,,,,38,62,,,,Reporter,
Reporter,London School of Hygiene and Tropical Medicine,United Kingdom,825,1.8,62.0,70 : 30,,,,,,,70,30,,,,Reporter,
Reporter,London Metropolitan University,United Kingdom,8260,21.5,45.0,66 : 34,,,,,,,66,34,,,,Reporter,
Reporter,University of Los Lagos,Chile,5567,16.6,0.0,58 : 42,,,,,,,58,42,,,,Reporter,
Reporter,Universidad Loyola,Spain,3319,13.3,4.0,65 : 35,,,,,,,65,35,,,,Reporter,
Reporter,Malawi University of Science and Technology (MUST),Malawi,2356,12.3,0.0,28 : 72,,,,,,,28,72,,,,Reporter,
Reporter,Management Development Institute (MDI),India,982,12.8,0.0,21 : 79,,,,,,,21,79,,,,Reporter,
Reporter,Marian College Kuttikkanam (Autonomous),India,1755,17.0,0.0,52 : 48,,,,,,,52,48,,,,Reporter,
Reporter,Maritime University of Szczecin,Poland,2559,24.7,13.0,26 : 74,,,,,,,26,74,,,,Reporter,
Reporter,University of Mascara,Algeria,21682,12.0,0.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,Universidad Mayor,Chile,20330,11.0,2.0,57 : 43,,,,,,,57,43,,,,Reporter,
Reporter,University of Medellín,Colombia,9371,17.6,2.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,Meikai University,Japan,4326,16.1,17.0,43 : 57,,,,,,,43,57,,,,Reporter,
Reporter,Michael and Cecilia Ibru University,Nigeria,405,6.9,0.0,41 : 59,,,,,,,41,59,,,,Reporter,
Reporter,"Michael Okpara University of Agriculture, Umudike",Nigeria,23198,21.7,0.0,41 : 59,,,,,,,41,59,,,,Reporter,
Reporter,Middle Technical University,Iraq,37101,26.7,0.0,45 : 55,,,,,,,45,55,,,,Reporter,
Reporter,Mindanao State University – Iligan Institute of Technology,Philippines,9348,18.6,0.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,MIOTI Tech and Business School,Spain,115,38.3,9.0,31 : 69,,,,,,,31,69,,,,Reporter,
Reporter,Mirpur University of Science and Technology,Pakistan,7544,19.8,0.0,44 : 56,,,,,,,44,56,,,,Reporter,
Reporter,University of Misan,Iraq,11855,15.0,0.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,Misr University for Science and Technology,Egypt,24742,18.8,6.0,47 : 53,,,,,,,47,53,,,,Reporter,
Reporter,Mahatma Jyotiba Phule Rohilkhand University,India,3999,20.1,0.0,31 : 69,,,,,,,31,69,,,,Reporter,
Reporter,M. Kumarasamy College of Engineering,India,3772,11.7,0.0,27 : 73,,,,,,,27,73,,,,Reporter,
Reporter,"MNS University of Agriculture, Multan",Pakistan,3266,23.5,0.0,22 : 78,,,,,,,22,78,,,,Reporter,
Reporter,Modern University for Business and Science,Lebanon,1896,16.9,31.0,47 : 53,,,,,,,47,53,,,,Reporter,
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,Algeria,18000,30.9,0.0,100 : 0,,,,,,,100,0,,,,Reporter,
Reporter,Universidad Monteávila,Venezuela,1054,5.7,0.0,71 : 29,,,,,,,71,29,,,,Reporter,
Reporter,University of Monterrey,Mexico,10814,31.2,1.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,October University for Modern Sciences and Arts (MSA),Egypt,12444,11.4,2.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,Muban Chombueng Rajabhat University,Thailand,4951,17.9,0.0,62 : 38,,,,,,,62,38,,,,Reporter,
Reporter,Mukogawa Women’s University,Japan,8394,26.4,0.0,100 : 0,,,,,,,100,0,,,,Reporter,
Reporter,Mulungushi University,Zambia,6988,54.6,0.0,41 : 59,,,,,,,41,59,,,,Reporter,
Reporter,Mutah University,Jordan,11486,16.1,15.0,46 : 54,,,,,,,46,54,,,,Reporter,
Reporter,Universidad Nacional de Chimborazo,Ecuador,8478,14.7,1.0,57 : 43,,,,,,,57,43,,,,Reporter,
Reporter,Universidad Nacional de Itapúa,Paraguay,5595,5.3,0.0,59 : 41,,,,,,,59,41,,,,Reporter,
Reporter,Nagoya University of Commerce & Business,Japan,3549,29.9,8.0,25 : 75,,,,,,,25,75,,,,Reporter,
Reporter,Najran University,Saudi Arabia,17967,16.9,1.0,69 : 31,,,,,,,69,31,,,,Reporter,
Reporter,Nakhchivan State University,Azerbaijan,7620,14.1,20.0,46 : 54,,,,,,,46,54,,,,Reporter,
Reporter,Namangan Engineering Construction Institute,Uzbekistan,3881,11.8,0.0,18 : 82,,,,,,,18,82,,,,Reporter,
Reporter,Namangan Institute of Engineering and Technology,Uzbekistan,5784,18.1,0.0,21 : 79,,,,,,,21,79,,,,Reporter,
Reporter,Namangan State University,Uzbekistan,20636,31.9,0.0,66 : 34,,,,,,,66,34,,,,Reporter,
Reporter,Nara Institute of Science and Technology,Japan,1043,5.1,24.0,23 : 77,,,,,,,23,77,,,,Reporter,
Reporter,Nara Women’s University,Japan,2612,6.2,5.0,100 : 0,,,,,,,100,0,,,,Reporter,
Reporter,National Aviation University,Ukraine,14239,10.9,5.0,39 : 61,,,,,,,39,61,,,,Reporter,
Reporter,National University of Computer and Emerging Sciences,Pakistan,8291,14.8,2.0,22 : 78,,,,,,,22,78,,,,Reporter,
Reporter,National Film and Television School,United Kingdom,395,7.2,42.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,National University of Medical Sciences (NUMS),Pakistan,1654,5.0,0.0,72 : 28,,,,,,,72,28,,,,Reporter,
Reporter,National University of Mongolia,Mongolia,18647,26.5,2.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,National University Odessa Law Academy,Ukraine,10503,17.7,1.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,The National University of Ostroh Academy,Ukraine,3432,8.8,1.0,57 : 43,,,,,,,57,43,,,,Reporter,
Reporter,National Polytechnic University of Armenia,Armenia,5742,8.7,2.0,20 : 80,,,,,,,20,80,,,,Reporter,
Reporter,National University of Quilmes,Argentina,33703,27.3,2.0,57 : 43,,,,,,,57,43,,,,Reporter,
Reporter,"National University of Science and Technology, Oman",Oman,3986,18.8,14.0,63 : 37,,,,,,,63,37,,,,Reporter,
Reporter,"National University, Sudan",Sudan,5132,12.3,6.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,National Taichung University of Science and Technology,Taiwan,15512,14.9,1.0,70 : 30,,,,,,,70,30,,,,Reporter,
Reporter,National Transport University,Ukraine,7262,11.5,2.0,31 : 69,,,,,,,31,69,,,,Reporter,
Reporter,National University of Water and Environmental Engineering,Ukraine,4344,9.8,3.0,34 : 66,,,,,,,34,66,,,,Reporter,
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,Ukraine,5067,8.1,10.0,49 : 51,,,,,,,49,51,,,,Reporter,
Reporter,Navoi State Pedagogical Institute,Uzbekistan,12791,26.4,0.0,72 : 28,,,,,,,72,28,,,,Reporter,
Reporter,Universitas Negeri Surabaya,Indonesia,29840,24.5,0.0,64 : 36,,,,,,,64,36,,,,Reporter,
Reporter,Newman University,United Kingdom,2325,17.9,12.0,76 : 24,,,,,,,76,24,,,,Reporter,
Reporter,Niger Delta University,Nigeria,20608,25.9,0.0,45 : 55,,,,,,,45,55,,,,Reporter,
Reporter,"Nigerian Police Academy, Wudil",Nigeria,3087,21.9,0.0,16 : 84,,,,,,,16,84,,,,Reporter,
Reporter,Nihon Pharmaceutical University,Japan,1618,18.4,4.0,48 : 52,,,,,,,48,52,,,,Reporter,
Reporter,Niigata University of Health and Welfare,Japan,4410,17.2,0.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,University of Niigata Prefecture,Japan,1196,14.8,1.0,76 : 24,,,,,,,76,24,,,,Reporter,
Reporter,Nile University,Egypt,2168,14.4,2.0,28 : 72,,,,,,,28,72,,,,Reporter,
Reporter,Ninevah University,Iraq,3707,13.6,0.0,42 : 58,,,,,,,42,58,,,,Reporter,
Reporter,Nitte (Deemed to be University),India,4408,7.7,1.0,65 : 35,,,,,,,65,35,,,,Reporter,
Reporter,University of Northampton,United Kingdom,9945,16.9,33.0,64 : 36,,,,,,,64,36,,,,Reporter,
Reporter,Northeast Ohio Medical University,United States,955,11.8,0.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,Northern Technical University,Iraq,21400,27.5,0.0,48 : 52,,,,,,,48,52,,,,Reporter,
Reporter,Norwich University of the Arts,United Kingdom,2290,15.8,13.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,University of Nova Gorica,Slovenia,416,3.5,54.0,48 : 52,,,,,,,48,52,,,,Reporter,
Reporter,Novena University,Nigeria,1981,25.4,0.0,42 : 58,,,,,,,42,58,,,,Reporter,
Reporter,Nursing School of Coimbra,Portugal,2138,23.0,7.0,85 : 15,,,,,,,85,15,,,,Reporter,
Reporter,October 6 University,Egypt,25927,20.8,3.0,49 : 51,,,,,,,49,51,,,,Reporter,
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,2223,13.2,0.0,52 : 48,,,,,,,52,48,,,,Reporter,
Reporter,Olusegun Agagu University of Science and Technology,Nigeria,6474,29.4,0.0,28 : 72,,,,,,,28,72,,,,Reporter,
Reporter,ORT Uruguay University,Uruguay,4151,6.7,2.0,47 : 53,,,,,,,47,53,,,,Reporter,
Reporter,Ostrogradsky National University of Kremenchuk,Ukraine,4106,11.8,0.0,38 : 62,,,,,,,38,62,,,,Reporter,
Reporter,Palestine Polytechnic University,Palestine,4812,27.0,3.0,55 : 45,,,,,,,55,45,,,,Reporter,
Reporter,Palestine Technical University – Kadoorie,Palestine,7013,18.3,4.0,59 : 41,,,,,,,59,41,,,,Reporter,
Reporter,Panteion University of Social and Political Sciences,Greece,12615,62.5,2.0,52 : 48,,,,,,,52,48,,,,Reporter,
Reporter,Paris University of International Education,France,445,29.7,100.0,32 : 68,,,,,,,32,68,,,,Reporter,
Reporter,Pavlo Tychyna Uman State Pedagogical University,Ukraine,9149,17.5,2.0,32 : 68,,,,,,,32,68,,,,Reporter,
Reporter,University of Petra,Jordan,6538,19.9,21.0,57 : 43,,,,,,,57,43,,,,Reporter,
Reporter,Pharos University,Egypt,11106,14.1,6.0,49 : 51,,,,,,,49,51,,,,Reporter,
Reporter,University of Phayao,Thailand,18057,20.7,0.0,68 : 32,,,,,,,68,32,,,,Reporter,
Reporter,Philadelphia University (Jordan),Jordan,3615,20.1,36.0,41 : 59,,,,,,,41,59,,,,Reporter,
Reporter,Plymouth Marjon University,United Kingdom,1845,18.5,3.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,Polytechnic University of Tirana,Albania,8591,16.2,2.0,,,,,,,,,,,,,Reporter,
Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,3812,5.8,0.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,Polytechnic Institute of Setúbal,Portugal,7829,17.3,6.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,Universidad Popular Autónoma del Estado de Puebla,Mexico,11279,16.1,1.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,Prefectural University of Hiroshima,Japan,2623,12.3,2.0,65 : 35,,,,,,,65,35,,,,Reporter,
Reporter,Prince Sultan University (PSU),,4772,19.4,15.0,56 : 44,,,,,,,56,44,,,,Reporter,
Reporter,"University of Professional Studies, Accra",Ghana,14017,39.8,0.0,46 : 54,,,,,,,46,54,,,,Reporter,
Reporter,University of Puthisastra,Cambodia,1649,2.9,0.0,55 : 45,,,,,,,55,45,,,,Reporter,
Reporter,Queen Margaret University,United Kingdom,3905,20.6,31.0,77 : 23,,,,,,,77,23,,,,Reporter,
Reporter,Rajamangala University of Technology Isan,Thailand,24166,9.5,0.0,46 : 54,,,,,,,46,54,,,,Reporter,
Reporter,Ravensbourne,United Kingdom,2375,22.6,30.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,Rawalpindi Medical University,Pakistan,3304,8.4,1.0,69 : 31,,,,,,,69,31,,,,Reporter,
Reporter,Rennes School of Business,France,3098,31.3,33.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,REVA University,India,13467,21.3,1.0,33 : 67,,,,,,,33,67,,,,Reporter,
Reporter,Rose Bruford College,United Kingdom,655,18.7,18.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,Royal Agricultural University,United Kingdom,1015,20.3,14.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,"Royal Central School of Speech and Drama, University of London",United Kingdom,1035,15.9,36.0,68 : 32,,,,,,,68,32,,,,Reporter,
Reporter,Royal College of Art,United Kingdom,2405,20.9,77.0,69 : 31,,,,,,,69,31,,,,Reporter,
Reporter,Royal Conservatoire of Scotland,United Kingdom,1190,10.8,38.0,57 : 43,,,,,,,57,43,,,,Reporter,
Reporter,Royal Academy of Music,United Kingdom,830,9.8,47.0,49 : 51,,,,,,,49,51,,,,Reporter,
Reporter,Royal College of Music,United Kingdom,860,10.8,57.0,52 : 48,,,,,,,52,48,,,,Reporter,
Reporter,Royal Northern College of Music,United Kingdom,870,10.9,33.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,University of Sadat City,Egypt,30141,34.4,4.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,University of Saint Joseph,,1141,10.7,24.0,62 : 38,,,,,,,62,38,,,,Reporter,
Reporter,Sakon Nakhon Rajabhat University,Thailand,9328,20.1,0.0,64 : 36,,,,,,,64,36,,,,Reporter,
Reporter,Salahaddin University,Iraq,25189,10.7,1.0,55 : 45,,,,,,,55,45,,,,Reporter,
Reporter,Salem University,Nigeria,513,3.9,1.0,40 : 60,,,,,,,40,60,,,,Reporter,
Reporter,Samarkand State University,Uzbekistan,15754,17.2,0.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,Samarkand State Institute of Foreign Languages,Uzbekistan,5010,10.9,0.0,74 : 26,,,,,,,74,26,,,,Reporter,
Reporter,Samuel Adegboyega University,Nigeria,390,5.4,0.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,Universidad San Ignacio de Loyola,Peru,21556,35.9,1.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,University of San Martín de Porres,Peru,40234,18.0,0.0,61 : 39,,,,,,,61,39,,,,Reporter,
Reporter,University of Santo Tomas,Philippines,26511,13.3,7.0,51 : 49,,,,,,,51,49,,,,Reporter,
Reporter,Satya Wacana Christian University,Indonesia,16132,35.5,0.0,45 : 55,,,,,,,45,55,,,,Reporter,
Reporter,Saudi Electronic University,Saudi Arabia,21756,24.3,6.0,48 : 52,,,,,,,48,52,,,,Reporter,
Reporter,SBS Swiss Business School,Switzerland,1644,10.3,57.0,42 : 58,,,,,,,42,58,,,,Reporter,
Reporter,University of Science and Technology of Southern Philippines (USTP),Philippines,9222,32.5,0.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,Sefako Makgatho Health Sciences University,South Africa,6306,9.9,1.0,62 : 38,,,,,,,62,38,,,,Reporter,
Reporter,Senshu University,Japan,17933,23.0,3.0,35 : 65,,,,,,,35,65,,,,Reporter,
Reporter,Shaheed Benazir Bhutto Women University Peshawar,Pakistan,5677,38.6,0.0,100 : 0,,,,,,,100,0,,,,Reporter,
Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan,4803,8.6,1.0,55 : 45,,,,,,,55,45,,,,Reporter,
Reporter,The University of Shiga Prefecture,Japan,2853,14.1,1.0,49 : 51,,,,,,,49,51,,,,Reporter,
Reporter,Shonan Institute of Technology,Japan,2234,29.4,9.0,7 : 93,,,,,,,7,93,,,,Reporter,
Reporter,Samarkand State Medical University,Uzbekistan,7200,10.2,1.0,41 : 59,,,,,,,41,59,,,,Reporter,
Reporter,Shri Mata Vaishno Devi University,India,1805,15.0,0.0,40 : 60,,,,,,,40,60,,,,Reporter,
Reporter,Sikkim Manipal University,India,3013,10.5,2.0,31 : 69,,,,,,,31,69,,,,Reporter,
Reporter,Silesian University in Opava,Czech Republic,5322,20.4,6.0,71 : 29,,,,,,,71,29,,,,Reporter,
Reporter,Simón Bolívar University,Venezuela,4462,10.5,0.0,43 : 57,,,,,,,43,57,,,,Reporter,
Reporter,Simón Bolívar University (Colombia),Colombia,18482,18.2,1.0,60 : 40,,,,,,,60,40,,,,Reporter,
Reporter,Sir Syed University of Engineering and Technology,Pakistan,5879,14.1,0.0,14 : 86,,,,,,,14,86,,,,Reporter,
Reporter,Sokoto State University,Nigeria,8244,23.8,0.0,25 : 75,,,,,,,25,75,,,,Reporter,
Reporter,"Solent University, Southampton",United Kingdom,8640,16.1,30.0,45 : 55,,,,,,,45,55,,,,Reporter,
Reporter,University of Sopron,Hungary,2847,14.9,3.0,63 : 37,,,,,,,63,37,,,,Reporter,
Reporter,Soran University,Iraq,4596,9.5,0.0,50 : 50,,,,,,,50,50,,,,Reporter,
Reporter,University of South Santa Catarina (Unisul),Brazil,16602,18.8,0.0,52 : 48,,,,,,,52,48,,,,Reporter,
Reporter,SR University,India,3238,13.1,0.0,49 : 51,,,,,,,49,51,,,,Reporter,
Reporter,Sri Balaji Vidyapeeth,India,3850,7.4,1.0,53 : 47,,,,,,,53,47,,,,Reporter,
Reporter,University of Sri Jayewardenepura,Sri Lanka,17069,23.4,0.0,62 : 38,,,,,,,62,38,,,,Reporter,
Reporter,Sri Lanka Institute of Information Technology,Sri Lanka,11151,38.7,0.0,37 : 63,,,,,,,37,63,,,,Reporter,
Reporter,Sri Padmavati Mahila Visvavidyalayam (Women's University),India,5475,19.6,6.0,83 : 17,,,,,,,83,17,,,,Reporter,
Reporter,State University of Bahia,Brazil,20384,10.2,0.0,67 : 33,,,,,,,67,33,,,,Reporter,
Reporter,State Energy Institute of Turkmenistan,Turkmenistan,2134,11.5,2.0,28 : 72,,,,,,,28,72,,,,Reporter,
Reporter,"St Mary’s University College, Belfast",United Kingdom,915,22.9,48.0,74 : 26,,,,,,,74,26,,,,Reporter,
Reporter,"St Mary’s University, Twickenham",United Kingdom,4740,18.2,25.0,54 : 46,,,,,,,54,46,,,,Reporter,
Reporter,Stranmillis University College,United Kingdom,1060,23.6,18.0,79 : 21,,,,,,,79,21,,,,Reporter,
Reporter,Suez University,Egypt,18010,21.8,2.0,55 : 45,,,,,,,55,45,,,,Reporter,
Reporter,University of Suffolk,United Kingdom,3245,16.6,14.0,71 : 29,,,,,,,71,29,,,,Reporter,
Reporter,Sugiyama Jogakuen University,Japan,6064,29.4,0.0,100 : 0,,,,,,,100,0,,,,Reporter,
