University,Country,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,QS_International_Research_Network,QS_Employment_Outcomes,QS_Sustainability,QS_Normalized_Rank,THE_Rank,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,THE_Number_Students,THE_Student_Staff_Ratio,THE_International_Students,THE_Female_Male_Ratio,THE_Year,THE_Normalized_Rank,THE_Female_Percentage,THE_Male_Percentage
Aalborg University,Denmark,306.0,35.7,19.9,20.8,25.5,53.2,77.3,14.9,92.1,23.3,75.6,48.739495798319325,254.0,55.601,31.7,44.7,80.9,87.6,73.5,16871.0,14.4,13.0,,2025,87.90052606408418,,
Aalto University,Finland,113.0,57.9,45.7,40.6,33.2,73.6,95.2,40.1,78.2,95.1,94.7,81.17647058823529,196.0,58.921,41.7,43.1,81.3,88.2,82.7,14298.0,20.3,25.0,39 : 61,2025,90.67431850789096,39,61
Aarhus University,Denmark,144.0,53.3,54.7,27.6,30.8,63.8,89.8,11.9,96.1,69.5,76.4,75.96638655462185,111.0,65.498,44.2,59.4,84.3,99.7,79.4,25966.0,12.8,15.0,56 : 44,2025,94.73935915829746,56,44
Abu Dhabi University,United Arab Emirates,501.0,24.1,15.9,24.6,14.9,16.7,100.0,99.8,27.3,8.3,1.5,15.966386554621847,191.0,59.251,45.1,39.2,87.4,25.4,97.9,2344.0,10.7,60.0,50 : 50,2025,90.91343854615018,50,50
Ain Shams University,Egypt,592.0,21.0,24.0,32.2,11.3,1.9,23.1,7.5,74.2,56.3,9.8,0.6722689075630253,1122.0,32.088,26.8,16.4,46.2,39.4,53.2,169073.0,14.6,7.0,50 : 50,2025,46.38928742228599,50,50
Aix Marseille University,France,481.0,25.0,36.9,6.5,7.9,21.7,17.5,18.2,99.1,15.2,25.5,19.327731092436977,408.0,49.11449999999999,43.5,27.5,66.7,63.8,76.6,72381.0,15.5,15.0,60 : 40,2025,80.53562888570062,60,40
Ajman University,United Arab Emirates,477.0,25.1,17.3,42.2,9.6,3.2,100.0,100.0,48.4,9.8,1.4,20.0,473.0,46.78999999999999,25.9,25.2,78.9,18.1,99.3,4535.0,13.7,81.0,57 : 43,2025,77.42706838833094,57,43
Al Ain University,United Arab Emirates,552.0,22.5,22.6,15.7,13.4,5.9,100.0,100.0,27.5,5.9,5.2,7.394957983193278,460.0,47.32,34.9,38.0,59.7,17.3,98.7,2546.0,12.1,61.0,52 : 48,2025,78.04878048780488,52,48
Al Farabi Kazakh National University,Kazakhstan,163.0,51.0,54.2,79.6,99.3,1.4,49.0,54.2,64.7,59.6,29.8,72.77310924369748,1428.0,26.5885,29.4,11.9,24.2,18.3,86.3,19546.0,4.8,28.0,53 : 47,2025,31.755141080822575,53,47
American University of Beirut,Lebanon,250.0,40.6,28.6,29.5,48.5,28.9,63.2,37.0,73.1,97.0,80.5,58.15126050420169,521.0,45.1835,33.2,23.1,66.6,85.2,70.7,8100.0,8.5,19.0,49 : 51,2025,75.13151602104257,49,51
American University of Sharjah,United Arab Emirates,332.0,33.6,20.9,38.6,19.1,23.9,100.0,100.0,48.1,48.0,16.5,44.36974789915966,626.0,42.4445,23.9,24.0,65.5,54.6,88.0,5024.0,12.8,74.0,54 : 46,2025,70.10999521759923,54,46
Amirkabir University of Technology,Iran,403.0,29.5,5.2,20.5,4.6,100.0,24.6,2.8,70.2,5.8,1.6,32.436974789915965,383.0,49.91,35.3,33.0,76.3,90.6,45.5,9638.0,20.8,3.0,34 : 66,2025,81.73122907699664,34,66
Anna University,India,383.0,30.6,10.0,12.0,5.5,100.0,,1.3,89.2,5.9,24.7,35.79831932773109,488.0,46.3655,36.9,28.7,76.7,65.8,20.2,11855.0,12.8,1.0,42 : 58,2025,76.70970827355332,42,58
Aristotle University of Thessaloniki,Greece,508.0,23.9,28.2,26.1,4.3,15.8,1.7,4.1,90.5,38.3,44.3,14.789915966386555,892.0,36.4445,21.3,19.3,64.6,60.6,36.8,48660.0,17.6,5.0,58 : 42,2025,57.388809182209464,58,42
Arizona State University,United States,200.0,46.2,48.6,44.1,7.4,47.1,52.1,37.2,95.7,23.6,96.3,66.55462184873949,212.0,57.984,38.5,45.2,84.4,70.9,71.5,50855.0,19.8,15.0,46 : 54,2025,89.9091343854615,46,54
Aston University,United Kingdom,423.0,28.1,12.5,18.5,9.0,34.4,94.2,53.8,79.2,19.6,46.9,29.075630252100844,396.0,49.496,20.4,26.5,86.7,64.2,96.2,13850.0,19.5,30.0,48 : 52,2025,81.10951697752272,48,52
Ateneo de Manila University,Philippines,516.0,23.6,21.4,64.5,24.4,1.8,2.9,2.5,23.0,70.6,15.6,13.445378151260504,1094.0,32.5925,30.1,10.8,57.0,24.4,33.4,14282.0,10.2,1.0,55 : 45,2025,47.72835963653754,55,45
Auckland University of Technology,New Zealand,412.0,28.9,19.3,11.2,10.6,21.7,100.0,99.8,52.6,12.4,72.6,30.92436974789916,501.0,45.9545,22.5,21.4,81.5,44.4,91.8,17888.0,16.4,45.0,61 : 39,2025,76.0879961740794,61,39
Bandung Institute of Technology,Indonesia,256.0,39.9,43.2,72.7,55.8,2.6,94.4,3.8,26.3,49.2,37.6,57.14285714285714,1490.0,25.3705,22.6,17.5,30.3,39.4,39.5,28650.0,16.3,4.0,44 : 56,2025,28.790052606408416,44,56
Bangor University,United Kingdom,474.0,25.2,8.6,5.8,12.1,43.0,40.7,52.3,75.0,8.1,82.9,20.504201680672267,491.0,46.228,28.7,25.7,70.7,61.9,88.3,8545.0,15.4,26.0,60 : 40,2025,76.5662362505978,60,40
Bauman Moscow State Technical University,Russian Federation,298.0,36.5,36.2,51.9,99.9,1.4,65.6,70.0,15.2,7.7,6.8,50.08403361344538,360.0,50.8925,73.6,49.3,27.5,52.4,60.5,15858.0,6.7,19.0,44 : 56,2025,82.83118125298901,44,56
Beihang University,China,452.0,26.4,12.1,7.8,41.5,72.1,7.0,4.5,51.2,12.8,4.3,24.201680672268907,279.0,54.5075,44.1,46.3,71.3,99.9,35.8,33486.0,12.8,4.0,,2025,86.70492587278814,,
Beijing Institute of Technology,China,302.0,35.9,23.2,24.3,43.4,82.0,5.7,6.7,68.6,14.3,10.1,49.411764705882355,245.0,56.16299999999999,45.4,44.0,76.3,98.5,42.4,32882.0,12.8,9.0,,2025,88.33094213295074,,
Beijing Normal University,China,271.0,38.5,33.9,10.3,24.2,92.6,6.6,21.3,70.8,10.5,19.7,54.621848739495796,148.0,62.0965,57.5,48.4,79.9,80.7,52.0,27882.0,14.8,8.0,,2025,92.96987087517934,,
Belarusian State University,Belarus,387.0,30.3,28.4,40.7,93.0,1.3,3.8,59.3,36.4,38.2,1.0,35.12605042016806,1732.0,21.3175,25.2,11.5,12.2,44.9,67.9,23445.0,7.9,22.0,58 : 42,2025,17.216642754662843,58,42
Ben Gurion University of The Negev,Israel,471.0,25.5,14.4,14.5,11.1,51.7,64.0,14.3,64.9,16.3,11.8,21.008403361344538,601.0,43.2665,35.8,31.7,59.9,72.0,35.5,16767.0,20.8,2.0,52 : 48,2025,71.30559540889526,52,48
Bilkent University,Turkey,477.0,25.1,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,20.0,718.0,40.067,29.0,26.8,50.1,92.5,66.8,8503.0,15.3,5.0,48 : 52,2025,65.71018651362984,48,52
Birkbeck University of London,United Kingdom,408.0,29.1,10.0,3.6,15.6,57.1,97.7,99.5,55.5,8.8,7.7,31.596638655462183,325.0,52.3685,34.7,32.2,77.8,64.6,91.6,7625.0,15.1,41.0,57 : 43,2025,84.50502152080345,57,43
Bogaziçi University,Turkey,418.0,28.5,24.9,65.3,4.1,10.7,10.7,2.6,46.8,84.9,46.2,29.915966386554622,613.0,42.8125,28.0,29.7,62.0,84.3,52.9,12651.0,28.3,3.0,45 : 55,2025,70.73170731707317,45,55
Bond University,Australia,587.0,21.1,4.3,4.6,47.8,28.8,70.4,86.6,26.5,8.4,1.0,1.5126050420168067,468.0,47.14,27.7,21.7,85.5,24.7,80.5,3561.0,11.1,31.0,56 : 44,2025,77.66618842659014,56,44
Boston University,United States,108.0,58.6,61.9,69.1,38.3,41.3,34.3,88.9,86.9,77.2,65.9,82.01680672268907,75.0,70.601,60.5,56.2,93.2,71.2,75.3,28939.0,11.7,32.0,58 : 42,2025,96.46102343376374,58,42
Brown University,United States,79.0,64.7,59.9,49.6,77.7,76.4,79.9,50.9,83.2,63.6,46.6,86.89075630252101,60.0,73.77600000000001,71.8,60.9,89.4,68.6,71.6,10476.0,10.3,20.0,,2025,97.17838354854138,,
Cairo University,Egypt,350.0,32.5,45.8,41.0,8.8,3.0,2.9,7.2,86.4,95.5,47.2,41.344537815126046,877.0,36.866,26.9,19.7,59.9,42.5,47.3,172478.0,25.9,6.0,60 : 40,2025,58.10616929698709,60,40
California Institute of Technology,United States,10.0,90.9,96.5,95.3,100.0,100.0,100.0,79.8,65.5,31.0,62.5,98.4873949579832,7.0,96.2765,95.2,97.5,97.3,100.0,89.7,2397.0,6.4,32.0,38 : 62,2025,99.71305595408894,38,62
Cardiff University,United Kingdom,186.0,47.6,46.8,43.2,36.1,30.0,82.8,67.7,92.3,18.9,96.0,68.90756302521008,204.0,58.5635,37.6,38.9,88.3,70.2,91.9,28930.0,14.6,27.0,59 : 41,2025,90.29172644667624,59,41
Carnegie Mellon University,United States,58.0,72.0,69.8,80.1,40.9,98.9,33.7,99.1,79.9,61.5,24.5,90.4201680672269,24.0,85.6745,73.1,85.1,99.0,85.4,84.2,15312.0,13.1,46.0,44 : 56,2025,98.90004782400766,44,56
Case Western Reserve University,United States,259.0,39.7,17.2,15.4,82.3,61.6,35.7,71.7,55.6,29.3,53.1,56.63865546218487,159.0,61.14999999999999,51.1,40.3,88.6,70.9,66.3,11334.0,9.1,27.0,51 : 49,2025,92.44380679100908,51,49
Central Queensland University,Australia,495.0,24.4,9.0,6.7,29.4,20.9,97.1,97.8,44.0,3.1,49.8,16.974789915966387,528.0,44.9,19.1,25.3,83.0,43.9,70.3,12201.0,24.1,19.0,64 : 36,2025,74.79674796747967,64,36
Chalmers University of Technology,Sweden,139.0,53.7,26.3,50.4,50.5,77.4,100.0,63.1,77.0,31.7,87.0,76.80672268907564,223.0,57.52049999999999,41.7,46.0,74.0,94.6,78.6,10083.0,11.1,17.0,33 : 67,2025,89.38307030129124,33,67
Charles University,Czech Republic,246.0,41.0,45.6,49.1,32.2,8.0,25.0,50.5,96.3,65.5,77.4,58.82352941176471,465.0,47.2035,37.0,33.0,64.5,61.4,65.5,52669.0,13.0,24.0,62 : 38,2025,77.80966044954567,62,38
Chiang Mai University,Thailand,567.0,21.9,34.8,17.1,17.3,4.2,4.8,4.2,62.5,19.1,56.1,4.873949579831933,1067.0,33.0935,28.6,19.4,46.5,52.2,39.9,34379.0,13.5,4.0,61 : 39,2025,49.01960784313725,61,39
Chongqing University,China,489.0,24.5,7.6,4.6,12.1,81.4,21.3,2.1,59.6,13.6,4.1,17.983193277310924,403.0,49.2235,29.1,33.9,78.3,95.2,46.8,44082.0,16.2,2.0,,2025,80.77474892395983,,
Chulalongkorn University,Thailand,229.0,43.4,68.2,35.9,31.7,7.5,18.7,3.0,79.6,93.6,73.2,61.680672268907564,620.0,42.555,36.0,32.4,53.0,81.6,45.0,35032.0,13.1,4.0,56 : 44,2025,70.39693926351028,56,44
Chung Ang University,South Korea,489.0,24.5,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,17.983193277310924,463.0,47.2435,37.9,38.8,54.7,91.9,63.0,18205.0,22.0,24.0,,2025,77.90530846484936,,
City University of Hong Kong,Hong Kong SAR,62.0,70.7,60.9,30.8,89.5,100.0,100.0,100.0,62.9,37.5,72.9,89.74789915966387,80.0,69.839,53.1,51.8,92.4,100.0,99.1,8592.0,12.5,72.0,54 : 46,2025,96.22190339550454,54,46
City University of London,United Kingdom,352.0,32.4,20.8,21.3,5.6,31.2,95.8,98.9,66.4,54.8,23.2,41.008403361344534,394.0,49.5005,27.8,30.3,76.8,58.5,95.1,16415.0,18.7,46.0,58 : 42,2025,81.2051649928264,58,42
Colorado School of Mines,United States,501.0,24.1,6.8,12.5,15.8,72.0,29.7,7.4,30.9,17.7,18.0,15.966386554621847,483.0,46.582,36.1,35.6,63.5,85.4,41.9,6868.0,18.3,8.0,32 : 68,2025,76.94882831181253,32,68
Columbia University,United States,34.0,82.0,99.6,98.8,100.0,31.7,41.5,97.0,98.5,99.9,71.8,94.45378151260503,19.0,89.751,86.4,88.8,96.9,75.9,85.4,30541.0,5.9,40.0,,2025,99.13916786226686,,
Complutense University of Madrid,Spain,164.0,50.9,68.1,68.1,28.7,7.9,10.5,34.3,91.8,96.3,88.9,72.60504201680672,530.0,44.84299999999999,40.6,32.4,58.9,56.5,47.2,59049.0,10.8,12.0,63 : 37,2025,74.701099952176,63,37
Concordia University,Canada,415.0,28.7,15.8,11.4,3.3,17.5,87.4,92.3,73.8,43.6,89.8,30.42016806722689,537.0,44.707,23.9,30.6,65.2,66.5,87.5,36586.0,34.2,33.0,50 : 50,2025,74.3663318986131,50,50
Cornell University,United States,16.0,87.9,98.3,93.1,52.7,97.5,54.2,63.4,94.0,97.1,72.1,97.47899159663865,20.0,89.19549999999998,83.2,91.1,96.8,69.5,85.5,25528.0,10.5,26.0,52 : 48,2025,99.09134385461502,52,48
Coventry University,United Kingdom,526.0,23.3,9.9,10.4,16.9,7.1,77.0,99.9,82.6,10.0,64.4,11.76470588235294,721.0,39.94650000000001,21.6,15.3,68.2,39.0,94.9,31065.0,14.9,51.0,49 : 51,2025,65.56671449067431,49,51
Curtin University,Australia,174.0,49.3,33.1,27.7,15.7,84.7,100.0,24.3,94.2,31.0,90.7,70.92436974789916,263.0,55.226,28.2,34.7,88.9,76.6,94.8,27870.0,19.6,30.0,53 : 47,2025,87.4701099952176,53,47
Czech Technical University in Prague,Czech Republic,420.0,28.4,22.0,42.4,80.6,3.6,19.9,50.2,59.4,15.6,5.8,29.57983193277311,1181.0,30.8425,30.8,18.9,31.3,58.7,60.5,15526.0,8.6,20.0,30 : 70,2025,43.56767097082736,30,70
Daegu Gyeongbuk Institute of Science and Technology,South Korea,326.0,34.0,10.5,11.8,84.1,99.9,6.6,3.3,12.3,2.7,3.1,45.378151260504204,354.0,51.01950000000001,48.0,38.5,66.4,88.3,29.9,892.0,7.6,4.0,37 : 63,2025,83.11812529890005,37,63
Dalhousie University,Canada,275.0,38.2,19.4,16.7,12.9,53.5,99.9,74.6,77.4,30.1,87.9,53.94957983193277,349.0,51.1085,29.6,32.9,76.9,78.2,88.5,17757.0,14.7,28.0,53 : 47,2025,83.35724533715926,53,47
Dalian University of Technology,China,448.0,26.6,9.6,3.8,18.1,88.1,11.5,2.9,55.9,14.4,8.0,24.873949579831933,426.0,48.5005,36.2,34.9,70.0,97.2,37.5,39871.0,15.5,4.0,34 : 66,2025,79.67479674796748,34,66
Dartmouth College,United States,243.0,41.3,22.8,31.0,65.8,60.6,9.2,40.9,42.5,68.8,71.2,59.32773109243698,169.0,60.7155,56.8,39.4,83.2,75.9,60.5,6691.0,8.0,17.0,48 : 52,2025,91.96556671449068,48,52
Deakin University,Australia,197.0,46.4,31.3,23.9,4.6,73.6,96.4,63.8,82.7,36.8,93.7,67.05882352941175,244.0,56.245000000000005,29.8,36.3,91.5,76.8,85.4,36438.0,33.0,19.0,60 : 40,2025,88.37876614060258,60,40
Delft University of Technology,Netherlands,49.0,77.0,74.4,83.0,39.4,79.7,100.0,91.4,93.7,54.8,99.1,91.9327731092437,57.0,74.773,63.2,76.1,76.8,100.0,93.6,20943.0,14.5,37.0,32 : 68,2025,97.3218555714969,32,68
Dublin City University,Ireland,421.0,28.3,20.1,26.0,25.8,10.7,75.0,22.6,75.4,35.3,82.5,29.411764705882355,357.0,50.9585,28.0,37.5,78.6,69.4,72.9,14735.0,28.4,12.0,58 : 42,2025,82.97465327594452,58,42
Duke University,United States,61.0,70.8,86.0,74.7,100.0,35.1,16.3,61.0,93.3,85.5,75.0,89.91596638655463,27.0,83.368,77.7,75.6,96.2,100.0,75.5,17180.0,4.3,22.0,54 : 46,2025,98.75657580105212,54,46
Durham University,United Kingdom,89.0,61.7,59.6,83.9,26.3,40.9,97.3,84.9,89.7,39.4,98.6,85.21008403361344,173.0,60.3655,43.6,43.9,83.7,62.5,95.5,21065.0,13.7,33.0,54 : 46,2025,91.7742706838833,54,46
Duy Tan University,Vietnam,495.0,24.4,11.9,25.3,3.9,49.0,37.7,1.4,83.5,4.4,29.0,16.974789915966387,736.0,39.642,12.7,14.6,88.7,24.1,54.5,22050.0,22.3,1.0,64 : 36,2025,64.8493543758967,64,36
East China Normal University,China,501.0,24.1,13.3,4.7,16.2,63.5,24.1,9.0,72.0,9.0,6.8,15.966386554621847,282.0,54.3885,43.9,36.0,78.5,87.2,52.8,29374.0,14.3,8.0,63 : 37,2025,86.56145384983262,63,37
École Normale Supérieure de Lyon,France,187.0,47.5,29.8,16.3,97.0,93.5,59.0,11.7,70.3,14.0,6.6,68.73949579831933,287.0,54.277,56.7,45.4,53.0,86.3,67.1,2063.0,8.1,10.0,47 : 53,2025,86.32233381157342,47,53
Edith Cowan University,Australia,516.0,23.6,8.5,6.8,4.8,49.8,78.5,57.7,64.5,4.7,5.8,13.445378151260504,390.0,49.5665,20.9,26.5,87.5,70.9,88.4,17012.0,29.5,26.0,63 : 37,2025,81.39646102343376,63,37
Eindhoven University of Technology,Netherlands,136.0,54.0,28.7,72.1,35.7,79.3,100.0,82.7,70.8,24.2,29.8,77.31092436974791,187.0,59.449,46.2,51.0,68.0,100.0,88.4,10686.0,21.0,31.0,,2025,91.10473457675752,,
Emory University,United States,196.0,46.6,25.2,19.0,93.8,78.4,52.2,33.9,85.6,22.8,37.0,67.22689075630252,98.0,66.2875,53.9,46.2,95.3,83.6,67.4,13718.0,4.2,19.0,61 : 39,2025,95.3610712577714,61,39
Eötvös Loránd University,Hungary,564.0,22.1,23.3,22.6,10.7,6.1,5.2,11.0,71.3,60.9,61.9,5.378151260504202,897.0,36.395,30.2,21.0,53.5,36.9,51.6,31750.0,18.4,11.0,61 : 39,2025,57.14968914395027,61,39
Erasmus University Rotterdam,Netherlands,158.0,51.5,37.0,58.2,18.1,63.3,76.0,70.0,85.4,89.3,28.7,73.61344537815127,108.0,65.6265,37.2,53.3,96.7,88.7,88.5,31847.0,22.1,25.0,53 : 47,2025,94.882831181253,53,47
Ewha Womans University,South Korea,511.0,23.8,22.1,21.2,76.3,6.9,7.0,24.4,31.3,23.0,34.2,14.285714285714285,602.0,43.229,36.6,36.9,47.9,88.4,51.0,13916.0,16.4,16.0,100 : 0,2025,71.25777140124342,100,0
Flinders University,Australia,336.0,33.3,13.5,5.6,7.2,51.8,97.2,88.8,80.8,7.4,87.4,43.69747899159664,331.0,51.9975,27.2,37.3,78.9,71.6,88.3,15324.0,31.1,33.0,65 : 35,2025,84.2180774748924,65,35
Florida International University,United States,574.0,21.5,15.3,22.5,11.8,12.6,20.3,12.9,86.7,16.6,81.2,3.697478991596639,458.0,47.391,32.1,32.1,74.3,64.5,49.9,35021.0,21.9,8.0,58 : 42,2025,78.14442850310857,58,42
Florida State University,United States,573.0,21.6,25.6,18.1,7.2,24.8,10.0,4.2,71.9,18.4,26.8,3.865546218487395,316.0,52.6805,37.3,40.5,76.3,67.3,58.0,41180.0,25.5,7.0,58 : 42,2025,84.93543758967002,58,42
Fudan University,China,39.0,80.3,85.7,87.8,79.7,80.7,88.4,35.1,67.2,64.4,82.7,93.61344537815125,36.0,78.798,78.2,76.2,85.4,99.4,53.8,38462.0,12.3,9.0,52 : 48,2025,98.32615973218556,52,48
George Washington University,United States,371.0,31.3,25.2,28.8,27.3,27.5,24.6,34.4,79.5,74.5,27.3,37.81512605042017,210.0,58.2405,48.6,35.1,86.3,67.8,68.3,21768.0,12.3,17.0,61 : 39,2025,90.00478240076518,61,39
Georgetown University,United States,301.0,36.3,29.3,41.9,63.0,14.0,28.0,37.3,62.5,90.9,37.0,49.57983193277311,214.0,57.8055,50.4,34.7,83.7,92.3,54.3,17579.0,9.8,18.0,55 : 45,2025,89.81348637015782,55,45
Georgia Institute of Technology,United States,114.0,57.3,67.1,82.6,20.3,52.8,21.3,66.4,75.5,43.1,39.5,81.00840336134453,40.0,78.326,60.0,77.7,92.9,99.2,83.4,34116.0,31.4,31.0,34 : 66,2025,98.13486370157818,34,66
Ghent University,Belgium,169.0,50.1,53.2,24.8,78.5,21.5,79.7,21.4,99.5,72.9,98.3,71.76470588235294,112.0,65.435,47.7,59.5,84.2,99.9,64.7,38420.0,34.3,11.0,57 : 43,2025,94.69153515064562,57,43
Graz University of Technology,Austria,413.0,28.8,14.7,15.7,98.9,11.1,81.8,59.7,59.9,11.9,2.8,30.756302521008404,615.0,42.643,39.9,21.3,49.4,93.7,81.7,6627.0,8.3,25.0,26 : 74,2025,70.63605930176949,26,74
Griffith University,Australia,255.0,40.1,27.0,13.7,8.4,62.5,99.8,38.5,92.1,17.9,96.4,57.310924369747895,309.0,53.13,28.5,36.1,83.1,78.4,82.5,30328.0,26.3,17.0,60 : 40,2025,85.2702056432329,60,40
Gwangju Institute of Science and Technology,South Korea,359.0,31.9,13.8,9.0,38.6,100.0,18.6,8.8,27.0,2.2,9.9,39.831932773109244,422.0,48.5855,48.2,39.4,51.7,99.7,45.9,1838.0,9.8,9.0,27 : 73,2025,79.86609277857485,27,73
Hanyang University,South Korea,162.0,51.1,43.0,78.0,77.1,28.5,17.4,57.6,63.0,43.3,85.8,72.94117647058823,297.0,53.8255,45.2,41.1,64.8,99.5,68.7,19796.0,13.5,24.0,,2025,85.844093735055,,
Harbin Institute of Technology,China,252.0,40.3,27.1,21.1,33.7,99.8,8.0,5.0,68.6,28.3,14.6,57.815126050420176,153.0,61.845000000000006,57.3,55.2,74.7,99.9,33.7,31224.0,10.6,4.0,,2025,92.73075083692014,,
Harvard University,United States,4.0,96.8,100.0,100.0,96.3,100.0,74.1,69.0,99.6,100.0,84.4,99.49579831932773,3.0,97.64999999999998,97.3,99.9,99.3,85.7,90.1,22584.0,10.0,25.0,52 : 48,2025,99.90435198469632,52,48
Hasselt University,Belgium,554.0,22.4,5.8,3.3,82.1,15.4,74.2,25.3,69.6,2.4,26.8,7.0588235294117645,334.0,51.81,33.1,38.2,73.4,88.5,72.1,5770.0,28.9,15.0,49 : 51,2025,84.07460545193686,49,51
Heriot Watt University,United Kingdom,256.0,39.9,17.8,27.1,17.6,65.2,100.0,98.1,75.4,26.3,25.7,57.14285714285714,402.0,49.2325,34.7,33.9,62.3,83.0,95.4,10140.0,18.8,43.0,38 : 62,2025,80.82257293161167,38,62
Hiroshima University,Japan,474.0,25.2,24.1,12.3,75.9,8.9,13.2,12.9,70.1,6.9,50.8,20.504201680672267,675.0,41.211,39.1,30.4,46.4,76.2,51.9,14775.0,8.1,11.0,38 : 62,2025,67.76661884265901,38,62
Hitotsubashi University,Japan,539.0,22.8,14.4,73.0,30.8,2.1,19.8,20.0,7.5,51.9,1.1,9.57983193277311,1234.0,29.974,31.0,20.7,29.3,24.9,67.2,6042.0,14.8,14.0,33 : 67,2025,41.03299856527977,33,67
Hokkaido University,Japan,173.0,49.8,59.0,63.3,76.2,26.0,18.7,12.1,77.7,15.5,78.1,71.09243697478992,376.0,50.21099999999999,52.6,44.7,47.8,95.9,47.4,17687.0,8.2,10.0,29 : 71,2025,82.06599713055954,29,71
Hong Kong Baptist University,Hong Kong SAR,252.0,40.3,18.2,12.0,60.0,61.4,98.9,100.0,37.0,15.7,54.4,57.815126050420176,257.0,55.542,32.3,40.0,80.8,70.4,98.1,7218.0,11.9,54.0,64 : 36,2025,87.75705404112864,64,36
HSE University,Russian Federation,410.0,29.0,24.0,38.4,84.8,1.8,6.6,13.5,83.6,13.0,44.6,31.26050420168067,464.0,47.209,32.0,44.6,58.9,85.0,50.2,36596.0,19.6,12.0,,2025,77.85748445719751,,
Huazhong University of Science and Technology,China,300.0,36.4,20.4,28.2,7.9,99.9,5.2,2.7,79.4,17.6,15.0,49.747899159663866,167.0,60.7655,46.7,48.4,88.3,99.7,33.0,58194.0,14.8,4.0,,2025,92.06121472979436,,
Hunan University,China,448.0,26.6,7.9,10.3,15.2,90.6,4.6,1.8,46.5,23.1,2.7,24.873949579831933,306.0,53.3315,34.2,32.9,91.7,93.1,32.9,35950.0,15.2,3.0,45 : 55,2025,85.41367766618842,45,55
Imam Abdulrahman Bin Faisal University,Saudi Arabia,513.0,23.7,10.5,11.4,89.5,2.6,98.2,19.7,68.3,2.4,18.4,13.949579831932773,543.0,44.6065,32.9,20.1,75.1,21.8,75.6,24964.0,11.4,5.0,85 : 15,2025,74.07938785270206,85,15
Imperial College London,United Kingdom,2.0,98.5,98.5,99.5,98.2,93.9,100.0,99.6,97.4,93.4,99.7,99.83193277310924,9.0,94.419,89.3,94.9,98.5,90.8,98.3,21000.0,12.1,60.0,43 : 57,2025,99.61740793878528,43,57
Indian Institute of Science,India,211.0,45.0,45.7,26.3,37.9,99.9,3.7,1.5,39.1,13.1,23.7,64.70588235294117,291.0,54.213,61.4,50.0,51.5,94.5,31.6,4648.0,9.8,1.0,26 : 74,2025,86.13103778096604,26,74
Indian Institute of Technology Guwahati,India,344.0,32.9,18.8,32.0,6.4,97.6,2.3,1.2,51.2,4.9,2.2,42.35294117647059,825.0,37.6765,35.6,26.1,50.6,52.7,30.9,8587.0,17.9,1.0,24 : 76,2025,60.59301769488283,24,76
Indian Institute of Technology Indore,India,477.0,25.1,6.1,5.0,27.1,95.6,2.1,1.1,23.6,2.2,4.2,20.0,569.0,44.116,43.6,27.1,64.5,35.5,35.0,2091.0,11.9,0.0,22 : 78,2025,72.83596365375419,22,78
Institut Polytechnique de Paris,France,46.0,77.5,44.7,99.6,95.9,86.1,99.1,98.0,89.6,97.7,54.8,92.43697478991596,71.0,71.27300000000001,69.2,60.8,73.4,98.3,97.0,6062.0,6.7,43.0,24 : 76,2025,96.65231946437112,24,76
Institut Teknologi Sepuluh Nopember,Indonesia,585.0,21.2,17.3,48.9,47.8,1.6,47.5,5.3,12.0,13.0,16.1,1.8487394957983194,1567.0,24.1765,25.4,10.7,28.5,41.2,45.1,19974.0,6.2,7.0,42 : 58,2025,25.107604017216644,42,58
Iowa State University,United States,470.0,25.6,20.7,12.0,9.1,47.9,7.5,12.5,77.3,32.9,31.3,21.176470588235293,409.0,49.1045,39.7,36.1,66.7,88.1,45.2,27342.0,16.9,8.0,46 : 54,2025,80.48780487804879,46,54
IPB University,Indonesia,426.0,27.9,23.5,46.9,71.4,1.8,53.2,3.6,19.1,33.9,35.1,28.57142857142857,1545.0,24.5505,30.8,10.5,24.8,41.8,44.1,23691.0,7.3,4.0,58 : 42,2025,26.15973218555715,58,42
Iran University of Science and Technology,Iran,436.0,27.2,7.8,14.0,2.7,98.7,12.0,1.5,53.4,5.3,1.6,26.89075630252101,393.0,49.5025,33.5,36.3,78.8,84.2,27.8,13273.0,28.1,2.0,38 : 62,2025,81.25298900047824,38,62
Isfahan University of Technology,Iran,489.0,24.5,4.9,15.7,5.1,92.2,2.3,1.4,43.5,5.6,1.1,17.983193277310924,606.0,42.9645,33.9,29.7,61.4,83.4,34.6,10028.0,22.8,1.0,40 : 60,2025,71.06647537063606,40,60
Istanbul Technical University,Turkey,326.0,34.0,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,45.378151260504204,565.0,44.239,36.0,40.1,50.2,91.5,43.6,19081.0,19.4,13.0,43 : 57,2025,73.02725968436154,43,57
