university_rank,name_of_university,location,no_of_student,no_of_student_per_staff,international_student,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,university_name_clean,country_clean,rank_numeric,rank_is_banded
Reporter,Fundación Universitaria del Área Andina,Colombia,40193.0,35.9,0.0,60 : 40,,,,,,,fundación universitaria del área andina,colombia,,True
Reporter,Future University in Egypt,Egypt,9066.0,10.7,10.0,43 : 57,,,,,,,future university in egypt,egypt,,True
Reporter,General Sir John Kotelawala Defence University,Sri Lanka,5136.0,21.0,2.0,48 : 52,,,,,,,general sir john kotelawala defence university,sri lanka,,True
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,2046.0,20.5,0.0,10 : 90,,,,,,,ghulam ishaq khan institute of engineering sciences and technology,pakistan,,True
Reporter,GLA University,India,9680.0,17.2,0.0,27 : 73,,,,,,,gla university,india,,True
Reporter,Fergana Polytechnic Institute,Uzbekistan,14812.0,23.6,0.0,20 : 80,,,,,,,fergana polytechnic institute,uzbekistan,,True
Reporter,Glasgow School of Art,United Kingdom,2240.0,16.0,44.0,67 : 33,,,,,,,glasgow school of art,united kingdom,,True
Reporter,University of Gloucestershire,United Kingdom,6605.0,17.2,11.0,60 : 40,,,,,,,university of gloucestershire,united kingdom,,True
Reporter,Government College Women University Faisalabad,Pakistan,14424.0,56.3,0.0,100 : 0,,,,,,,government college women university faisalabad,pakistan,,True
Reporter,"Government College Women University, Sialkot",Pakistan,7023.0,34.8,0.0,100 : 0,,,,,,,government college women university sialkot,pakistan,,True
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",Japan,506.0,0.4,31.0,29 : 71,,,,,,,the graduate university for advanced studies sokendai,japan,,True
Reporter,Greenwich University,Pakistan,1261.0,15.6,3.0,35 : 65,,,,,,,greenwich university,pakistan,,True
Reporter,Gregory University Uturu,Nigeria,2025.0,7.3,0.0,62 : 38,,,,,,,gregory university uturu,nigeria,,True
Reporter,Guildhall School of Music and Drama,United Kingdom,995.0,5.2,34.0,50 : 50,,,,,,,guildhall school of music and drama,united kingdom,,True
Reporter,Gulf College,Oman,2780.0,27.5,3.0,40 : 60,,,,,,,gulf college,oman,,True
Reporter,Harper Adams University,United Kingdom,2195.0,13.3,11.0,58 : 42,,,,,,,harper adams university,united kingdom,,True
Reporter,Hartpury University,United Kingdom,1655.0,23.6,10.0,64 : 36,,,,,,,hartpury university,united kingdom,,True
Reporter,Hassiba Benbouali University of Chlef,Algeria,30121.0,22.3,1.0,71 : 29,,,,,,,hassiba benbouali university of chlef,algeria,,True
Reporter,Hawler Medical University,Iraq,4152.0,7.2,1.0,63 : 37,,,,,,,hawler medical university,iraq,,True
Reporter,University of Health and Allied Sciences,Ghana,6445.0,23.5,0.0,62 : 38,,,,,,,university of health and allied sciences,ghana,,True
Reporter,"University of Health Sciences, Turkey",Turkey,21322.0,9.0,5.0,34 : 66,,,,,,,university of health sciences turkey,turkey,,True
Reporter,University of the Highlands and Islands,United Kingdom,7200.0,130.9,12.0,61 : 39,,,,,,,university of the highlands and islands,united kingdom,,True
