University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,University_Name_Standardized,Country_Standardized,Country_ID,University_ID
Reporter,Malawi University of Science and Technology (MUST),Malawi,"2,356",12.3,0%,28 : 72,,,,,,,malawi university of science and technology must,malawi,C059,U1974
Reporter,Management Development Institute (MDI),India,982,12.8,0%,21 : 79,,,,,,,management development institute mdi,india,C039,U1975
Reporter,Marian College Kuttikkanam (Autonomous),India,"1,755",17.0,0%,52 : 48,,,,,,,marian college kuttikkanam autonomous,india,C039,U1976
Reporter,Maritime University of Szczecin,Poland,"2,559",24.7,13%,26 : 74,,,,,,,maritime university of szczecin,poland,C082,U1977
Reporter,University of Mascara,Algeria,"21,682",12.0,0%,61 : 39,,,,,,,university of mascara,algeria,C002,U1978
Reporter,Universidad Mayor,Chile,"20,330",11.0,2%,57 : 43,,,,,,,universidad mayor,chile,C016,U1979
Reporter,University of MedellÃ­n,Colombia,"9,371",17.6,2%,54 : 46,,,,,,,university of medellãn,colombia,C018,U1980
Reporter,Meikai University,Japan,"4,326",16.1,17%,43 : 57,,,,,,,meikai university,japan,C047,U1981
Reporter,Michael and Cecilia Ibru University,Nigeria,405,6.9,0%,41 : 59,,,,,,,michael and cecilia ibru university,nigeria,C073,U1982
Reporter,"Michael Okpara University of Agriculture, Umudike",Nigeria,"23,198",21.7,0%,41 : 59,,,,,,,michael okpara university of agriculture umudike,nigeria,C073,U1983
Reporter,Middle Technical University,Iraq,"37,101",26.7,0%,45 : 55,,,,,,,middle technical university,iraq,C042,U1984
Reporter,Mindanao State University â Iligan Institute of Technology,Philippines,"9,348",18.6,0%,60 : 40,,,,,,,mindanao state university â iligan institute of technology,philippines,C081,U1985
Reporter,MIOTI Tech and Business School,Spain,115,38.3,9%,31 : 69,,,,,,,mioti tech and business school,spain,C095,U1986
Reporter,Mirpur University of Science and Technology,Pakistan,"7,544",19.8,0%,44 : 56,,,,,,,mirpur university of science and technology,pakistan,C077,U1987
Reporter,University of Misan,Iraq,"11,855",15.0,0%,51 : 49,,,,,,,university of misan,iraq,C042,U1988
Reporter,Misr University for Science and Technology,Egypt,"24,742",18.8,6%,47 : 53,,,,,,,misr university for science and technology,egypt,C026,U1989
Reporter,Mahatma Jyotiba Phule Rohilkhand University,India,"3,999",20.1,0%,31 : 69,,,,,,,mahatma jyotiba phule rohilkhand university,india,C039,U1990
Reporter,M. Kumarasamy College of Engineering,India,"3,772",11.7,0%,27 : 73,,,,,,,m kumarasamy college of engineering,india,C039,U1991
Reporter,"MNS University of Agriculture, Multan",Pakistan,"3,266",23.5,0%,22 : 78,,,,,,,mns university of agriculture multan,pakistan,C077,U1992
Reporter,Modern University for Business and Science,Lebanon,"1,896",16.9,31%,47 : 53,,,,,,,modern university for business and science,lebanon,C055,U1993
Reporter,UniversitÃ© Mohamed El Bachir El Ibrahimi de Bordj Bou ArrÃ©ridj,Algeria,"18,000",30.9,0%,100 : 0,,,,,,,universitã mohamed el bachir el ibrahimi de bordj bou arrãridj,algeria,C002,U1994
Reporter,Universidad MonteÃ¡vila,Venezuela,"1,054",5.7,0%,71 : 29,,,,,,,universidad monteãvila,venezuela,C113,U1995
Reporter,University of Monterrey,Mexico,"10,814",31.2,1%,61 : 39,,,,,,,university of monterrey,mexico,C063,U1996
Reporter,October University for Modern Sciences and Arts (MSA),Egypt,"12,444",11.4,2%,50 : 50,,,,,,,october university for modern sciences and arts msa,egypt,C026,U1997
Reporter,Muban Chombueng Rajabhat University,Thailand,"4,951",17.9,0%,62 : 38,,,,,,,muban chombueng rajabhat university,thailand,C102,U1998
Reporter,Mukogawa Womenâs University,Japan,"8,394",26.4,0%,100 : 0,,,,,,,mukogawa womenâs university,japan,C047,U1999
Reporter,Mulungushi University,Zambia,"6,988",54.6,0%,41 : 59,,,,,,,mulungushi university,zambia,C115,U2000
Reporter,Mutah University,Jordan,"11,486",16.1,15%,46 : 54,,,,,,,mutah university,jordan,C048,U2001
Reporter,Universidad Nacional de Chimborazo,Ecuador,"8,478",14.7,1%,57 : 43,,,,,,,universidad nacional de chimborazo,ecuador,C025,U2002
Reporter,Universidad Nacional de ItapÃºa,Paraguay,"5,595",5.3,0%,59 : 41,,,,,,,universidad nacional de itapãºa,paraguay,C079,U2003
Reporter,Nagoya University of Commerce & Business,Japan,"3,549",29.9,8%,25 : 75,,,,,,,nagoya university of commerce business,japan,C047,U2004
Reporter,Najran University,Saudi Arabia,"17,967",16.9,1%,69 : 31,,,,,,,najran university,saudi arabia,C087,U2005
Reporter,Nakhchivan State University,Azerbaijan,"7,620",14.1,20%,46 : 54,,,,,,,nakhchivan state university,azerbaijan,C007,U2006
Reporter,Namangan Engineering Construction Institute,Uzbekistan,"3,881",11.8,0%,18 : 82,,,,,,,namangan engineering construction institute,uzbekistan,C112,U2007
Reporter,Namangan Institute of Engineering and Technology,Uzbekistan,"5,784",18.1,0%,21 : 79,,,,,,,namangan institute of engineering and technology,uzbekistan,C112,U2008
Reporter,Namangan State University,Uzbekistan,"20,636",31.9,0%,66 : 34,,,,,,,namangan state university,uzbekistan,C112,U2009
Reporter,Nara Institute of Science and Technology,Japan,"1,043",5.1,24%,23 : 77,,,,,,,nara institute of science and technology,japan,C047,U2010
Reporter,Nara Womenâs University,Japan,"2,612",6.2,5%,100 : 0,,,,,,,nara womenâs university,japan,C047,U2011
Reporter,National Aviation University,Ukraine,"14,239",10.9,5%,39 : 61,,,,,,,national aviation university,ukraine,C107,U2012
Reporter,National University of Computer and Emerging Sciences,Pakistan,"8,291",14.8,2%,22 : 78,,,,,,,national university of computer and emerging sciences,pakistan,C077,U2013
Reporter,National Film and Television School,United Kingdom,395,7.2,42%,50 : 50,,,,,,,national film and television school,united kingdom,C109,U2014
Reporter,National University of Medical Sciences (NUMS),Pakistan,"1,654",5.0,0%,72 : 28,,,,,,,national university of medical sciences nums,pakistan,C077,U2015
Reporter,National University of Mongolia,Mongolia,"18,647",26.5,2%,60 : 40,,,,,,,national university of mongolia,mongolia,C065,U2016
Reporter,National University Odessa Law Academy,Ukraine,"10,503",17.7,1%,60 : 40,,,,,,,national university odessa law academy,ukraine,C107,U2017
Reporter,The National University of Ostroh Academy,Ukraine,"3,432",8.8,1%,57 : 43,,,,,,,the national university of ostroh academy,ukraine,C107,U2018
Reporter,National Polytechnic University of Armenia,Armenia,"5,742",8.7,2%,20 : 80,,,,,,,national polytechnic university of armenia,armenia,C004,U2019
Reporter,National University of Quilmes,Argentina,"33,703",27.3,2%,57 : 43,,,,,,,national university of quilmes,argentina,C003,U2020
Reporter,"National University of Science and Technology, Oman",Oman,"3,986",18.8,14%,63 : 37,,,,,,,national university of science and technology oman,oman,C076,U2021
Reporter,"National University, Sudan",Sudan,"5,132",12.3,6%,60 : 40,,,,,,,national university sudan,sudan,C097,U2022
Reporter,National Taichung University of Science and Technology,Taiwan,"15,512",14.9,1%,70 : 30,,,,,,,national taichung university of science and technology,taiwan,C100,U2023
Reporter,National Transport University,Ukraine,"7,262",11.5,2%,31 : 69,,,,,,,national transport university,ukraine,C107,U2024
Reporter,National University of Water and Environmental Engineering,Ukraine,"4,344",9.8,3%,34 : 66,,,,,,,national university of water and environmental engineering,ukraine,C107,U2025
Reporter,National University âYuri Kondratyuk Poltava Polytechnicâ,Ukraine,"5,067",8.1,10%,49 : 51,,,,,,,national university âyuri kondratyuk poltava polytechnicâ,ukraine,C107,U2026
Reporter,Navoi State Pedagogical Institute,Uzbekistan,"12,791",26.4,0%,72 : 28,,,,,,,navoi state pedagogical institute,uzbekistan,C112,U2027
Reporter,Universitas Negeri Surabaya,Indonesia,"29,840",24.5,0%,64 : 36,,,,,,,universitas negeri surabaya,indonesia,C040,U2028
Reporter,Newman University,United Kingdom,"2,325",17.9,12%,76 : 24,,,,,,,newman university,united kingdom,C109,U2029
Reporter,Niger Delta University,Nigeria,"20,608",25.9,0%,45 : 55,,,,,,,niger delta university,nigeria,C073,U2030
Reporter,"Nigerian Police Academy, Wudil",Nigeria,"3,087",21.9,0%,16 : 84,,,,,,,nigerian police academy wudil,nigeria,C073,U2031
Reporter,Nihon Pharmaceutical University,Japan,"1,618",18.4,4%,48 : 52,,,,,,,nihon pharmaceutical university,japan,C047,U2032
Reporter,Niigata University of Health and Welfare,Japan,"4,410",17.2,0%,51 : 49,,,,,,,niigata university of health and welfare,japan,C047,U2033
Reporter,University of Niigata Prefecture,Japan,"1,196",14.8,1%,76 : 24,,,,,,,university of niigata prefecture,japan,C047,U2034
Reporter,Nile University,Egypt,"2,168",14.4,2%,28 : 72,,,,,,,nile university,egypt,C026,U2035
Reporter,Ninevah University,Iraq,"3,707",13.6,0%,42 : 58,,,,,,,ninevah university,iraq,C042,U2036
Reporter,Nitte (Deemed to be University),India,"4,408",7.7,1%,65 : 35,,,,,,,nitte deemed to be university,india,C039,U2037
Reporter,University of Northampton,United Kingdom,"9,945",16.9,33%,64 : 36,,,,,,,university of northampton,united kingdom,C109,U2038
Reporter,Northeast Ohio Medical University,United States,955,11.8,0%,54 : 46,,,,,,,northeast ohio medical university,united states,C110,U2039
Reporter,Northern Technical University,Iraq,"21,400",27.5,0%,48 : 52,,,,,,,northern technical university,iraq,C042,U2040
Reporter,Norwich University of the Arts,United Kingdom,"2,290",15.8,13%,61 : 39,,,,,,,norwich university of the arts,united kingdom,C109,U2041
Reporter,University of Nova Gorica,Slovenia,416,3.5,54%,48 : 52,,,,,,,university of nova gorica,slovenia,C091,U2042
Reporter,Novena University,Nigeria,"1,981",25.4,0%,42 : 58,,,,,,,novena university,nigeria,C073,U2043
Reporter,Nursing School of Coimbra,Portugal,"2,138",23.0,7%,85 : 15,,,,,,,nursing school of coimbra,portugal,C083,U2044
Reporter,October 6 University,Egypt,"25,927",20.8,3%,49 : 51,,,,,,,october 6 university,egypt,C026,U2045
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,"2,223",13.2,0%,52 : 48,,,,,,,oguz han engineering and technology university of turkmenistan,turkmenistan,C105,U2046
Reporter,Olusegun Agagu University of Science and Technology,Nigeria,"6,474",29.4,0%,28 : 72,,,,,,,olusegun agagu university of science and technology,nigeria,C073,U2047
Reporter,ORT Uruguay University,Uruguay,"4,151",6.7,2%,47 : 53,,,,,,,ort uruguay university,uruguay,C111,U2048
Reporter,Ostrogradsky National University of Kremenchuk,Ukraine,"4,106",11.8,0%,38 : 62,,,,,,,ostrogradsky national university of kremenchuk,ukraine,C107,U2049
Reporter,Palestine Polytechnic University,Palestine,"4,812",27.0,3%,55 : 45,,,,,,,palestine polytechnic university,palestine,C078,U2050
Reporter,Palestine Technical University â Kadoorie,Palestine,"7,013",18.3,4%,59 : 41,,,,,,,palestine technical university â kadoorie,palestine,C078,U2051
Reporter,Panteion University of Social and Political Sciences,Greece,"12,615",62.5,2%,52 : 48,,,,,,,panteion university of social and political sciences,greece,C035,U2052
Reporter,Paris University of International Education,France,445,29.7,100%,32 : 68,,,,,,,paris university of international education,france,C031,U2053
Reporter,Pavlo Tychyna Uman State Pedagogical University,Ukraine,"9,149",17.5,2%,32 : 68,,,,,,,pavlo tychyna uman state pedagogical university,ukraine,C107,U2054
Reporter,University of Petra,Jordan,"6,538",19.9,21%,57 : 43,,,,,,,university of petra,jordan,C048,U2055
Reporter,Pharos University,Egypt,"11,106",14.1,6%,49 : 51,,,,,,,pharos university,egypt,C026,U2056
Reporter,University of Phayao,Thailand,"18,057",20.7,0%,68 : 32,,,,,,,university of phayao,thailand,C102,U2057
Reporter,Philadelphia University (Jordan),Jordan,"3,615",20.1,36%,41 : 59,,,,,,,philadelphia university jordan,jordan,C048,U2058
Reporter,Plymouth Marjon University,United Kingdom,"1,845",18.5,3%,61 : 39,,,,,,,plymouth marjon university,united kingdom,C109,U2059
Reporter,Polytechnic University of Tirana,Albania,"8,591",16.2,2%,,,,,,,,polytechnic university of tirana,albania,C001,U2060
Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,"3,812",5.8,0%,51 : 49,,,,,,,poltava vg korolenko national pedagogical university pnpu,ukraine,C107,U2061
Reporter,Polytechnic Institute of SetÃºbal,Portugal,"7,829",17.3,6%,54 : 46,,,,,,,polytechnic institute of setãºbal,portugal,C083,U2062
Reporter,Universidad Popular AutÃ³noma del Estado de Puebla,Mexico,"11,279",16.1,1%,60 : 40,,,,,,,universidad popular autã³noma del estado de puebla,mexico,C063,U2063
Reporter,Prefectural University of Hiroshima,Japan,"2,623",12.3,2%,65 : 35,,,,,,,prefectural university of hiroshima,japan,C047,U2064
Reporter,Prince Sultan University (PSU),,"4,772",19.4,15%,56 : 44,,,,,,,prince sultan university psu,,,U2065
Reporter,"University of Professional Studies, Accra",Ghana,"14,017",39.8,0%,46 : 54,,,,,,,university of professional studies accra,ghana,C034,U2066
Reporter,University of Puthisastra,Cambodia,"1,649",2.9,0%,55 : 45,,,,,,,university of puthisastra,cambodia,C014,U2067
Reporter,Queen Margaret University,United Kingdom,"3,905",20.6,31%,77 : 23,,,,,,,queen margaret university,united kingdom,C109,U2068
Reporter,Rajamangala University of Technology Isan,Thailand,"24,166",9.5,0%,46 : 54,,,,,,,rajamangala university of technology isan,thailand,C102,U2069
Reporter,Ravensbourne,United Kingdom,"2,375",22.6,30%,50 : 50,,,,,,,ravensbourne,united kingdom,C109,U2070
Reporter,Rawalpindi Medical University,Pakistan,"3,304",8.4,1%,69 : 31,,,,,,,rawalpindi medical university,pakistan,C077,U2071
Reporter,Rennes School of Business,France,"3,098",31.3,33%,50 : 50,,,,,,,rennes school of business,france,C031,U2072
Reporter,REVA University,India,"13,467",21.3,1%,33 : 67,,,,,,,reva university,india,C039,U2073
Reporter,Rose Bruford College,United Kingdom,655,18.7,18%,60 : 40,,,,,,,rose bruford college,united kingdom,C109,U2074
Reporter,Royal Agricultural University,United Kingdom,"1,015",20.3,14%,51 : 49,,,,,,,royal agricultural university,united kingdom,C109,U2075
Reporter,"Royal Central School of Speech and Drama, University of London",United Kingdom,"1,035",15.9,36%,68 : 32,,,,,,,royal central school of speech and drama university of london,united kingdom,C109,U2076
Reporter,Royal College of Art,United Kingdom,"2,405",20.9,77%,69 : 31,,,,,,,royal college of art,united kingdom,C109,U2077
Reporter,Royal Conservatoire of Scotland,United Kingdom,"1,190",10.8,38%,57 : 43,,,,,,,royal conservatoire of scotland,united kingdom,C109,U2078
Reporter,Royal Academy of Music,United Kingdom,830,9.8,47%,49 : 51,,,,,,,royal academy of music,united kingdom,C109,U2079
Reporter,Royal College of Music,United Kingdom,860,10.8,57%,52 : 48,,,,,,,royal college of music,united kingdom,C109,U2080
Reporter,Royal Northern College of Music,United Kingdom,870,10.9,33%,50 : 50,,,,,,,royal northern college of music,united kingdom,C109,U2081
Reporter,University of Sadat City,Egypt,"30,141",34.4,4%,54 : 46,,,,,,,university of sadat city,egypt,C026,U2082
Reporter,University of Saint Joseph,,"1,141",10.7,24%,62 : 38,,,,,,,university of saint joseph,,,U2083
Reporter,Sakon Nakhon Rajabhat University,Thailand,"9,328",20.1,0%,64 : 36,,,,,,,sakon nakhon rajabhat university,thailand,C102,U2084
Reporter,Salahaddin University,Iraq,"25,189",10.7,1%,55 : 45,,,,,,,salahaddin university,iraq,C042,U2085
Reporter,Salem University,Nigeria,513,3.9,1%,40 : 60,,,,,,,salem university,nigeria,C073,U2086
Reporter,Samarkand State University,Uzbekistan,"15,754",17.2,0%,50 : 50,,,,,,,samarkand state university,uzbekistan,C112,U2087
Reporter,Samarkand State Institute of Foreign Languages,Uzbekistan,"5,010",10.9,0%,74 : 26,,,,,,,samarkand state institute of foreign languages,uzbekistan,C112,U2088
Reporter,Samuel Adegboyega University,Nigeria,390,5.4,0%,51 : 49,,,,,,,samuel adegboyega university,nigeria,C073,U2089
Reporter,Universidad San Ignacio de Loyola,Peru,"21,556",35.9,1%,51 : 49,,,,,,,universidad san ignacio de loyola,peru,C080,U2090
Reporter,University of San MartÃ­n de Porres,Peru,"40,234",18.0,0%,61 : 39,,,,,,,university of san martãn de porres,peru,C080,U2091
Reporter,University of Santo Tomas,Philippines,"26,511",13.3,7%,51 : 49,,,,,,,university of santo tomas,philippines,C081,U2092
Reporter,Satya Wacana Christian University,Indonesia,"16,132",35.5,0%,45 : 55,,,,,,,satya wacana christian university,indonesia,C040,U2093
Reporter,Saudi Electronic University,Saudi Arabia,"21,756",24.3,6%,48 : 52,,,,,,,saudi electronic university,saudi arabia,C087,U2094
Reporter,SBS Swiss Business School,Switzerland,"1,644",10.3,57%,42 : 58,,,,,,,sbs swiss business school,switzerland,C099,U2095
Reporter,University of Science and Technology of Southern Philippines (USTP),Philippines,"9,222",32.5,0%,60 : 40,,,,,,,university of science and technology of southern philippines ustp,philippines,C081,U2096
Reporter,Sefako Makgatho Health Sciences University,South Africa,"6,306",9.9,1%,62 : 38,,,,,,,sefako makgatho health sciences university,south africa,C093,U2097
Reporter,Senshu University,Japan,"17,933",23.0,3%,35 : 65,,,,,,,senshu university,japan,C047,U2098
Reporter,Shaheed Benazir Bhutto Women University Peshawar,Pakistan,"5,677",38.6,0%,100 : 0,,,,,,,shaheed benazir bhutto women university peshawar,pakistan,C077,U2099
Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan,"4,803",8.6,1%,55 : 45,,,,,,,shaheed zulfiqar ali bhutto medical university,pakistan,C077,U2100
Reporter,The University of Shiga Prefecture,Japan,"2,853",14.1,1%,49 : 51,,,,,,,the university of shiga prefecture,japan,C047,U2101
Reporter,Shonan Institute of Technology,Japan,"2,234",29.4,9%,7 : 93,,,,,,,shonan institute of technology,japan,C047,U2102
Reporter,Samarkand State Medical University,Uzbekistan,"7,200",10.2,1%,41 : 59,,,,,,,samarkand state medical university,uzbekistan,C112,U2103
Reporter,Shri Mata Vaishno Devi University,India,"1,805",15.0,0%,40 : 60,,,,,,,shri mata vaishno devi university,india,C039,U2104
Reporter,Sikkim Manipal University,India,"3,013",10.5,2%,31 : 69,,,,,,,sikkim manipal university,india,C039,U2105
Reporter,Silesian University in Opava,Czech Republic,"5,322",20.4,6%,71 : 29,,,,,,,silesian university in opava,czech republic,C023,U2106
Reporter,SimÃ³n BolÃ­var University,Venezuela,"4,462",10.5,0%,43 : 57,,,,,,,simã³n bolãvar university,venezuela,C113,U2107
