RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score,RANK_2025_Original,Rank_Type,University_Name_Standardized,Country_Standardized,Country_ID,University_ID
681-690,593,"Goldsmiths, University of London",United Kingdom,Europe,M,FO,VH,A,13.1,601+,5.1,601+,12.8,701+,12.0,691,92.0,176,91.5,115,25.1,701+,14.4,679,3.1,701+,,681-690,Range,goldsmiths university of london,united kingdom,C101,U0257
681-690,691-700,Indian Institute of Technology Hyderabad,India,Asia,S,CO,VH,A,6.2,601+,4.4,601+,18.2,701+,71.1,152,1.2,701+,1.5,701+,13.7,701+,2.0,701+,4.3,701+,,681-690,Range,indian institute of technology hyderabad,india,C041,U0307
681-690,721-730,Jeonbuk National University,South Korea,Asia,L,FO,VH,A,15.6,564,11.1,601+,61.3,234,10.6,701+,7.8,701+,6.8,701+,35.3,701+,2.8,701+,48.5,326,,681-690,Range,jeonbuk national university,south korea,C087,U0353
681-690,,Prince Sultan University,Saudi Arabia,Asia,S,SP,VH,B,6.5,601+,5.3,601+,14.7,701+,31.7,418,100.0,36,13.9,644,54.3,701+,11.0,701+,3.6,701+,,681-690,Range,prince sultan university,saudi arabia,C081,U0602
681-690,661-670,Princess Nourah bint Abdulrahman University,Saudi Arabia,Asia,L,CO,VH,A,16.6,543,14.8,565,18.9,701+,2.5,701+,94.5,155,38.4,364,64.0,574,2.3,701+,3.1,701+,,681-690,Range,princess nourah bint abdulrahman university,saudi arabia,C081,U0603
681-690,721-730,Temple University,United States,Americas,L,FC,VH,A,12.3,601+,7.1,601+,29.2,531,16.9,603,3.0,701+,5.7,701+,77.2,375,23.2,490,61.9,258=,,681-690,Range,temple university,united states,C102,U0764
681-690,741-750,"University of Agriculture, Faisalabad",Pakistan,Asia,XL,CO,VH,A,6.3,601+,11.6,601+,1.6,701+,61.0,196,2.5,701+,1.1,701+,66.7,527,2.4,701+,1.7,701+,,681-690,Range,university of agriculture faisalabad,pakistan,C069,U1077
681-690,711-720,University of New Brunswick,Canada,Americas,M,CO,VH,A,4.9,601+,8.3,601+,19.9,677,27.5,470,61.0,320,34.1,397,48.7,701+,17.3,613,29.0,453=,,681-690,Range,university of new brunswick,canada,C015,U1243
691-700,771-780,Chandigarh University,India,Asia,XL,FC,HI,B,14.1,601+,51.3,172,24.0,610,1.4,701+,37.6,429,15.3,618,37.4,701+,1.9,701+,1.6,701+,,691-700,Range,chandigarh university,india,C041,U0130
691-700,1201-1400,Norwegian University of Life Sciences (UMB),Norway,Europe,M,FO,VH,,5.8,601+,4.3,601+,100.0,14,8.5,701+,,,,,74.7,414,18.6,592,9.9,667=,,691-700,Range,norwegian university of life sciences umb,norway,C067,U0550
691-700,641-650,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Asia,S,SP,HI,A,6.5,601+,9.6,601+,66.1,198,41.0,340,,,1.0,701+,14.7,701+,3.5,701+,1.0,701+,,691-700,Range,pakistan institute of engineering and applied sciences pieas,pakistan,C069,U0567
691-700,681-690,Shiraz University,"Iran, Islamic Republic of",Asia,L,CO,VH,A,6.9,601+,5.4,601+,4.6,701+,60.7,198,1.2,701+,2.2,701+,54.3,701+,14.1,688,7.9,701+,,691-700,Range,shiraz university,"iran, islamic republic of",C043,U0678
691-700,631-640,Universidad Central de Venezuela,Venezuela,Americas,L,FC,MD,A,21.0,417,40.6,232,27.1,559,1.1,701+,2.6,701+,1.4,701+,21.5,701+,51.4,248,1.0,701+,,691-700,Range,universidad central de venezuela,venezuela,C105,U0872
691-700,641-650,Universidad de La Habana,Cuba,Americas,L,CO,HI,A,17.0,532,10.6,601+,72.8,180,1.5,701+,1.8,701+,3.7,701+,17.8,701+,76.5,134,1.0,701+,,691-700,Range,universidad de la habana,cuba,C021,U0892
691-700,661-670,Universidad Panamericana (UP),Mexico,Americas,L,FO,HI,B,9.9,601+,20.0,451,75.4,164,1.2,701+,17.4,637,2.5,701+,20.1,701+,68.7,169,2.0,701+,,691-700,Range,universidad panamericana up,mexico,C061,U0969
691-700,731-740,Universidade Federal de São Paulo,Brazil,Americas,L,FC,VH,A,10.5,601+,5.1,601+,95.6,57,6.0,701+,4.7,701+,1.5,701+,54.0,701+,2.9,701+,30.1,443=,,691-700,Range,universidade federal de são paulo,brazil,C012,U1010
691-700,691-700,Universidade Federal do Rio Grande Do Sul,Brazil,Americas,XL,FC,VH,A,28.0,316,5.3,601+,12.8,701+,10.1,701+,2.2,701+,1.6,701+,80.1,319,25.9,455,31.3,435=,,691-700,Range,universidade federal do rio grande do sul,brazil,C012,U1019
691-700,791-800,University of Brescia,Italy,Europe,M,FO,VH,A,4.4,601+,2.2,601+,7.4,701+,56.3,223,2.6,701+,6.3,701+,55.5,688,3.3,701+,44.9,338=,,691-700,Range,university of brescia,italy,C047,U1101
691-700,671-680,University of Greenwich,United Kingdom,Europe,L,CO,HI,A,4.7,601+,4.1,601+,4.1,701+,11.7,700,91.5,183,100.0,30,78.2,357,14.9,666,5.4,701+,,691-700,Range,university of greenwich,united kingdom,C101,U1161
691-700,731-740,University of Siena,Italy,Europe,M,FC,VH,A,13.6,601+,3.5,601+,9.7,701+,40.4,349,2.9,701+,10.8,701+,61.0,621,9.3,701+,27.9,462=,,691-700,Range,university of siena,italy,C047,U1301
701-710,721-730,Beijing University of Chemical Technology,China (Mainland),Asia,L,CO,VH,A,4.5,601+,1.8,601+,19.0,701+,67.1,164,2.5,701+,1.7,701+,37.2,701+,2.4,701+,1.3,701+,,701-710,Range,beijing university of chemical technology,china (mainland),C017,U0080
701-710,671-680,Dongguk University,South Korea,Asia,L,FC,HI,B,7.9,601+,10.5,601+,83.6,116,9.7,701+,9.0,701+,23.8,496,36.5,701+,4.8,701+,20.8,527=,,701-710,Range,dongguk university,south korea,C087,U0195
701-710,661-670,Lebanese American University,Lebanon,Asia,M,FC,HI,B,13.5,601+,20.3,448,29.1,532,3.7,701+,73.3,273,19.6,551,36.5,701+,19.9,565,19.5,544,,701-710,Range,lebanese american university,lebanon,C055,U0427
701-710,781-790,National Institute of Technology Tiruchirappalli,India,Asia,M,FO,VH,A,4.1,601+,2.8,601+,9.1,701+,71.0,153,,,1.8,701+,34.5,701+,3.0,701+,5.2,701+,,701-710,Range,national institute of technology tiruchirappalli,india,C041,U0510
701-710,621-630,Stevens Institute of Technology,United States,Americas,M,CO,VH,B,2.6,601+,4.0,601+,5.2,701+,41.7,331,53.2,350,96.4,86,18.0,701+,7.8,701+,1.3,701+,,701-710,Range,stevens institute of technology,united states,C102,U0716
701-710,681-690,Taras Shevchenko National University of Kyiv,Ukraine,Europe,L,CO,VH,A,18.9,478,36.6,257,27.0,562,2.2,701+,1.5,701+,3.9,701+,40.3,701+,45.5,280,1.6,701+,,701-710,Range,taras shevchenko national university of kyiv,ukraine,C099,U0742
701-710,551,University of Nebraska - Lincoln,United States,Americas,L,CO,VH,A,10.6,601+,5.8,601+,16.9,701+,30.4,434,21.5,575,7.1,701+,73.1,437,7.2,701+,33.0,420=,,701-710,Range,university of nebraska lincoln,united states,C102,U1242
701-710,641-650,University of Oklahoma,United States,Americas,L,FC,VH,A,10.2,601+,9.8,601+,15.6,701+,31.1,424,21.8,571,5.7,701+,69.3,493,22.3,514,17.7,557=,,701-710,Range,university of oklahoma,united states,C102,U1255
711-720,751-760,Ahlia University,Bahrain,Asia,S,SP,HI,B,16.7,536,8.4,601+,31.7,497,3.8,701+,100.0,47,42.7,339,9.3,701+,12.7,701+,2.5,701+,,711-720,Range,ahlia university,bahrain,C006,U0011
711-720,791-800,American University,United States,Americas,M,CO,VH,B,16.2,550,29.3,321,32.9,479,4.3,701+,8.0,701+,19.4,554,30.6,701+,40.5,315,4.8,701+,,711-720,Range,american university,united states,C102,U0032
711-720,651-660,COMSATS University Islamabad,Pakistan,Asia,XL,CO,VH,A,11.7,601+,30.5,308,13.4,701+,18.2,580,1.5,701+,1.4,701+,88.3,192,6.1,701+,14.6,597=,,711-720,Range,comsats university islamabad,pakistan,C069,U0168
711-720,701-710,Czech University of Life Sciences in Prague,Czech Republic,Europe,L,FO,VH,A,10.4,601+,6.7,601+,9.4,701+,10.8,701+,29.0,502,73.5,197,75.8,392,3.9,701+,49.5,322=,,711-720,Range,czech university of life sciences in prague,czech republic,C023,U0179
711-720,801-850,De Montfort University,United Kingdom,Europe,L,FO,VH,A,5.3,601+,4.8,601+,5.6,701+,8.0,701+,74.2,267,97.5,76,62.8,591,6.4,701+,41.4,358=,,711-720,Range,de montfort university,united kingdom,C101,U0189
711-720,641-650,"Lingnan University, Hong Kong",Hong Kong SAR,Asia,M,FO,VH,A,9.9,601+,6.5,601+,13.9,701+,11.0,701+,100.0,35,98.9,60,15.6,701+,3.7,701+,3.8,701+,,711-720,Range,lingnan university hong kong,hong kong sar,C038,U0434
711-720,781-790,Nanjing Agricultural University,China (Mainland),Asia,L,CO,VH,A,5.0,601+,1.9,601+,7.5,701+,67.6,162,,,1.5,701+,48.2,701+,1.4,701+,2.2,701+,,711-720,Range,nanjing agricultural university,china (mainland),C017,U0494
711-720,791-800,Plekhanov Russian University of Economics,Russia,Europe,L,FO,VH,A,14.0,601+,19.1,468,49.8,311,2.3,701+,3.0,701+,16.2,602,51.9,701+,38.5,333,11.6,629=,,711-720,Range,plekhanov russian university of economics,russia,C080,U0578
711-720,631-640,Saint Joseph University of Beirut (USJ),Lebanon,Asia,M,FC,HI,B,8.2,601+,16.4,518,50.7,305,2.4,701+,91.3,184,25.8,467,13.1,701+,33.4,382,1.4,701+,,711-720,Range,saint joseph university of beirut usj,lebanon,C055,U0643
711-720,681-690,The National University of Science and Technology MISIS,Russia,Europe,M,SP,VH,A,6.2,601+,9.0,601+,74.2,172,13.8,657,7.9,701+,43.1,335,44.7,701+,9.2,701+,2.2,701+,,711-720,Range,the national university of science and technology misis,russia,C080,U0782
711-720,721-730,Ton Duc Thang University,Vietnam,Asia,L,FO,VH,A,5.0,601+,6.4,601+,5.2,701+,51.7,252,9.9,701+,1.4,701+,90.7,162,4.7,701+,3.8,701+,,711-720,Range,ton duc thang university,vietnam,C106,U0820
711-720,1201-1400,Université de Franche-Comté,France,Europe,S,CO,VH,A,6.5,601+,2.1,601+,100.0,2,12.4,681,,,,,76.7,384,3.2,701+,1.7,701+,,711-720,Range,université de franchecomté,france,C031,U1407
711-720,751-760,University of Mumbai,India,Asia,M,FC,VH,A,9.1,601+,28.8,327,2.8,701+,30.9,428,2.0,701+,2.0,701+,18.3,701+,81.4,119,1.7,701+,,711-720,Range,university of mumbai,india,C041,U1236
721-730,661-670,Brandeis University,United States,Americas,M,CO,VH,B,9.4,601+,4.8,601+,53.1,288,11.6,701+,18.0,627,75.1,186,32.3,701+,16.5,624,1.1,701+,,721-730,Range,brandeis university,united states,C102,U0104
721-730,741-750,Budapest University of Technology and Economics,Hungary,Europe,L,FO,VH,A,15.6,562,25.7,369,13.7,701+,8.5,701+,2.8,701+,14.8,630,56.6,669,33.2,384,26.0,482,,721-730,Range,budapest university of technology and economics,hungary,C039,U0111
721-730,791-800,Diponegoro University,Indonesia,Asia,XL,FC,HI,A,19.2,467,41.7,227,19.3,690,1.5,701+,27.9,508,3.0,701+,27.4,701+,14.6,673,9.7,676=,,721-730,Range,diponegoro university,indonesia,C042,U0192
721-730,601-610,Drexel University,United States,Americas,L,FC,VH,B,8.1,601+,4.5,601+,22.4,628,28.7,451,12.6,701+,23.8,495,73.4,432,25.1,464,8.3,700=,,721-730,Range,drexel university,united states,C102,U0198
721-730,,Effat University,Saudi Arabia,Asia,S,FO,VH,B,3.8,601+,2.6,601+,23.1,622,17.6,589,100.0,20,98.3,66,15.9,701+,3.3,701+,1.0,701+,,721-730,Range,effat university,saudi arabia,C081,U0211
721-730,741-750,Jadavpur University,India,Asia,M,FO,VH,A,17.8,508,5.9,601+,9.1,701+,40.6,346,,,1.0,701+,32.5,701+,14.9,667,13.4,605,,721-730,Range,jadavpur university,india,C041,U0345
721-730,801-850,Konkuk University,South Korea,Asia,L,FC,VH,B,7.0,601+,8.1,601+,61.8,231,17.1,600,9.5,701+,17.7,582,46.8,701+,9.0,701+,28.4,456=,,721-730,Range,konkuk university,south korea,C087,U0402
721-730,791-800,Lanzhou University,China (Mainland),Asia,XL,CO,VH,A,8.1,601+,2.5,601+,25.2,589,45.2,306,2.3,701+,1.5,701+,64.0,575,4.4,701+,7.6,701+,,721-730,Range,lanzhou university,china (mainland),C017,U0425
721-730,661-670,Middlesex University,United Kingdom,Europe,L,CO,HI,A,5.3,601+,5.3,601+,8.1,701+,10.6,701+,84.4,222,99.5,45,58.3,653,15.2,651,4.3,701+,,721-730,Range,middlesex university,united kingdom,C101,U0477
721-730,751-760,Riga Technical University,Latvia,Europe,M,CO,VH,A,11.5,601+,26.8,358,22.0,638,3.0,701+,15.7,657,72.0,203,29.9,701+,35.0,362,6.8,701+,,721-730,Range,riga technical university,latvia,C054,U0625
721-730,631-640,Université de Lille,France,Europe,XL,FO,VH,A,23.5,374,5.5,601+,4.8,701+,14.7,643,14.6,670,15.8,610,93.3,110,4.5,701+,10.9,648=,,721-730,Range,université de lille,france,C031,U1409
721-730,711-720,Université de Rennes 1 (University of Rennes),France,Europe,L,FO,VH,A,14.9,586,5.2,601+,11.6,701+,28.3,462,11.9,701+,11.0,700,88.1,195,6.8,701+,6.9,701+,,721-730,Range,université de rennes 1 university of rennes,france,C031,U1417
721-730,641-650,University of Modena and Reggio Emilia,Italy,Europe,L,FC,VH,A,8.6,601+,4.0,601+,2.9,701+,49.7,266,4.0,701+,3.6,701+,53.3,701+,15.2,653,23.2,505=,,721-730,Range,university of modena and reggio emilia,italy,C047,U1233
721-730,691-700,University of Trieste,Italy,Europe,L,FC,HI,A,11.7,601+,4.0,601+,3.6,701+,43.3,318,7.3,701+,7.9,701+,70.4,480,14.6,674,2.6,701+,,721-730,Range,university of trieste,italy,C047,U1343
731-740,661-670,Universitat Rovira i Virgili,Spain,Europe,L,FC,HI,A,6.4,601+,2.3,601+,15.2,701+,37.9,366,7.2,701+,19.0,565,77.5,368,1.8,701+,31.6,432=,,731-740,Range,universitat rovira i virgili,spain,C088,U1046
731-740,721-730,Université Côte d\'Azur,France,Europe,XL,FC,VH,A,15.5,567,4.1,601+,5.7,701+,18.3,577,29.3,498,38.3,367,78.4,352,8.9,701+,18.4,549=,,731-740,Range,université côte dazur,france,C031,U1405
731-740,721-730,University of Belgrade,Serbia,Europe,XL,FC,VH,A,17.6,514,8.4,601+,4.6,701+,5.3,701+,2.8,701+,4.0,701+,95.2,73,96.4,40,3.7,701+,,731-740,Range,university of belgrade,serbia,C082,U1094
741-750,701-710,Altai State University,Russia,Europe,M,FO,VH,A,11.7,601+,3.3,601+,87.5,97,1.4,701+,6.3,701+,60.0,246,18.8,701+,1.9,701+,10.1,661=,,741-750,Range,altai state university,russia,C080,U0031
741-750,671-680,Carleton University,Canada,Americas,L,CO,VH,A,11.1,601+,13.5,599,3.8,701+,15.6,627,13.2,701+,43.7,329,67.3,517,34.3,367,26.3,478=,,741-750,Range,carleton university,canada,C015,U0121
741-750,582,Universidad Católica Andres Bello,Venezuela,Americas,M,FO,MD,B,28.4,311,50.8,174,4.3,701+,1.0,701+,3.5,701+,2.7,701+,,,18.9,583,,,,741-750,Range,universidad católica andres bello,venezuela,C105,U0863
741-750,651-660,Universidad de Montevideo (UM),Uruguay,Americas,S,FC,MD,B,18.6,485,16.1,531,79.7,141,1.1,701+,21.5,576,3.1,701+,3.0,701+,6.5,701+,,,,741-750,Range,universidad de montevideo um,uruguay,C103,U0907
741-750,741-750,Universität Regensburg,Germany,Europe,L,FO,VH,A,10.3,601+,6.0,601+,80.0,138,6.1,701+,,,8.5,701+,69.1,496,15.3,650,2.0,701+,,741-750,Range,universität regensburg,germany,C033,U1399
741-750,781-790,Universiti Malaysia Pahang,Malaysia,Asia,M,SP,VH,A,10.8,601+,5.3,601+,15.8,701+,35.0,383,22.1,567,8.6,701+,54.7,701+,4.0,701+,17.7,557=,,741-750,Range,universiti malaysia pahang,malaysia,C059,U1053
741-750,593,University of Central Florida,United States,Americas,XL,FC,VH,A,13.7,601+,23.0,410,2.9,701+,23.6,514,9.5,701+,4.3,701+,72.2,448,9.2,701+,12.1,621,,741-750,Range,university of central florida,united states,C102,U1121
741-750,741-750,University of the West of England,United Kingdom,Europe,XL,CO,HI,A,9.0,601+,9.0,601+,7.5,701+,11.9,695,46.9,381,75.3,185,76.1,387,2.1,701+,14.3,602,,741-750,Range,university of the west of england,united kingdom,C101,U1338
741-750,711-720,University of Westminster,United Kingdom,Europe,L,CO,HI,A,11.5,601+,6.8,601+,5.7,701+,5.1,701+,77.4,249,100.0,33,35.4,701+,21.7,526,1.7,701+,,741-750,Range,university of westminster,united kingdom,C101,U1363
741-750,691-700,V. N. Karazin Kharkiv National University,Ukraine,Europe,L,FC,HI,A,12.6,601+,16.9,507,64.6,207,1.4,701+,3.3,701+,55.7,269,29.4,701+,4.0,701+,4.9,701+,,741-750,Range,v n karazin kharkiv national university,ukraine,C099,U1444
741-750,711-720,Victoria University,Australia,Oceania,L,CO,HI,A,6.9,601+,6.1,601+,2.4,701+,34.1,389,32.7,480,41.5,345,44.9,701+,6.4,701+,34.8,406=,,741-750,Range,victoria university,australia,C003,U1449
741-750,801-850,Vytautas Magnus University,Lithuania,Europe,M,FO,VH,A,10.4,601+,16.8,512,41.8,371,2.4,701+,26.7,520,47.8,304,48.1,701+,21.6,529,6.7,701+,,741-750,Range,vytautas magnus university,lithuania,C056,U1461
741-750,701-710,Wake Forest University,United States,Americas,M,FC,VH,B,5.1,601+,6.3,601+,100.0,10,8.6,701+,3.2,701+,10.9,701+,42.8,701+,15.4,648,1.7,701+,,741-750,Range,wake forest university,united states,C102,U1463
751-760,651-660,Instituto Tecnológico Autónomo de México (ITAM),Mexico,Americas,S,SP,LO,B,15.2,578,31.0,302,13.9,701+,1.6,701+,51.0,363,1.4,701+,7.7,701+,77.1,133,1.0,701+,,751-760,Range,instituto tecnológico autónomo de méxico itam,mexico,C061,U0321
751-760,801-850,Kaunas University of Technology,Lithuania,Europe,M,FO,VH,A,11.2,601+,18.5,477,31.1,507,7.9,701+,3.5,701+,28.6,439,64.2,569,23.2,491,16.1,577=,,751-760,Range,kaunas university of technology,lithuania,C056,U0373
751-760,751-760,Technische Universität Braunschweig,Germany,Europe,L,CO,VH,A,10.9,601+,14.3,572,55.5,270,5.5,701+,,,24.2,486,66.4,532,12.6,701+,7.3,701+,,751-760,Range,technische universität braunschweig,germany,C033,U0755
751-760,661-670,Tokyo University of Science,Japan,Asia,L,FO,VH,B,10.4,601+,51.5,171,9.4,701+,10.0,701+,12.5,701+,3.7,701+,20.3,701+,41.0,313,2.4,701+,,751-760,Range,tokyo university of science,japan,C048,U0817
751-760,801-850,Universidade de Brasília,Brazil,Americas,XL,FC,VH,A,25.3,348,7.9,601+,7.1,701+,4.2,701+,10.8,701+,1.5,701+,67.5,514,29.6,420,35.1,403=,,751-760,Range,universidade de brasília,brazil,C012,U0992
751-760,721-730,Universita' Politecnica delle Marche,Italy,Europe,M,FO,VH,A,5.9,601+,2.8,601+,10.1,701+,48.4,275,4.9,701+,6.3,701+,77.7,366,1.9,701+,6.4,701+,,751-760,Range,universita politecnica delle marche,italy,C047,U1025
751-760,801-850,University of Calcutta,India,Asia,L,CO,VH,A,17.1,529,6.5,601+,5.5,701+,21.4,539,24.7,541,1.1,701+,56.0,677,49.8,256,1.5,701+,,751-760,Range,university of calcutta,india,C041,U1107
751-760,791-800,University of Engineering & Technology (UET) Lahore,Pakistan,Asia,L,SP,VH,A,10.0,601+,43.2,212,18.0,701+,6.7,701+,1.1,701+,1.8,701+,41.6,701+,47.7,269,7.5,701+,,751-760,Range,university of engineering technology uet lahore,pakistan,C069,U1150
751-760,851-900,University of Malta,Malta,Europe,M,FC,HI,A,6.1,601+,4.6,601+,31.7,498,7.2,701+,18.0,624,19.2,562,75.9,391,95.9,45,1.9,701+,,751-760,Range,university of malta,malta,C060,U1212
751-760,851-900,University of Messina (UniME),Italy,Europe,L,FC,VH,A,8.4,601+,2.3,601+,14.2,701+,36.7,372,1.3,701+,6.0,701+,75.6,394,1.6,701+,36.6,393=,,751-760,Range,university of messina unime,italy,C047,U1221
761-770,731-740,"Adam Mickiewicz University, Poznan",Poland,Europe,L,CO,VH,A,16.0,553,9.1,601+,33.3,473,4.8,701+,7.7,701+,8.3,701+,86.7,218,7.5,701+,31.6,432=,,761-770,Range,adam mickiewicz university poznan,poland,C075,U0008
761-770,801-850,Bangladesh University of Engineering and Technology,Bangladesh,Asia,M,SP,VH,A,16.9,534,36.6,256,13.6,701+,14.9,640,,,1.0,701+,25.1,701+,22.2,518,1.2,701+,,761-770,Range,bangladesh university of engineering and technology,bangladesh,C007,U0070
761-770,851-900,King Faisal University,Saudi Arabia,Asia,L,FC,HI,A,16.4,545,12.7,601+,14.5,701+,2.7,701+,98.0,121,3.9,701+,59.3,640,8.7,701+,1.5,701+,,761-770,Range,king faisal university,saudi arabia,C081,U0392
761-770,801-850,Nanjing University of Aeronautics and Astronautics,China (Mainland),Asia,XL,FO,VH,A,5.5,601+,3.4,601+,12.4,701+,57.8,213,5.3,701+,3.0,701+,39.7,701+,1.4,701+,1.6,701+,,761-770,Range,nanjing university of aeronautics and astronautics,china (mainland),C017,U0497
761-770,691-700,University of Cincinnati,United States,Americas,XL,FC,VH,A,11.0,601+,6.0,601+,19.4,687,22.9,521,4.3,701+,12.4,670,69.0,499,25.3,462,22.5,510=,,761-770,Range,university of cincinnati,united states,C102,U1126
761-770,721-730,"University of Colorado, Denver",United States,Americas,L,FC,HI,A,8.2,601+,6.1,601+,100.0,5,3.6,701+,3.4,701+,8.1,701+,45.7,701+,5.6,701+,3.8,701+,,761-770,Range,university of colorado denver,united states,C102,U1131
761-770,791-800,University of Patras,Greece,Europe,L,FC,VH,A,11.7,601+,17.1,502,2.7,701+,27.0,475,1.4,701+,4.8,701+,60.6,626,3.7,701+,44.9,338=,,761-770,Range,university of patras,greece,C035,U1268
771-780,851-900,Addis Ababa University,Ethiopia,Africa,XL,CO,HI,,6.4,601+,9.3,601+,58.8,249,1.7,701+,,,,,55.2,694,95.5,49,3.3,701+,,771-780,Range,addis ababa university,ethiopia,C029,U0009
771-780,731-740,Bournemouth University,United Kingdom,Europe,L,CO,HI,A,5.8,601+,6.4,601+,6.1,701+,16.4,617,80.3,237,47.1,312,72.6,445,4.8,701+,5.3,701+,,771-780,Range,bournemouth university,united kingdom,C101,U0102
771-780,701-710,Chiba University,Japan,Asia,L,FC,VH,A,16.6,542,8.5,601+,66.1,197,8.8,701+,7.5,701+,4.3,701+,28.9,701+,3.8,701+,8.7,695,,771-780,Range,chiba university,japan,C048,U0138
771-780,801-850,China University of Geosciences,China (Mainland),Asia,L,FO,VH,A,5.1,601+,1.4,601+,53.6,284,31.8,415,1.5,701+,2.7,701+,67.0,523,1.4,701+,4.0,701+,,771-780,Range,china university of geosciences,china (mainland),C017,U0140
771-780,681-690,Colegio de México,Mexico,Americas,S,SP,VH,A,14.9,584,2.5,601+,100.0,1,1.7,701+,8.5,701+,16.4,596,9.6,701+,3.2,701+,1.0,701+,,771-780,Range,colegio de méxico,mexico,C061,U0161
771-780,661-670,Holy Spirit University of Kaslik,Lebanon,Asia,M,FO,HI,B,6.7,601+,6.4,601+,62.3,226,2.1,701+,98.9,108,37.8,372,6.5,701+,5.7,701+,1.1,701+,,771-780,Range,holy spirit university of kaslik,lebanon,C055,U0280
771-780,711-720,Universidad del Rosario,Colombia,Americas,M,FC,HI,B,15.8,558,28.5,335,24.2,607,2.5,701+,7.2,701+,2.7,701+,31.8,701+,41.1,312,24.5,492=,,771-780,Range,universidad del rosario,colombia,C018,U0930
771-780,951-1000,Université de Tunis El Manar,Tunisia,Africa,L,FC,VH,A,9.4,601+,4.3,601+,26.0,573,5.1,701+,39.5,421,7.8,701+,82.1,288,54.1,230,16.3,570=,,771-780,Range,université de tunis el manar,tunisia,C096,U1424
771-780,711-720,"University of Maryland, Baltimore County",United States,Americas,L,FC,HI,A,10.2,601+,6.8,601+,14.1,701+,13.5,659,49.8,367,25.8,469,45.0,701+,4.5,701+,57.7,276=,,771-780,Range,university of maryland baltimore county,united states,C102,U1215
771-780,801-850,University of Pecs,Hungary,Europe,L,FC,HI,A,14.3,601+,11.9,601+,41.4,377,2.8,701+,9.3,701+,64.3,233,40.3,701+,4.0,701+,11.3,636=,,771-780,Range,university of pecs,hungary,C039,U1269
771-780,801-850,Verona University,Italy,Europe,L,FO,VH,A,9.1,601+,2.7,601+,4.1,701+,41.6,333,4.5,701+,4.2,701+,71.0,468,3.1,701+,22.5,510=,,771-780,Range,verona university,italy,C047,U1448
781-790,801-850,Babes-Bolyai University,Romania,Europe,XL,CO,VH,A,15.5,569,19.5,463,5.3,701+,4.4,701+,7.8,701+,3.8,701+,80.1,321,26.7,445,42.7,354,,781-790,Range,babesbolyai university,romania,C079,U0065
781-790,751-760,Kasetsart University,Thailand,Asia,XL,CO,VH,A,25.2,350,18.6,475,6.5,701+,2.5,701+,4.3,701+,1.3,701+,51.9,701+,18.5,593,33.9,415,,781-790,Range,kasetsart university,thailand,C095,U0372
781-790,,National University of Uzbekistan,Uzbekistan,Asia,L,FO,HI,A,25.5,347,15.8,540,5.2,701+,1.3,701+,89.0,197,2.5,701+,11.8,701+,20.4,559,1.4,701+,,781-790,Range,national university of uzbekistan,uzbekistan,C104,U0531
781-790,901-950,Qassim University,Saudi Arabia,Asia,XL,FC,HI,A,10.6,601+,5.0,601+,33.9,465,1.8,701+,98.3,117,7.9,701+,68.3,511,2.4,701+,9.3,683=,,781-790,Range,qassim university,saudi arabia,C081,U0609
781-790,801-850,Texas Tech University,United States,Americas,XL,FC,HI,A,10.9,601+,10.6,601+,6.2,701+,11.3,701+,36.6,436,9.6,701+,70.5,478,13.7,701+,55.4,285=,,781-790,Range,texas tech university,united states,C102,U0766
781-790,641-650,The New School,United States,Americas,M,FO,VH,B,15.2,580,8.2,601+,41.1,381,2.6,701+,5.7,701+,92.3,106,19.6,701+,13.5,701+,1.0,701+,,781-790,Range,the new school,united states,C102,U0783
781-790,761-770,Universidad de Belgrano,Argentina,Americas,M,CO,LO,B,9.4,601+,12.7,601+,86.6,100,1.0,701+,5.4,701+,24.1,490,2.5,701+,37.4,343,,,,781-790,Range,universidad de belgrano,argentina,C001,U0877
781-790,801-850,Universidade Federal de Santa Catarina,Brazil,Americas,XL,FC,VH,A,19.3,465,4.8,601+,19.2,693,8.5,701+,4.1,701+,2.2,701+,62.1,604,17.3,614,52.1,305=,,781-790,Range,universidade federal de santa catarina,brazil,C012,U1007
781-790,801-850,University of Latvia,Latvia,Europe,L,FC,HI,A,11.5,601+,16.7,515,5.9,701+,5.3,701+,12.1,701+,5.1,701+,71.5,460,90.4,75,9.8,672=,,781-790,Range,university of latvia,latvia,C054,U1199
781-790,691-700,University of Mons,Belgium,Europe,M,CO,VH,A,7.1,601+,7.0,601+,3.4,701+,37.3,369,35.0,458,33.7,400,43.7,701+,6.1,701+,1.6,701+,,781-790,Range,university of mons,belgium,C009,U1234
