RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score,RANK_2025_Original,Rank_Type,University_Name_Standardized,Country_Standardized,Country_ID,University_ID
531,571,Indian Institute of Technology (BHU) Varanasi,India,Asia,M,FO,VH,A,5.5,601+,5.9,601+,3.9,701+,95.0,48,1.4,701+,1.1,701+,24.5,701+,6.5,701+,10.1,661=,23.1,531,Exact,indian institute of technology bhu varanasi,india,C041,U0302
531,641-650,University of Bradford,United Kingdom,Europe,M,CO,VH,A,9.1,601+,7.1,601+,6.8,701+,21.7,534,68.5,290,97.6,75,66.0,539,34.3,368,40.7,362,23.1,531,Exact,university of bradford,united kingdom,C101,U1100
531,441,University of Utah,United States,Americas,XL,FC,VH,A,15.7,561,6.3,601+,50.0,309,30.5,431,15.5,659,10.3,701+,80.5,313,17.4,608,24.5,492=,23.1,531,Exact,university of utah,united states,C102,U1352
534,540,Universidad Nacional de La Plata (UNLP),Argentina,Americas,XL,FC,HI,A,40.8,208,19.2,466,28.4,547,1.9,701+,5.3,701+,22.6,507,55.4,689,27.3,438,2.2,701+,23,534,Exact,universidad nacional de la plata unlp,argentina,C001,U0955
535,540,Lahore University of Management Sciences (LUMS),Pakistan,Asia,S,CO,VH,B,17.2,526,73.2,93,27.1,560,7.4,701+,12.2,701+,1.8,701+,19.5,701+,37.0,345,1.1,701+,22.9,535,Exact,lahore university of management sciences lums,pakistan,C069,U0423
535,548,Northumbria University at Newcastle,United Kingdom,Europe,L,CO,VH,A,10.9,601+,10.8,601+,11.8,701+,15.8,622,70.7,281,56.2,267,78.4,350,14.0,691,75.3,184=,22.9,535,Exact,northumbria university at newcastle,united kingdom,C101,U0544
535,465,University of Bordeaux,France,Europe,XL,FO,VH,A,31.3,284,5.5,601+,11.5,701+,17.6,588,27.1,517,23.3,500,92.9,120,16.7,620,20.1,530=,22.9,535,Exact,university of bordeaux,france,C031,U1099
535,548,University of Eastern Finland,Finland,Europe,L,CO,VH,A,13.8,601+,7.6,601+,43.7,357,18.4,576,37.4,431,5.2,701+,86.4,224,4.2,701+,78.6,164=,22.9,535,Exact,university of eastern finland,finland,C030,U1148
539,582,Applied Science University - Bahrain,Bahrain,Asia,S,FO,VH,B,23.5,377,25.0,380,39.3,398,2.0,701+,100.0,17,46.8,313,13.3,701+,11.3,701+,1.7,701+,22.8,539,Exact,applied science university bahrain,bahrain,C006,U0047
539,481,Hitotsubashi University,Japan,Asia,M,SP,VH,A,14.4,601+,73.0,94,30.8,510,2.1,701+,19.8,600,20.0,539,7.5,701+,51.9,242,1.1,701+,22.8,539,Exact,hitotsubashi university,japan,C048,U0277
539,586,Sunway University,Malaysia,Asia,S,CO,VH,B,13.0,601+,39.2,240,44.0,355,10.3,701+,35.9,443,33.2,404,51.1,701+,3.9,701+,27.3,468=,22.8,539,Exact,sunway university,malaysia,C059,U0727
539,563,Université de Fribourg,Switzerland,Europe,M,CO,VH,A,10.3,601+,3.0,601+,7.5,701+,25.4,493,99.9,84,38.3,368,58.3,654,40.6,314,51.8,310=,22.8,539,Exact,université de fribourg,switzerland,C092,U1408
539,534,University of Salamanca,Spain,Europe,L,FC,VH,A,26.9,328,14.6,567,26.0,570,6.2,701+,6.9,701+,14.9,625,80.0,322,23.4,484,69.5,223=,22.8,539,Exact,university of salamanca,spain,C088,U1288
544,523,Universidad de Zaragoza,Spain,Europe,L,FC,VH,A,21.3,413,5.1,601+,56.1,262,7.0,701+,4.5,701+,9.0,701+,89.5,174,10.7,701+,77.1,175,22.7,544,Exact,universidad de zaragoza,spain,C088,U0924
544,582,Universidad Pontificia Comillas,Spain,Europe,M,FO,VH,B,8.3,601+,71.6,97,38.3,415,2.2,701+,18.7,616,5.0,701+,9.0,701+,85.4,100,7.1,701+,22.7,544,Exact,universidad pontificia comillas,spain,C088,U0975
547,621-630,Northwestern Polytechnical University,China (Mainland),Asia,XL,CO,VH,A,5.8,601+,3.2,601+,44.8,345,63.8,178,16.7,643,5.2,701+,53.4,701+,6.6,701+,2.4,701+,22.6,547,Exact,northwestern polytechnical university,china (mainland),C017,U0548
547,,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,Asia,M,FO,VH,A,30.6,290,19.9,456,79.0,144,2.2,701+,26.3,522,4.1,701+,8.6,701+,15.1,659,9.5,678=,22.6,547,Exact,tashkent institute of irrigation and agricultural mechanization engineers national research university tiiamenru,uzbekistan,C104,U0743
547,530,University of Genoa,Italy,Europe,L,FC,VH,A,18.8,479,4.9,601+,12.7,701+,43.7,314,5.4,701+,9.2,701+,81.2,304,10.5,701+,39.5,371=,22.6,547,Exact,university of genoa,italy,C047,U1156
547,1201-1400,University of Iceland,Iceland,Europe,M,CO,VH,,6.8,601+,2.5,601+,99.9,21,6.7,701+,25.7,525,10.3,701+,73.5,427,83.2,108,5.9,701+,22.6,547,Exact,university of iceland,iceland,C040,U1177
547,641-650,University of Windsor,Canada,Americas,L,CO,VH,A,3.9,601+,3.9,601+,2.2,701+,36.2,378,88.7,199,83.8,159,51.1,701+,25.8,458,38.5,381=,22.6,547,Exact,university of windsor,canada,C015,U1364
261,290,United Arab Emirates University,United Arab Emirates,Asia,M,FC,VH,A,30.1,295,38.3,247,49.8,312,16.6,612,100.0,19,34.2,396,86.2,230,82.0,111,36.6,393=,39.4,261,Exact,united arab emirates university,united arab emirates,C100,U0839
552,,University of Tabriz,"Iran, Islamic Republic of",Asia,L,CO,VH,A,5.9,601+,5.0,601+,3.4,701+,81.7,104,1.5,701+,6.8,701+,71.8,453,5.3,701+,1.2,701+,22.5,552,Exact,university of tabriz,"iran, islamic republic of",C043,U1322
554,551,Hasselt University,Belgium,Europe,M,FO,VH,A,5.8,601+,3.3,601+,82.1,120,15.4,630,74.2,268,25.3,476,69.6,490,2.4,701+,26.8,473=,22.4,554,Exact,hasselt university,belgium,C009,U0273
554,731-740,Jordan University of Science & Technology,Jordan,Asia,M,CO,VH,A,21.0,419,30.7,306,18.8,701+,5.6,701+,38.2,425,67.7,218,55.5,685,4.3,701+,24.5,492=,22.4,554,Exact,jordan university of science technology,jordan,C049,U0360
554,538,Universiti Utara Malaysia (UUM),Malaysia,Asia,M,SP,VH,A,22.0,402,25.4,373,38.8,406,8.2,701+,19.4,609,79.3,173,34.1,701+,12.3,701+,5.3,701+,22.4,554,Exact,universiti utara malaysia uum,malaysia,C059,U1070
554,691-700,University of Dhaka,Bangladesh,Asia,XL,FC,HI,A,23.0,390,45.6,201,11.2,701+,2.9,701+,1.6,701+,1.0,701+,52.0,701+,93.7,59,11.8,623=,22.4,554,Exact,university of dhaka,bangladesh,C007,U1143
554,542,University Ulm,Germany,Europe,M,FO,VH,A,7.4,601+,5.5,601+,78.5,147,31.2,422,39.6,420,21.0,528,61.1,615,2.9,701+,2.1,701+,22.4,554,Exact,university ulm,germany,C033,U1378
559,534,Peter the Great St. Petersburg Polytechnic University,Russia,Europe,L,CO,VH,A,16.0,551,10.9,601+,74.3,171,2.9,701+,14.1,681,84.0,157,64.7,562,4.9,701+,11.2,642=,22.3,559,Exact,peter the great st petersburg polytechnic university,russia,C080,U0576
559,498,Ulster University,United Kingdom,Europe,L,CO,VH,A,8.1,601+,11.3,601+,9.6,701+,11.5,701+,99.8,91,77.6,182,73.4,431,6.8,701+,62.2,254=,22.3,559,Exact,ulster university,united kingdom,C101,U0835
559,601-610,Umm Al-Qura University,Saudi Arabia,Asia,XL,FC,HI,A,20.7,423,12.8,601+,54.7,279,2.2,701+,100.0,80,16.0,606,59.7,635,6.7,701+,3.1,701+,22.3,559,Exact,umm alqura university,saudi arabia,C081,U0837
562,452,Université Claude Bernard Lyon 1,France,Europe,XL,FC,VH,A,18.1,502,3.7,601+,7.9,701+,48.3,276,7.4,701+,12.0,681,93.7,106,12.4,701+,11.0,644=,22.2,562,Exact,université claude bernard lyon 1,france,C031,U1404
562,525,Universiti Teknologi Brunei,Brunei,Asia,S,FO,VH,A,15.4,570,6.3,601+,88.5,92,9.9,701+,100.0,63,5.8,701+,15.9,701+,14.7,671,1.4,701+,22.2,562,Exact,universiti teknologi brunei,brunei,C013,U1063
564,701-710,Eötvös Loránd University,Hungary,Europe,L,CO,VH,A,23.3,382,22.6,414,10.7,701+,6.1,701+,5.2,701+,11.0,701+,71.3,464,60.9,198,61.9,258=,22.1,564,Exact,eötvös loránd university,hungary,C039,U0223
565,600,Nanjing University of Science and Technology,China (Mainland),Asia,L,FO,VH,A,5.7,601+,2.5,601+,8.9,701+,89.3,78,,,,,38.7,701+,3.7,701+,2.3,701+,22,565,Exact,nanjing university of science and technology,china (mainland),C017,U0498
565,444,University of Connecticut,United States,Americas,L,FC,VH,A,14.4,600,8.1,601+,18.2,701+,29.8,438,27.4,514,19.4,556,88.0,198,23.3,487,37.6,388=,22,565,Exact,university of connecticut,united states,C102,U1132
567,571,Chiang Mai University,Thailand,Asia,XL,FC,HI,A,34.8,252,17.1,501,17.3,701+,4.2,701+,4.8,701+,4.2,701+,62.5,596,19.1,578,56.1,282=,21.9,567,Exact,chiang mai university,thailand,C095,U0137
567,577,Lebanese University,Lebanon,Asia,XL,FC,HI,A,29.0,304,34.4,274,10.1,701+,2.2,701+,43.8,402,29.5,435,43.7,701+,29.9,418,5.8,701+,21.9,567,Exact,lebanese university,lebanon,C055,U0428
567,526,MGIMO University,Russia,Europe,M,CO,HI,A,9.8,601+,25.4,372,100.0,18,1.3,701+,11.3,701+,41.3,346,5.7,701+,60.0,204,1.0,701+,21.9,567,Exact,mgimo university,russia,C080,U0472
570,556,"University of Chemistry and Technology, Prague",Czech Republic,Europe,S,FO,VH,A,5.6,601+,9.3,601+,98.4,44,13.5,661,23.9,547,78.4,179,34.9,701+,4.2,701+,3.4,701+,21.8,570,Exact,university of chemistry and technology prague,czech republic,C023,U1124
570,601-610,University of Szeged,Hungary,Europe,L,FC,HI,B,18.5,491,16.8,510,37.0,434,4.8,701+,11.8,701+,41.2,347,73.1,440,15.0,663,61.9,258=,21.8,570,Exact,university of szeged,hungary,C039,U1321
570,741-750,University of the Punjab,Pakistan,Asia,XL,CO,VH,A,15.6,566,52.2,162,4.5,701+,11.6,701+,3.2,701+,1.3,701+,62.2,603,81.4,118,4.3,701+,21.8,570,Exact,university of the punjab,pakistan,C069,U1336
573,461,Florida State University,United States,Americas,XL,FC,VH,A,25.6,346,18.1,485,7.2,701+,24.8,500,10.0,701+,4.2,701+,71.9,452,18.4,595,26.8,473=,21.6,573,Exact,florida state university,united states,C102,U0231
574,556,Florida International University,United States,Americas,XL,FC,VH,A,15.3,573,22.5,417,11.8,701+,12.6,680,20.3,593,12.9,661,86.7,217,16.6,621,81.2,148=,21.5,574,Exact,florida international university,united states,C102,U0230
574,671-680,University of Debrecen,Hungary,Europe,L,FC,HI,A,17.9,505,13.9,588,34.0,464,3.9,701+,10.6,701+,70.0,209,76.7,385,21.4,537,39.5,371=,21.5,574,Exact,university of debrecen,hungary,C039,U1137
576,586,National Research Tomsk Polytechnic University,Russia,Europe,M,FO,VH,A,8.9,601+,8.4,601+,95.1,61,3.7,701+,10.9,701+,82.8,163,62.7,592,2.0,701+,7.1,701+,21.4,576,Exact,national research tomsk polytechnic university,russia,C080,U0513
576,509,Sogang University,South Korea,Asia,M,CO,VH,B,17.5,516,45.5,202,56.7,260,5.1,701+,7.1,701+,19.6,552,13.8,701+,16.0,635,17.7,557=,21.4,576,Exact,sogang university,south korea,C087,U0692
576,651-660,Southern Cross University,Australia,Oceania,M,CO,VH,A,4.4,601+,2.8,601+,2.9,701+,46.3,299,81.1,234,44.8,327,44.2,701+,4.8,701+,48.2,327,21.4,576,Exact,southern cross university,australia,C003,U0704
576,567,Universidad Adolfo Ibáñez,Chile,Americas,M,SP,VH,B,20.6,428,57.0,141,4.7,701+,4.6,701+,36.9,433,3.9,701+,31.5,701+,53.3,237,2.0,701+,21.4,576,Exact,universidad adolfo ibáñez,chile,C016,U0841
580,601-610,Jawaharlal Nehru University,India,Asia,M,CO,VH,A,31.0,287,14.4,571,10.0,701+,28.9,448,,,1.3,701+,47.4,701+,14.7,672,19.7,537=,21.3,580,Exact,jawaharlal nehru university,india,C041,U0351
580,631-640,Jinan University (China),China (Mainland),Asia,XL,FC,VH,A,5.2,601+,2.7,601+,8.9,701+,52.7,244,34.0,470,83.1,162,52.8,701+,6.5,701+,3.1,701+,21.3,580,Exact,jinan university china,china (mainland),C017,U0356
580,621-630,Management and Science University,Malaysia,Asia,S,FO,VH,C,15.1,581,18.1,487,40.2,389,1.8,701+,97.3,126,99.4,51,12.1,701+,4.2,701+,1.2,701+,21.3,580,Exact,management and science university,malaysia,C059,U0455
580,556,Politecnico di Bari,Italy,Europe,S,SP,VH,A,6.9,601+,4.8,601+,11.3,701+,76.5,129,4.6,701+,7.2,701+,46.6,701+,3.5,701+,1.3,701+,21.3,580,Exact,politecnico di bari,italy,C047,U0580
580,511,Université Paul Sabatier Toulouse III,France,Europe,L,FO,VH,A,17.7,510,3.4,601+,38.5,411,28.0,465,5.1,701+,21.5,521,98.5,18,6.0,701+,10.3,658=,21.3,580,Exact,université paul sabatier toulouse iii,france,C031,U1435
585,621-630,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia,Asia,L,FO,VH,A,17.3,519,48.9,184,47.8,325,1.6,701+,47.5,376,5.3,701+,12.0,701+,13.0,701+,16.1,577=,21.2,585,Exact,institut teknologi sepuluh nopember its surabaya,indonesia,C042,U0319
585,545,Singapore Management University,Singapore,Asia,M,SP,VH,A,12.3,601+,14.2,578,10.2,701+,18.8,572,100.0,46,58.9,251,20.8,701+,27.1,443,26.3,478=,21.2,585,Exact,singapore management university,singapore,C083,U0686
587,567,Bond University,Australia,Oceania,S,FO,VH,B,4.3,601+,4.6,601+,47.8,326,28.8,450,70.4,283,86.6,144,26.5,701+,8.4,701+,1.0,701+,21.1,587,Exact,bond university,australia,C003,U0099
587,771-780,Shoolini University of Biotechnology and Management Sciences,India,Asia,S,CO,VH,B,10.0,601+,14.9,561,8.1,701+,55.9,224,33.3,476,1.7,701+,44.8,701+,2.0,701+,16.3,570=,21.1,587,Exact,shoolini university of biotechnology and management sciences,india,C041,U0679
587,514,The University of Georgia,United States,Americas,XL,FC,VH,A,20.6,427,18.6,473,9.8,701+,24.4,504,6.7,701+,4.5,701+,83.7,267,21.5,531,30.7,440=,21.1,587,Exact,the university of georgia,united states,C102,U0791
587,555,Universiti Teknologi MARA - UiTM,Malaysia,Asia,XL,FC,VH,A,30.8,288,40.4,234,17.6,701+,2.8,701+,1.7,701+,2.1,701+,68.6,503,3.6,701+,15.2,590=,21.1,587,Exact,universiti teknologi mara uitm,malaysia,C059,U1065
587,621-630,University of Kwazulu-Natal,South Africa,Africa,XL,FC,VH,A,12.6,601+,10.2,601+,5.5,701+,24.5,503,24.5,544,1.6,701+,93.7,107,71.2,154,37.9,386=,21.1,587,Exact,university of kwazulunatal,south africa,C086,U1196
592,721-730,Ain Shams University,Egypt,Africa,XL,FC,VH,A,24.0,364,32.2,292,11.3,701+,1.9,701+,23.1,557,7.5,701+,74.2,418,56.3,219,9.8,672=,21,592,Exact,ain shams university,egypt,C027,U0012
592,595,Nottingham Trent University,United Kingdom,Europe,XL,CO,HI,A,10.6,601+,15.1,557,10.6,701+,5.1,701+,57.1,333,74.0,193,84.6,254,12.0,701+,64.1,245=,21,592,Exact,nottingham trent university,united kingdom,C101,U0552
592,514,Universität Bremen,Germany,Europe,L,CO,VH,A,18.5,490,7.7,601+,13.1,701+,24.4,505,46.9,382,26.4,460,89.1,182,1.8,701+,19.9,535=,21,592,Exact,universität bremen,germany,C033,U1389
595,542,ITMO University,Russia,Europe,M,FO,VH,A,10.5,601+,13.0,601+,95.5,59,5.4,701+,20.3,592,36.2,382,65.3,550,1.9,701+,1.2,701+,20.9,595,Exact,itmo university,russia,C080,U0341
596,600,Thammasat University,Thailand,Asia,L,FC,HI,A,24.6,355,19.4,465,26.6,564,2.1,701+,9.1,701+,1.7,701+,41.0,701+,84.6,103,33.6,416=,20.8,596,Exact,thammasat university,thailand,C095,U0767
596,661-670,Universitas Padjadjaran,Indonesia,Asia,XL,FO,VH,A,19.0,476,41.6,228,41.4,378,1.4,701+,34.8,460,2.2,701+,19.6,701+,33.4,381,21.3,521=,20.8,596,Exact,universitas padjadjaran,indonesia,C042,U1034
596,491,University of Iowa,United States,Americas,L,FC,VH,A,18.4,493,8.7,601+,41.7,372,19.1,568,15.5,660,3.7,701+,75.6,396,26.6,446,20.8,527=,20.8,596,Exact,university of iowa,united states,C102,U1184
596,621-630,University of Ljubljana,Slovenia,Europe,XL,FC,VH,A,19.9,451,9.2,601+,33.3,474,5.9,701+,4.2,701+,9.7,701+,84.8,249,97.6,32,4.9,701+,20.8,596,Exact,university of ljubljana,slovenia,C085,U1207
596,520,University of Texas Dallas,United States,Americas,L,FC,VH,A,13.1,601+,15.9,537,3.4,701+,43.3,317,9.7,701+,47.4,309,60.4,630,4.9,701+,9.5,678=,20.8,596,Exact,university of texas dallas,united states,C102,U1330
601-610,661-670,Ca' Foscari University of Venice,Italy,Europe,L,CO,VH,A,19.6,456,15.8,539,5.7,701+,12.7,675,42.0,408,8.9,701+,64.6,564,12.3,701+,74.5,193=,,601-610,Range,ca foscari university of venice,italy,C047,U0112
601-610,469,Illinois Institute of Technology,United States,Americas,M,FO,VH,B,12.8,601+,11.0,601+,14.1,701+,35.9,379,19.2,610,97.3,77,18.9,701+,12.2,701+,1.6,701+,,601-610,Range,illinois institute of technology,united states,C102,U0294
