university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024
École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),école nationale supérieure de biotechnologie taoufik khaznadar (ensb),Algeria,algeria,,,,,,,,15.1,0.0,78.0
École Nationale Supérieure d’Informatique (ESI),école nationale supérieure d’informatique (esi),Algeria,algeria,,,,,,,,9.8,0.0,50.0
École Nationale Supérieure de Management Koléa,école nationale supérieure de management koléa,Algeria,algeria,,,,,,,,16.4,0.0,67.0
École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),école nationale supérieure des sciences de la mer et de l’aménagement du littoral (enssmal),Algeria,algeria,,,,,,,,12.0,0.0,51.0
École Nationale Supérieure Vétérinaire d’Alger,école nationale supérieure vétérinaire d’alger,Algeria,algeria,,,,,,,,8.5,0.0,55.0
École National Polytechnique de Constantine,école national polytechnique de constantine,Algeria,algeria,,,,,,,,13.4,0.0,41.0
École Normale Supérieure de Béchar,école normale supérieure de béchar,Algeria,algeria,,,,,,,,6.5,0.0,100.0
École Normale Supérieure de Bouzaréah,école normale supérieure de bouzaréah,Algeria,algeria,,,,,,,,15.1,0.0,91.0
École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),école normale supérieure el katiba assia djebar constantine (ensc),Algeria,algeria,,,,,,,,14.3,0.0,93.0
École Normale Supérieure de Kouba,école normale supérieure de kouba,Algeria,algeria,,,,,,,,10.1,0.0,84.0
École Normale Supérieure de Laghouat,école normale supérieure de laghouat,Algeria,algeria,,,,,,,,17.4,0.0,77.0
École Normale Supérieure d’Oran,école normale supérieure d’oran,Algeria,algeria,,,,,,,,10.6,5.0,92.0
École Polytechnique d’Architecture et d’Urbanisme,école polytechnique d’architecture et d’urbanisme,Algeria,algeria,,,,,,,,10.3,0.0,65.0
École Supérieure de Comptabilité et de Finances de Constantine,école supérieure de comptabilité et de finances de constantine,Algeria,algeria,,,,,,,,15.1,0.0,81.0
École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,école supérieure en informatique 8 mai 1945 de sidi-bel-abbès,Algeria,algeria,,,,,,,,17.6,0.0,34.0
École Supérieure en Sciences Appliquées de Tlemcen,école supérieure en sciences appliquées de tlemcen,Algeria,algeria,,,,,,,,8.8,0.0,45.0
École Supérieure en Sciences Biologiques d’Oran (ESSBO),école supérieure en sciences biologiques d’oran (essbo),Algeria,algeria,,,,,,,,14.1,0.0,83.0
École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),école supérieure en sciences et technologies de l’informatique et du numérique (estin),Algeria,algeria,,,,,,,,17.3,0.0,53.0
University of Economics – Varna,university of economics – varna,Bulgaria,bulgaria,,,,,,,,36.4,4.0,60.0
Edo State University Uzairue,edo state university uzairue,Nigeria,nigeria,,,,,,,,15.4,0.0,51.0
Edwin Clark University,edwin clark university,Nigeria,nigeria,,,,,,,,9.9,0.0,60.0
Effat University,effat university,Saudi Arabia,saudi arabia,,,,,,,,11.6,34.0,99.0
Egerton University,egerton university,Kenya,kenya,,,,,,,,55.1,1.0,36.0
Egyptian Russian University,egyptian russian university,Egypt,egypt,,,,,,,,13.0,2.0,40.0
Elizade University,elizade university,Nigeria,nigeria,,,,,,,,9.6,0.0,45.0
University of El Oued,university of el oued,Algeria,algeria,,,,,,,,33.3,0.0,57.0
Emir Abdelkader University of Islamic Sciences,emir abdelkader university of islamic sciences,Algeria,algeria,,,,,,,,19.6,0.0,73.0
"Institute of Engineering, Technical and Transport Communications of Turkmenistan","institute of engineering, technical and transport communications of turkmenistan",Turkmenistan,turkmenistan,,,,,,,,14.2,1.0,38.0
Escola Superior de Enfermagem do Porto (ESEP),escola superior de enfermagem do porto (esep),Portugal,portugal,,,,,,,,9.4,0.0,85.0
Escuela Superior Politécnica de Chimborazo,escuela superior politécnica de chimborazo,Ecuador,ecuador,,,,,,,,21.4,0.0,50.0
ESIC University,esic university,Spain,spain,,,,,,,,19.6,10.0,45.0
Eskişehir Technical University,eskişehir technical university,Turkey,turkey,,,,,,,,21.6,2.0,41.0
Universidade Estadual do Maranhão,universidade estadual do maranhão,Brazil,brazil,,,,,,,,16.0,0.0,61.0
Universidade Estadual do Norte do Paraná (UENP),universidade estadual do norte do paraná (uenp),Brazil,brazil,,,,,,,,7.5,0.0,59.0
European University,european university,Georgia,georgia,,,,,,,,1.6,73.0,40.0
European University of Armenia,european university of armenia,Armenia,armenia,,,,,,,,8.4,7.0,46.0
European University Cyprus,european university cyprus,Cyprus,cyprus,,,,,,,,19.5,54.0,58.0
European University of Tunis,european university of tunis,Tunisia,tunisia,,,,,,,,3.9,15.0,48.0
"Evangel University, Akaeze","evangel university, akaeze",Nigeria,nigeria,,,,,,,,7.7,0.0,57.0
Falmouth University,falmouth university,United Kingdom,united kingdom,,,,,,,,16.6,13.0,56.0
Federal University of Kashere,federal university of kashere,Nigeria,nigeria,,,,,,,,21.5,0.0,29.0
Federal University of Latin American Integration (UNILA),federal university of latin american integration (unila),Brazil,brazil,,,,,,,,16.1,32.0,51.0
Federal University of Paraí­ba (UFPB),federal university of paraí­ba (ufpb),Brazil,brazil,,,,,,,,13.9,0.0,0.0
"Federal University of Petroleum Resources, Effurun","federal university of petroleum resources, effurun",Nigeria,nigeria,,,,,,,,40.0,0.0,17.0
"Federal University of Technology, Minna","federal university of technology, minna",Nigeria,nigeria,,,,,,,,25.7,0.0,23.0
"Federal University of Technology, Owerri","federal university of technology, owerri",Nigeria,nigeria,,,,,,,,19.2,0.0,30.0
Fergana Medical Institute of Public Health,fergana medical institute of public health,Uzbekistan,uzbekistan,,,,,,,,15.8,2.0,49.0
Fergana Polytechnic Institute,fergana polytechnic institute,Uzbekistan,uzbekistan,,,,,,,,25.1,0.0,20.0
Fergana State University,fergana state university,Uzbekistan,uzbekistan,,,,,,,,20.0,1.0,62.0
Finis Terrae University,finis terrae university,Chile,chile,,,,,,,,8.4,2.0,60.0
Forman Christian College,forman christian college,Pakistan,pakistan,,,,,,,,18.3,0.0,46.0
Fountain University,fountain university,Nigeria,nigeria,,,,,,,,10.7,0.0,59.0
University of Franca,university of franca,Brazil,brazil,,,,,,,,107.3,0.0,57.0
Francisk Skorina Gomel State University,francisk skorina gomel state university,Belarus,belarus,,,,,,,,11.2,11.0,51.0
Fukushima University,fukushima university,Japan,japan,,,,,,,,8.3,2.0,53.0
Future University in Egypt,future university in egypt,Egypt,egypt,,,,,,,,9.9,11.0,43.0
University of Gafsa,university of gafsa,Tunisia,tunisia,,,,,,,,15.4,0.0,10.0
Gangadhar Meher University,gangadhar meher university,India,india,,,,,,,,63.0,0.0,53.0
University of Garmian,university of garmian,Iraq,iraq,,,,,,,,9.9,0.0,69.0
General Sir John Kotelawala Defence University,general sir john kotelawala defence university,Sri Lanka,sri lanka,,,,,,,,16.7,2.0,51.0
University of Ghardaia,university of ghardaia,Algeria,algeria,,,,,,,,29.5,0.0,48.0
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,ghulam ishaq khan institute of engineering sciences and technology,Pakistan,pakistan,,,,,,,,18.7,0.0,12.0
Glasgow School of Art,glasgow school of art,United Kingdom,united kingdom,,,,,,,,15.6,41.0,67.0
Gomel State Medical University,gomel state medical university,Belarus,belarus,,,,,,,,8.3,24.0,70.0
The Government Sadiq College Women University Bahawalpur,the government sadiq college women university bahawalpur,Pakistan,pakistan,,,,,,,,68.8,0.0,100.0
Government College Women University Faisalabad,government college women university faisalabad,Pakistan,pakistan,,,,,,,,56.3,0.0,100.0
"Government College Women University, Sialkot","government college women university, sialkot",Pakistan,pakistan,,,,,,,,36.0,0.0,100.0
"The Graduate University for Advanced Studies, SOKENDAI","the graduate university for advanced studies, sokendai",Japan,japan,,,,,,,,0.5,29.0,29.0
Guildhall School of Music and Drama,guildhall school of music and drama,United Kingdom,united kingdom,,,,,,,,5.0,35.0,48.0
Gulf College,gulf college,Oman,oman,,,,,,,,26.1,3.0,41.0
Gulf Medical University,gulf medical university,United Arab Emirates,united arab emirates,,,,,,,,12.7,90.0,72.0
Gulistan State University,gulistan state university,Uzbekistan,uzbekistan,,,,,,,,27.8,0.0,59.0
University of Hafr Al Batin,university of hafr al batin,Saudi Arabia,saudi arabia,,,,,,,,20.2,3.0,62.0
Hagoromo University of International Studies,hagoromo university of international studies,Japan,japan,,,,,,,,23.7,17.0,54.0
Hakuoh University,hakuoh university,Japan,japan,,,,,,,,44.2,1.0,44.0
Haliç University,haliç university,Turkey,turkey,,,,,,,,24.2,19.0,59.0
Häme University of Applied Sciences,häme university of applied sciences,Finland,finland,,,,,,,,34.2,7.0,53.0
Hanseo University,hanseo university,South Korea,south korea,,,,,,,,25.0,6.0,38.0
Harper Adams University,harper adams university,United Kingdom,united kingdom,,,,,,,,13.1,10.0,60.0
Hartpury University,hartpury university,United Kingdom,united kingdom,,,,,,,,18.0,11.0,69.0
Hawler Medical University,hawler medical university,Iraq,iraq,,,,,,,,7.5,1.0,62.0
University of Health Sciences Lahore,university of health sciences lahore,Pakistan,pakistan,,,,,,,,6.4,1.0,66.0
"University of Health Sciences, Turkey","university of health sciences, turkey",Turkey,turkey,,,,,,,,7.5,8.0,69.0
School of Higher Commercial Studies (EHEC Algiers),school of higher commercial studies (ehec algiers),Algeria,algeria,,,,,,,,13.2,0.0,67.0
"Higher National School of Renewable Energies, Environment and Sustainable Development","higher national school of renewable energies, environment and sustainable development",Algeria,algeria,,,,,,,,26.6,0.0,100.0
Higher School of Management and Digital Economy (HSMDE),higher school of management and digital economy (hsmde),Algeria,algeria,,,,,,,,16.4,0.0,66.0
Higher School of Agronomy – Mostaganem (ESAM),higher school of agronomy – mostaganem (esam),Algeria,algeria,,,,,,,,14.2,0.0,65.0
Higher School of Management – Tlemcen,higher school of management – tlemcen,Algeria,algeria,,,,,,,,12.0,0.0,82.0
University of the Highlands and Islands,university of the highlands and islands,United Kingdom,united kingdom,,,,,,,,139.0,12.0,61.0
Hilla University College,hilla university college,Iraq,iraq,,,,,,,,17.6,0.0,53.0
Hiroshima International University,hiroshima international university,Japan,japan,,,,,,,,15.1,1.0,47.0
Hiroshima Shudo University,hiroshima shudo university,Japan,japan,,,,,,,,22.2,1.0,37.0
Hiroshima Institute of Technology,hiroshima institute of technology,Japan,japan,,,,,,,,25.9,0.0,10.0
Hitotsubashi University,hitotsubashi university,Japan,japan,,,,,,,,16.0,13.0,33.0
Ho Chi Minh City Open University,ho chi minh city open university,Vietnam,vietnam,,,,,,,,54.0,0.0,62.0
Hodeida University,hodeida university,Yemen,yemen,,,,,,,,22.0,0.0,27.0
Hokkaido University of Science,hokkaido university of science,Japan,japan,,,,,,,,20.1,0.0,33.0
University of Home Economics Lahore,university of home economics lahore,Pakistan,pakistan,,,,,,,,15.0,0.0,100.0
Ho Technical University,ho technical university,Ghana,ghana,,,,,,,,17.8,0.0,34.0
Hryhorii Skovoroda University in Pereiaslav,hryhorii skovoroda university in pereiaslav,Ukraine,ukraine,,,,,,,,13.6,0.0,55.0
University of Human Development,university of human development,Iraq,iraq,,,,,,,,20.1,3.0,48.0
Humboldt State University,humboldt state university,United States,united states,,,,,,,,14.8,1.0,60.0
Hyogo University of Teacher Education,hyogo university of teacher education,Japan,japan,,,,,,,,10.2,2.0,59.0
Ibn Khaldoun University,ibn khaldoun university,Algeria,algeria,,,,,,,,29.6,0.0,64.0
"ICFAI University, Dehradun","icfai university, dehradun",India,india,,,,,,,,25.9,0.0,56.0
IFHE Hyderabad,ifhe hyderabad,India,india,,,,,,,,19.1,0.0,41.0
Ilma University,ilma university,Pakistan,pakistan,,,,,,,,21.1,0.0,21.0
Imam Al-Kadhum College (IKC),imam al-kadhum college (ikc),Iraq,iraq,,,,,,,,44.2,0.0,42.0
IMT Mines Alès,imt mines alès,France,france,,,,,,,,11.9,13.0,31.0
"Independent University, Bangladesh","independent university, bangladesh",Bangladesh,bangladesh,,,,,,,,31.6,0.0,40.0
Indira Gandhi Delhi Technical University for Women,indira gandhi delhi technical university for women,India,india,,,,,,,,34.7,0.0,100.0
Information Technology University of the Punjab,information technology university of the punjab,Pakistan,pakistan,,,,,,,,14.4,0.0,22.0
Innopolis University,innopolis university,Russian Federation,russian federation,,,,,,,,17.1,33.0,18.0
Institute of Cancer Research,institute of cancer research,United Kingdom,united kingdom,,,,,,,,2.8,36.0,65.0
Universidad Internacional del Ecuador,universidad internacional del ecuador,Ecuador,ecuador,,,,,,,,25.8,2.0,45.0
International American University,international american university,United States,united states,,,,,,,,14.8,96.0,55.0
International Christian University,international christian university,Japan,japan,,,,,,,,12.1,13.0,53.0
International Engineering and Technology University (METU),international engineering and technology university (metu),Kazakhstan,kazakhstan,,,,,,,,32.7,1.0,36.0
International University for the Humanities and Development,international university for the humanities and development,Turkmenistan,turkmenistan,,,,,,,,17.7,0.0,61.0
International IT University,international it university,Kazakhstan,kazakhstan,,,,,,,,14.9,1.0,30.0
International University of Rabat,international university of rabat,Morocco,morocco,,,,,,,,31.3,4.0,53.0
Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,institute of international relations of the ministry of foreign affairs of turkmenistan,Turkmenistan,turkmenistan,,,,,,,,9.2,0.0,39.0
Inter-State School of Veterinary Sciences and Medicine,inter-state school of veterinary sciences and medicine,Senegal,senegal,,,,,,,,17.4,69.0,31.0
Ionian University,ionian university,Greece,greece,,,,,,,,40.7,2.0,53.0
Ion Mincu University of Architecture and Urbanism,ion mincu university of architecture and urbanism,Romania,romania,,,,,,,,13.0,4.0,72.0
Iqra University,iqra university,Pakistan,pakistan,,,,,,,,13.6,1.0,24.0
The Islamic University,the islamic university,Iraq,iraq,,,,,,,,10.2,1.0,60.0
Islamic University of Gaza,islamic university of gaza,Palestine,palestine,,,,,,,,45.0,1.0,57.0
Islamic University of Madinah,islamic university of madinah,Saudi Arabia,saudi arabia,,,,,,,,8.4,70.0,3.0
Universitas Islam Sultan Agung,universitas islam sultan agung,Indonesia,indonesia,,,,,,,,14.3,0.0,33.0
Isra University,isra university,Jordan,jordan,,,,,,,,19.6,18.0,54.0
Israel Technological University,israel technological university,Ecuador,ecuador,,,,,,,,37.7,1.0,39.0
Istanbul Arel University,istanbul arel university,Turkey,turkey,,,,,,,,21.3,10.0,52.0
Istanbul Gelişim University,istanbul gelişim university,Turkey,turkey,,,,,,,,39.0,13.0,45.0
Istanbul Kültür University,istanbul kültür university,Turkey,turkey,,,,,,,,26.0,11.0,53.0
Istanbul Okan University,istanbul okan university,Turkey,turkey,,,,,,,,15.3,14.0,53.0
IUBAT – International University of Business Agriculture and Technology,iubat – international university of business agriculture and technology,Bangladesh,bangladesh,,,,,,,,18.1,1.0,30.0
Universita IULM,universita iulm,Italy,italy,,,,,,,,18.9,6.0,73.0
Ivano Frankivsk National Technical University of Oil and Gas,ivano frankivsk national technical university of oil and gas,Ukraine,ukraine,,,,,,,,17.3,3.0,25.0
Jabir ibn Hayyan Medical University,jabir ibn hayyan medical university,Iraq,iraq,,,,,,,,15.3,-0.0,61.0
Jadara University,jadara university,Jordan,jordan,,,,,,,,19.8,17.0,38.0
Japan Advanced Institute of Science and Technology (JAIST),japan advanced institute of science and technology (jaist),Japan,japan,,,,,,,,7.3,41.0,22.0
Japan University of Economics,japan university of economics,Japan,japan,,,,,,,,27.9,56.0,30.0
Jashore University of Science and Technology,jashore university of science and technology,Bangladesh,bangladesh,,,,,,,,13.2,0.0,32.0
University of Jendouba,university of jendouba,Tunisia,tunisia,,,,,,,,16.6,1.0,69.0
Jizzakh Polytechnic Institute,jizzakh polytechnic institute,Uzbekistan,uzbekistan,,,,,,,,18.5,0.0,16.0
Jizzakh State Pedagogical University,jizzakh state pedagogical university,Uzbekistan,uzbekistan,,,,,,,,27.5,0.0,63.0
John von Neumann University,john von neumann university,Hungary,hungary,,,,,,,,13.8,0.0,26.0
Kabarak University,kabarak university,Kenya,kenya,,,,,,,,40.0,0.0,47.0
Kabardino-Balkarian State University,kabardino-balkarian state university,Russian Federation,russian federation,,,,,,,,19.7,14.0,54.0
University of Kabianga,university of kabianga,Kenya,kenya,,,,,,,,39.1,0.0,50.0
Kadir Has University,kadir has university,Turkey,turkey,,,,,,,,24.0,4.0,55.0
Kamianets-Podіlskyi Ivan Ohiienko National University,kamianets-podіlskyi ivan ohiienko national university,Ukraine,ukraine,,,,,,,,7.6,0.0,63.0
Karaganda Buketov University,karaganda buketov university,Kazakhstan,kazakhstan,,,,,,,,9.1,7.0,67.0
Karaganda University of Kazpotrebsoyuz,karaganda university of kazpotrebsoyuz,Kazakhstan,kazakhstan,,,,,,,,13.6,1.0,56.0
Karakalpak State University,karakalpak state university,Uzbekistan,uzbekistan,,,,,,,,28.7,2.0,44.0
Karshi Engineering Economics Institute,karshi engineering economics institute,Uzbekistan,uzbekistan,,,,,,,,26.3,0.0,15.0
Kazakh-British Technical University,kazakh-british technical university,Kazakhstan,kazakhstan,,,,,,,,27.6,2.0,36.0
Kazakh National Pedagogical University Abai,kazakh national pedagogical university abai,Kazakhstan,kazakhstan,,,,,,,,16.1,3.0,59.0
Kazakh National Women’s Teacher Training University,kazakh national women’s teacher training university,Kazakhstan,kazakhstan,,,,,,,,18.6,2.0,100.0
Kazakhstan Medical University KSPH,kazakhstan medical university ksph,Kazakhstan,kazakhstan,,,,,,,,2.9,0.0,64.0
Kazan State Power Engineering University,kazan state power engineering university,Russian Federation,russian federation,,,,,,,,24.1,3.0,32.0
Keisen University,keisen university,Japan,japan,,,,,,,,26.0,5.0,100.0
Kharkiv University of Humanities “People’s Ukrainian Academy”,kharkiv university of humanities “people’s ukrainian academy”,Ukraine,ukraine,,,,,,,,7.4,0.0,82.0
Kharkiv National Automobile and Highway University,kharkiv national automobile and highway university,Ukraine,ukraine,,,,,,,,14.6,10.0,53.0
Kharkiv National University of Internal Affairs,kharkiv national university of internal affairs,Ukraine,ukraine,,,,,,,,13.8,4.0,48.0
Khazar University,khazar university,Azerbaijan,azerbaijan,,,,,,,,12.3,6.0,52.0
Khulna University of Engineering and Technology (KUET),khulna university of engineering and technology (kuet),Bangladesh,bangladesh,,,,,,,,15.5,0.0,20.0
Khwaja Fareed University of Engineering and Information Technology,khwaja fareed university of engineering and information technology,Pakistan,pakistan,,,,,,,,20.2,0.0,43.0
Khyber Medical University,khyber medical university,Pakistan,pakistan,,,,,,,,15.4,3.0,40.0
Kimyo International University in Tashkent,kimyo international university in tashkent,Uzbekistan,uzbekistan,,,,,,,,17.3,13.0,57.0
King Abdullah University of Science and Technology (KAUST),king abdullah university of science and technology (kaust),Saudi Arabia,saudi arabia,,,,,,,,8.0,67.0,36.0
King Danylo University,king danylo university,Ukraine,ukraine,,,,,,,,9.1,0.0,56.0
King Edward Medical University,king edward medical university,Pakistan,pakistan,,,,,,,,13.7,2.0,60.0
Kinnaird College for Women,kinnaird college for women,Pakistan,pakistan,,,,,,,,18.3,0.0,100.0
University of Kirkuk,university of kirkuk,Iraq,iraq,,,,,,,,23.7,0.0,61.0
Kitami Institute of Technology,kitami institute of technology,Japan,japan,,,,,,,,14.6,5.0,12.0
Knowledge University,knowledge university,Iraq,iraq,,,,,,,,16.4,1.0,47.0
Kobe Gakuin University,kobe gakuin university,Japan,japan,,,,,,,,34.7,3.0,39.0
Kocaeli Health and Technology University,kocaeli health and technology university,Turkey,turkey,,,,,,,,16.2,8.0,69.0
Kohsar University Murree,kohsar university murree,Pakistan,pakistan,,,,,,,,24.5,0.0,69.0
Kokshetau State University,kokshetau state university,Kazakhstan,kazakhstan,,,,,,,,9.1,5.0,63.0
Kokugakuin University,kokugakuin university,Japan,japan,,,,,,,,40.0,1.0,43.0
Konan University,konan university,Japan,japan,,,,,,,,23.3,1.0,42.0
Konan Women’s University,konan women’s university,Japan,japan,,,,,,,,23.7,1.0,100.0
Koya University,koya university,Iraq,iraq,,,,,,,,9.3,1.0,50.0
KPR Institute of Engineering and Technology,kpr institute of engineering and technology,India,india,,,,,,,,12.2,0.0,30.0
Kumasi Technical University,kumasi technical university,Ghana,ghana,,,,,,,,41.0,0.0,37.0
Kursk State Medical University,kursk state medical university,Russian Federation,russian federation,,,,,,,,12.1,31.0,66.0
Kütahya Health Sciences University,kütahya health sciences university,Turkey,turkey,,,,,,,,9.6,1.0,73.0
Kutaisi University,kutaisi university,Georgia,georgia,,,,,,,,0.4,1.0,33.0
Kuwait College of Science and Technology (KCST),kuwait college of science and technology (kcst),Kuwait,kuwait,,,,,,,,25.3,4.0,56.0
Kyiv National Economic University,kyiv national economic university,Ukraine,ukraine,,,,,,,,11.2,1.0,60.0
Kyoai Gakuen University,kyoai gakuen university,Japan,japan,,,,,,,,20.4,2.0,63.0
Kyoto Koka Women’s University,kyoto koka women’s university,Japan,japan,,,,,,,,18.3,5.0,100.0
Kyoto Notre Dame University,kyoto notre dame university,Japan,japan,,,,,,,,8.5,4.0,100.0
Kyrgyz-Turkish Manas University,kyrgyz-turkish manas university,Kyrgyzstan,kyrgyzstan,,,,,,,,15.0,11.0,57.0
K. Zhubanov Aktobe Regional University,k. zhubanov aktobe regional university,Kazakhstan,kazakhstan,,,,,,,,21.4,2.0,59.0
Lahore Leads University,lahore leads university,Pakistan,pakistan,,,,,,,,15.3,0.0,44.0
Landmark University,landmark university,Nigeria,nigeria,,,,,,,,12.9,0.0,35.0
Larbi Tebessi University,larbi tebessi university,Algeria,algeria,,,,,,,,21.6,0.0,60.0
La Salle University,la salle university,Colombia,colombia,,,,,,,,18.9,1.0,56.0
University of Las Américas (UDLA),university of las américas (udla),Ecuador,ecuador,,,,,,,,13.7,2.0,54.0
Leeds Arts University,leeds arts university,United Kingdom,united kingdom,,,,,,,,15.9,12.0,75.0
Leeds Conservatoire,leeds conservatoire,United Kingdom,united kingdom,,,,,,,,20.9,11.0,34.0
Leeds Trinity University,leeds trinity university,United Kingdom,united kingdom,,,,,,,,23.7,9.0,64.0
Lesya Ukrainka Volyn National University,lesya ukrainka volyn national university,Ukraine,ukraine,,,,,,,,12.4,1.0,69.0
Liaquat University of Medical and Health Sciences (LUMHS),liaquat university of medical and health sciences (lumhs),Pakistan,pakistan,,,,,,,,10.0,4.0,54.0
University of Liberal Arts Bangladesh,university of liberal arts bangladesh,Bangladesh,bangladesh,,,,,,,,19.4,0.0,49.0
Lincoln University College,lincoln university college,Malaysia,malaysia,,,,,,,,5.7,41.0,19.0
Lira University,lira university,Uganda,uganda,,,,,,,,14.3,0.0,41.0
Université du Littoral Côte d’Opale,université du littoral côte d’opale,France,france,,,,,,,,20.2,17.0,50.0
Liverpool Hope University,liverpool hope university,United Kingdom,united kingdom,,,,,,,,17.2,14.0,64.0
Liverpool Institute for Performing Arts,liverpool institute for performing arts,United Kingdom,united kingdom,,,,,,,,18.5,22.0,58.0
Liverpool School of Tropical Medicine,liverpool school of tropical medicine,United Kingdom,united kingdom,,,,,,,,2.1,28.0,71.0
The LNM Institute of Information Technology,the lnm institute of information technology,India,india,,,,,,,,19.1,0.0,15.0
London Academy of Music and Dramatic Art (LAMDA),london academy of music and dramatic art (lamda),United Kingdom,united kingdom,,,,,,,,6.8,40.0,55.0
London Business School,london business school,United Kingdom,united kingdom,,,,,,,,20.2,91.0,37.0
London School of Hygiene and Tropical Medicine,london school of hygiene and tropical medicine,United Kingdom,united kingdom,,,,,,,,1.7,57.0,72.0
London Metropolitan University,london metropolitan university,United Kingdom,united kingdom,,,,,,,,25.5,50.0,65.0
Lviv State University of Life Safety,lviv state university of life safety,Ukraine,ukraine,,,,,,,,12.3,0.0,53.0
University of Magallanes,university of magallanes,Chile,chile,,,,,,,,15.6,1.0,62.0
Universidad del Magdalena,universidad del magdalena,Colombia,colombia,,,,,,,,31.8,0.0,49.0
University Centre of Maghnia,university centre of maghnia,Algeria,algeria,,,,,,,,19.5,0.0,47.0
Mahatma Jyotiba Phule Rohilkhand University,mahatma jyotiba phule rohilkhand university,India,india,,,,,,,,38.8,0.0,18.0
Malawi University of Science and Technology (MUST),malawi university of science and technology (must),Malawi,malawi,,,,,,,,12.4,0.0,15.0
Management Development Institute (MDI),management development institute (mdi),India,india,,,,,,,,12.5,0.0,24.0
Management & Science University (MSU),management & science university (msu),Malaysia,malaysia,,,,,,,,9.0,30.0,60.0
Universidad Manuela Beltrán,universidad manuela beltrán,Colombia,colombia,,,,,,,,30.6,0.0,43.0
Mapúa University,mapúa university,Philippines,philippines,,,,,,,,32.3,1.0,37.0
Margulan University,margulan university,Kazakhstan,kazakhstan,,,,,,,,22.8,2.0,75.0
Mariano Marcos State University,mariano marcos state university,Philippines,philippines,,,,,,,,24.8,0.0,58.0
Maritime University of Szczecin,maritime university of szczecin,Poland,poland,,,,,,,,24.2,13.0,26.0
University of Mataram,university of mataram,Indonesia,indonesia,,,,,,,,24.0,0.0,61.0
M. Auezov South Kazakhstan University,m. auezov south kazakhstan university,Kazakhstan,kazakhstan,,,,,,,,6.3,12.0,52.0
Universidad Mayor de San Simón,universidad mayor de san simón,Bolivia,bolivia,,,,,,,,182.0,0.0,53.0
University of Medea,university of medea,Algeria,algeria,,,,,,,,25.9,0.0,62.0
University of Medellín,university of medellín,Colombia,colombia,,,,,,,,16.9,2.0,55.0
Medizinische Hochschule Hannover,medizinische hochschule hannover,Germany,germany,,,,,,,,8.3,14.0,67.0
Meikai University,meikai university,Japan,japan,,,,,,,,17.8,16.0,43.0
Universitas Mercu Buana,universitas mercu buana,Indonesia,indonesia,,,,,,,,23.9,0.0,46.0
Middle East University,middle east university,Jordan,jordan,,,,,,,,20.2,27.0,42.0
Mindanao State University – Iligan Institute of Technology,mindanao state university – iligan institute of technology,Philippines,philippines,,,,,,,,40.7,0.0,51.0
Minhaj University Lahore,minhaj university lahore,Pakistan,pakistan,,,,,,,,10.6,0.0,46.0
University of Misan,university of misan,Iraq,iraq,,,,,,,,19.9,0.0,61.0
Misr University for Science and Technology,misr university for science and technology,Egypt,egypt,,,,,,,,17.6,5.0,49.0
Mizoram University,mizoram university,India,india,,,,,,,,8.9,0.0,48.0
M. Kumarasamy College of Engineering,m. kumarasamy college of engineering,India,india,,,,,,,,11.5,0.0,35.0
"MNS University of Agriculture, Multan","mns university of agriculture, multan",Pakistan,pakistan,,,,,,,,31.1,0.0,25.0
Modern University for Business and Science,modern university for business and science,Lebanon,lebanon,,,,,,,,20.5,20.0,54.0
Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,université mohamed el bachir el ibrahimi de bordj bou arréridj,Algeria,algeria,,,,,,,,33.9,0.0,100.0
University of Mohamed Lamine Debaghin Setif 2,university of mohamed lamine debaghin setif 2,Algeria,algeria,,,,,,,,33.6,0.0,62.0
Monroe College,monroe college,United States,united states,,,,,,,,16.1,14.0,54.0
University of Monterrey,university of monterrey,Mexico,mexico,,,,,,,,17.0,1.0,60.0
Russian Biotechnological University (BIOTECH),russian biotechnological university (biotech),Russian Federation,russian federation,,,,,,,,10.8,9.0,54.0
Moscow State Linguistic University,moscow state linguistic university,Russian Federation,russian federation,,,,,,,,6.4,9.0,74.0
Moscow Technical University of Communications and Informatics,moscow technical university of communications and informatics,Russian Federation,russian federation,,,,,,,,20.3,6.0,20.0
University of Mostar,university of mostar,Bosnia and Herzegovina,bosnia and herzegovina,,,,,,,,8.9,14.0,62.0
Muban Chombueng Rajabhat University,muban chombueng rajabhat university,Thailand,thailand,,,,,,,,15.2,0.0,62.0
Universitas Muhammadiyah Yogyakarta,universitas muhammadiyah yogyakarta,Indonesia,indonesia,,,,,,,,29.4,1.0,49.0
Mukogawa Women’s University,mukogawa women’s university,Japan,japan,,,,,,,,24.8,0.0,100.0
