university_id,university_name,country
UNI_01340,University of Arkansas at Little Rock,
UNI_01341,University of New England,
UNI_01342,Catholic University of Chile,
UNI_01343,University of Hannover,
UNI_01344,University of Kansas Medical Center,
UNI_01345,University of Lille 1,
UNI_01346,University of Colorado at Denver,
UNI_01347,University of Dortmund,
UNI_01348,Curtin University of Technology,
UNI_01349,University of Pompeu Fabra,
UNI_01350,University of Santiago Compostela,
UNI_01351,King Fahd University of Petroleum & Minerals,
UNI_01352,University of Versailles,
UNI_01353,Karlsruhe Institute of Technology (KIT),
UNI_01354,Beijing University of Aeronautics and Astronautics,
UNI_01355,Federal University of Sao Paulo,
UNI_01356,Swiss Federal Institute of Technology Lausanne,
UNI_01357,University Paris Diderot - Paris 7,
UNI_01358,Norwegian University of Science and Technology - NTNU,
UNI_01359,ESPCI ParisTech,
UNI_01360,SUNY at Albany,
UNI_01361,UNESP,
UNI_01362,Capital University of Medical Sciences,
UNI_01363,University of Auvergne,
UNI_01364,Université libre de Bruxelles (ULB),
UNI_01365,Vrije Universiteit Brussel (VUB),
UNI_01366,Toulouse School of Economics,
UNI_01367,China Medical University,
UNI_01368,Paris Dauphine University (Paris 9),
UNI_01369,"The University of Newcastle, Australia",
UNI_01370,University at Albany (State University of New York),
UNI_01371,Universität Heidelberg,
UNI_01372,UNSW Sydney,
UNI_01373,Yonsei University (Seoul campus),
